journal.title,count
Revista Portuguesa de Pneumologia,2
World Journal of Cardiovascular Diseases,2
Facial Plastic Surgery,2
Critical Reviews in Immunology,2
Current Developments in Nutrition,2
Imaging in Medicine,2
Metallomics,2
Nano Letters,2
ACS Medicinal Chemistry Letters,2
Survey of Anesthesiology,2
The Lancet Global Health,2
Medizinische Klinik,2
Trends in Parasitology,2
Research in Vestibular Science,2
Journal of Nepal Medical Association,2
Journal of Acute Disease,2
The Aging Male,2
Evidence-Based Child Health A Cochrane Review Journal,2
AAPS PharmSciTech,2
Implementation Science,2
MDM Policy & Practice,2
Molecular Cytogenetics,2
Forensic Toxicology,2
Clinical Microbiology Newsletter,2
Journal of Gynecology Obstetrics and Human Reproduction,2
Journal of Pure and Applied Microbiology,2
Explore: The Journal of Science & Healing,2
Journal of the American Medical Informatics Association,2
Annual Review of Nutrition,2
World Journal of Stem Cells,2
GeroScience,2
Complexity,2
Journal of Lung Pulmonary & Respiratory Research,2
Microbial Cell Factories,2
Current Health Sciences Journal,2
Molecular and Biochemical Parasitology,2
The Journal of the Korean Orthopaedic Association,2
Technical Innovations & Patient Support in Radiation Oncology,2
Minerva Endocrinologica,2
GASTROENTEROLOGICAL ENDOSCOPY,2
Marine Drugs,2
International Congress Series,2
Journal of Neuroscience Nursing,2
World Psychiatry,2
Thoracic Surgery Clinics,2
Theoretical Biology and Medical Modelling,2
Japanese Journal of Neurosurgery,2
JMV-Journal de Médecine Vasculaire,2
North American Journal of Medical Sciences,2
Criminal Behaviour and Mental Health,2
Journal of Medical and Biological Engineering,2
AIDS Patient Care and STDs,2
Journal of Tropical Pediatrics,2
Scandinavian Journal of Psychology,2
Kidney,2
Biomedical Engineering Applications Basis and Communications,2
Journal of Applied Physics,2
The Journal of Continuing Education in Nursing,2
耳鼻咽喉科展望,2
Journal of Graduate Medical Education,2
Applied Microbiology and Biotechnology,2
Domestic Animal Endocrinology,2
Measurement Science and Technology,2
International Journal for Equity in Health,2
Radiology Case Reports,2
Journal of Reconstructive Microsurgery,2
Journal of AIDS & Clinical Research,2
Nutrition & Food Science,2
Revista de Administração Pública,2
Measurement,2
Computational Intelligence and Neuroscience,2
Psychiatry Investigation,2
CNS Spectrums,2
American Journal of Perinatology Reports,2
Electrochimica Acta,2
Pediatric Annals,2
Antonie van Leeuwenhoek,2
Journal of Integrative Nephrology and Andrology,2
Dementia and Neurocognitive Disorders,2
Open Journal of Obstetrics and Gynecology,2
Database,2
EMC - Hépatologie,2
Journal of Huntington's Disease,2
Critical Reviews in Toxicology,2
Journal of Biological Sciences,2
Annals of International Occupational Therapy,2
Future Medicinal Chemistry,2
Current Obesity Reports,2
American Journal of Cancer Research,2
Forensic Science International Synergy,2
Revista Brasileira de Enfermagem,2
EMC - Appareil locomoteur,2
Annals of Rehabilitation Medicine,2
International Journal of Health Policy and Management,2
Okayama Igakkai Zasshi (Journal of Okayama Medical Association),2
Toxin Reviews,2
Foot & Ankle Specialist,2
Journal of Neurodevelopmental Disorders,2
Journal Africain d'Hépato-Gastroentérologie,2
Discovery Medicine,2
npj Digital Medicine,2
Journal of Pharmaceutical Health Care and Sciences,2
Developmental Cognitive Neuroscience,2
Research in Nursing & Health,2
Research,2
Ghana Medical Journal,2
The Journal of Medicine and Philosophy,2
Onkologiya Zhurnal imeni P A Gertsena,2
Journal of Geophysical Research: Atmospheres,2
IEEE Reviews in Biomedical Engineering,2
American Journal of Medical Quality,2
Rheumatology Science and Practice,2
Farmacia Hospitalaria,2
Research Journal of Infectious Diseases,2
Seminars in Roentgenology,2
The Women's Oncology Review,2
JBJS Reviews,2
Sensors and Actuators A Physical,2
Procedia Computer Science,2
BMC Biology,2
Surface and Coatings Technology,2
Cardiovascular Innovations and Applications,2
Archives of Cardiovascular Diseases Supplements,2
Indian Journal of Dental Research,2
Veterinary Medicine International,2
The Journal of Hand Surgery (Asian-Pacific Volume),2
Journal of Nihon University Medical Association,2
Biointerphases,2
The Journal of Cardiovascular Surgery,2
Journal of Drug Delivery Science and Technology,2
Anales de Pediatría (English Edition),2
Ophthalmic Surgery Lasers and Imaging Retina,2
Clinics in Plastic Surgery,2
Operative Techniques in Orthopaedics,2
Journal of the Korean Society of Food Science and Nutrition,2
Chronic Obstructive Pulmonary Diseases Journal of the COPD Foundation,2
Journal of Oral Microbiology,2
International Journal of Anesthetics and Anesthesiology,2
Alexandria Journal of Medicine,2
Dementia and Geriatric Cognitive Disorders,2
Proteins Structure Function and Bioinformatics,2
Science Signaling,2
Journal of Atrial Fibrillation,2
Trends in Genetics,2
Open Journal of Nursing,2
Turkish Journal of Clinics and Laboratory,2
Journal of Bioenergetics and Biomembranes,2
GastroHep,2
Journal of Interventional Gastroenterology,2
Conference Papers in Medicine,2
BMC Neuroscience,2
Food & Nutrition Research,2
Prostate International,2
Frontiers in Neuroendocrinology,2
Pediatric endocrinology reviews : PER,2
Perioperative Nursing Clinics,2
Journal of Ancient Diseases & Preventive Remedies,2
Journal of Developmental Origins of Health and Disease,2
Innovative Surgical Sciences,2
Journal of Holistic Nursing,2
Indian Pacing and Electrophysiology Journal,2
Journal of Translational Internal Medicine,2
Journal of Materials Chemistry,2
Journal of Lipids,2
Saudi Journal of Biological Sciences,2
Clinical Mass Spectrometry,2
Clinical and Translational Imaging,2
Osteoarthritis and Cartilage,2
Statistical Modelling,2
Current Molecular Biology Reports,2
Epidemiology and Psychiatric Sciences,2
Zoonoses and Public Health,2
Journal of Experimental Pharmacology,2
Korean Journal of Clinical Laboratory Science,2
IOP Conference Series Materials Science and Engineering,2
The Lancet Digital Health,2
Journal of Clinical Apheresis,2
Immunopharmacology and Immunotoxicology,2
Biomacromolecules,2
International Journal of Pharmacokinetics,2
Cognitive and Behavioral Practice,2
Bone Reports,2
Medical Journal of Dr D Y Patil University,2
Current Treatment Options in Psychiatry,2
Journal of Biological System,2
Critical Reviews in Analytical Chemistry,2
Uspekhi Fizicheskih Nauk,2
BMC Ophthalmology,2
Breast Cancer Targets and Therapy,2
KIDNEY INT SUPPL,2
Genomics Proteomics & Bioinformatics,2
Epidemiology,2
Yearbook of Neonatal and Perinatal Medicine,2
EMC - Ophtalmologie,2
ACS Applied Materials & Interfaces,2
Heart India,2
Mathematical and Computer Modelling,2
Current Opinion in Biotechnology,2
Journal of Acute Care Surgery,2
Healthy Aging Research,2
Dermatology,2
Journal of Ocular Pharmacology and Therapeutics,2
CMAJ Open,2
Journal of Back and Musculoskeletal Rehabilitation,2
Amyloid,2
European Orthopaedics and Traumatology,2
Public Health Nursing,2
Annals of Pediatric Endocrinology & Metabolism,2
Neuropsychology Review,2
Expert Systems with Applications,2
EMC - Urología,2
Siberian Journal of Oncology,2
Nagoya Journal of Medical Science,2
Pakistan Journal of Biological Sciences,2
Psychogeriatrics,2
International Journal of Experimental Pathology,2
Journal of Sleep Disorders Treatment & Care,2
Journal of Health Organization and Management,2
Nanomedicine Nanotechnology Biology and Medicine,2
Hematology Reports,2
Core Evidence,2
Electrolytes & Blood Pressure,2
Journal of Cardiology Cases,2
Rheumatology and Therapy,2
Adipocyte,2
Biomeditsinskaya Khimiya,2
IEEE Transactions on Ultrasonics Ferroelectrics and Frequency Control,2
Transfusion Medicine Reviews,2
Revista Hispanoamericana de Hernia,2
Molecular and Cellular Probes,2
"Journal of Cachexia, Sarcopenia and Muscle",2
Microbiology Australia,2
Health Education Journal,2
Comprehensive Reviews in Food Science and Food Safety,2
International Journal of Hematology-Oncology and Stem Cell Research,2
"Maternal Health, Neonatology and Perinatology",2
"Molecular Genetics, Microbiology and Virology",2
Indian Journal of Rheumatology,2
Revista Mexicana de Urología,2
Environmental Science and Pollution Research,2
Journal of Radiology Nursing,2
Integrative Cancer Therapies,2
The Journal of the Royal College of Physicians of Edinburgh,2
JMM Case Reports,2
Mediterranean Journal of Hematology and Infectious Diseases,2
South African Journal of Botany,2
The British Journal of Psychiatry,2
The Egyptian Orthopaedic Journal,2
Journal of Obstetric Gynecologic & Neonatal Nursing,2
Journal of Geriatric Psychiatry and Neurology,2
Electroanalysis,2
EMC - Anestesia-Rianimazione,2
Proceedings of the Royal Society B,2
Orthopaedic Nursing,2
Indian Journal of Medical Microbiology,2
Nepalese Journal of Ophthalmology,2
Revista da Sociedade Brasileira de Medicina Tropical,2
Innovations Technology and Techniques in Cardiothoracic and Vascular Surgery,2
Open Journal of Endocrine and Metabolic Diseases,2
International Journal of Occupational Safety and Ergonomics,2
Pain and Therapy,2
Journal of Research in Nursing,2
The Open Diabetes Journal,2
Brain Connectivity,2
Frontiers in Bioscience,2
Journal of Cardiovascular Imaging,2
Food Hydrocolloids,2
The Neurologist,2
Early Intervention in Psychiatry,2
Wiley Interdisciplinary Reviews Developmental Biology,2
Phytochemical Analysis,2
Journal of Korean Academy of Nursing,2
Zeitschrift für Kinder- und Jugendpsychiatrie und Psychotherapie,2
Journal of Chemistry,2
International Journal of Vascular Medicine,2
Current Opinion in Endocrine and Metabolic Research,2
Reproductive Toxicology,2
Glycoconjugate Journal,2
Journal of Clinical Pediatric Dentistry,2
Drug Metabolism and Personalized Therapy,2
Lipids,2
Gastrointestinal Tumors,2
Public Health,2
Cyberpsychology Behavior and Social Networking,2
Respiratory Medicine and Research,2
Antimicrobial Resistance & Infection Control,2
ScienceRise,2
Australian Psychologist,2
Acta Medica Okayama,2
Acta Cytologica,2
Im Fokus Onkologie,2
BMJ Evidence-Based Medicine,2
Neurodegenerative Diseases,2
World Journal of Methodology,2
Japanese journal of pediatric nephrology,2
Progress in Palliative Care,2
Hematology/Oncology and Stem Cell Therapy,2
Seminars in Breast Disease,2
Journal of Photochemistry and Photobiology A Chemistry,2
Anatomy Research International,2
Mathematical Modelling of Natural Phenomena,2
Polymers for Advanced Technologies,2
Journal of the Japanese Association of Rural Medicine,2
Diamond and Related Materials,2
Public Health Reports,2
PLoS Currents,2
Translational Gastroenterology and Hepatology,2
Special Care in Dentistry,2
US Neurology,2
The Journal of Obstetrics and Gynecology of India,2
Epigenomics,2
International Journal of Surgery Open,2
Integrative and Comparative Biology,2
Lab Medicine,2
Pain Research and Management,2
Innovations in clinical neuroscience,2
动物学研究,2
Archives of Medicine,2
Traffic,2
Nowotwory Journal of Oncology,2
Journal of Environmental Sciences,2
Journal of Healthcare Quality Research,2
Journal of Diabetes & Metabolism,2
Journal of Assisted Reproduction and Genetics,2
Journal of Orthopaedics and Traumatology,2
Folia Histochemica et Cytobiologica,2
Journal of Trauma Nursing,2
Geriatrics and Gerontology International,2
Journal of PeriAnesthesia Nursing,2
The Open Nursing Journal,2
Current Pharmacology Reports,2
Hearing Balance and Communication,2
Diagnostic Pathology,2
Oxford Medical Case Reports,2
Purinergic Signalling,2
Sleep and Biological Rhythms,2
EMC - Traité de médecine AKOS,2
Progress in Cardiovascular Nursing,2
Anadolu Kliniği Tıp Bilimleri Dergisi,2
EPMA Journal,2
Neurorehabilitation and Neural Repair,2
Protein Expression and Purification,2
Revista do Instituto de Medicina Tropical de São Paulo,2
Vojnosanitetski Pregled,2
Trauma Monthly,2
Medical Devices & Sensors,2
Cellular & Molecular Immunology,2
Russian Journal of Developmental Biology,2
Oncology and Therapy,2
Aesthetic Surgery Journal,2
AORN Journal,2
Psychology and Health,2
Journal of Genetic Medicine,2
Journal of Hematology,2
Coordination Chemistry Reviews,2
Artificial Cells Nanomedicine and Biotechnology,2
Journal of Orthopaedic Research®,2
Revista Iberoamericana de Micología,2
International Archives of Otorhinolaryngology,2
Open Access Surgery,2
Japanese Journal of Rheumatism and Joint Surgery,2
Teaching and Learning in Medicine,2
Chemistry - A European Journal,2
Biological Rhythm Research,2
BioData Mining,2
Frontiers in Integrative Neuroscience,2
American Journal of Men's Health,2
Dermatology and Therapy,2
Frontiers in bioscience (Scholar edition),2
Cell Biology International,2
Experimental Lung Research,2
Chaos An Interdisciplinary Journal of Nonlinear Science,2
Neurochemical Journal,2
Pelvi-périnéologie,2
P & T,2
Journal of Thyroid Research,2
BMC Nursing,2
Analytical Letters,2
Journal of Indian College of Cardiology,2
Neuroscience Research,2
Reviews in urology,2
Infectious Diseases and Therapy,2
Neurología Argentina,2
Drug and Alcohol Review,2
Die Wirbelsäule,2
JPC – Journal of Planar Chromatography – Modern TLC,2
EMC - Psychiatrie,2
Archives of Plastic Surgery,2
Advanced Biomedical Engineering,2
Neuromodulation Technology at the Neural Interface,2
Hong Kong Journal of Nephrology,2
Mutation Research/Reviews in Mutation Research,2
Current Gene Therapy,2
Procedia - Social and Behavioral Sciences,2
Gender Medicine,2
Otology Japan,2
Journal of Endometriosis and Pelvic Pain Disorders,2
Topics in Stroke Rehabilitation,2
Journal of Oral and Maxillofacial Surgery Medicine and Pathology,2
Briefings in Functional Genomics,2
Кардиоваскулярная терапия и профилактика,2
Advances in Parkinson's Disease,2
Diagnostic and Prognostic Research,2
Economics & Human Biology,2
Egyptian Journal of Basic and Applied Sciences,2
Nihon Kikan Shokudoka Gakkai Kaiho,2
Annals of Botany,2
Food Additives & Contaminants Part A,2
Canadian Association of Radiologists Journal,2
Acta Medica Marisiensis,2
Toxicologie Analytique et Clinique,2
Brain and Language,2
Journal of Anesthesia & Clinical Research,2
International Journal of Angiology,2
EMC - Otorrinolaringología,2
Journal of Gerontological Social Work,2
Stroke Research and Treatment,2
European Endocrinology,2
Brain Informatics,2
Brazilian Journal of Microbiology,2
Plastic Surgery,2
Therapeutic Advances in Respiratory Disease,2
International Journal of Ophthalmic Practice,2
Saudi Surgical Journal,2
Advances in Ophthalmology and Optometry,2
Environmental Health,2
Clinical and Experimental Rheumatology,2
"2013 IEEE International Conference on Acoustics, Speech and Signal Processing",2
Revista da Associação Médica Brasileira (English Edition),2
Swiss Medical Weekly,2
Nursing Ethics,2
Nanobiomedicine,2
Microsurgery,2
Academic Medicine,2
Indian Journal of Otology,2
Journal of Psychosocial Oncology,2
Cardiovascular Ultrasound,2
CoDAS,2
Dimensions of Critical Care Nursing,2
Psychotherapy and Psychosomatics,2
Biomarker Insights,2
International Journal of Legal Medicine,2
Philosophical Transactions of the Royal Society B Biological Sciences,2
The International Journal of Neuropsychopharmacology,2
Journal of the International AIDS Society,2
Advances in Anatomic Pathology,2
Revista de otorrinolaringología y cirugía de cabeza y cuello,2
Cells Tissues Organs,2
Current Problems in Cancer,2
Australasian Journal on Ageing,2
Protein & Cell,2
Bioconjugate Chemistry,2
The Open Urology & Nephrology Journal,2
Journal of Epileptology,2
Nature Biomedical Engineering,2
The Journal of Antibiotics,2
Croatian Medical Journal,2
Journal of Cardiopulmonary Rehabilitation and Prevention,2
Journal of Applied Sciences,2
Endocrinology & Metabolic Syndrome,2
Frontiers in Sports and Active Living,2
Computerized Medical Imaging and Graphics,2
Current Genetic Medicine Reports,2
Stem Cells,2
Canadian Journal of Occupational Therapy,2
Advanced Functional Materials,2
Journal of the International Society of Sports Nutrition,2
Eurosurveillance,2
EMC - Techniques chirurgicales - Appareil digestif,2
Retrovirology,2
Asian Biomedicine,2
Journal of Dermatological Science,2
Developmental Neurorehabilitation,2
Biomolecules & Therapeutics,2
International Journal of Applied and Basic Medical Research,2
Journal of Audiology & Otology,2
Journal of Vaccines & Vaccination,2
Physical Chemistry Chemical Physics,2
The Journal of Strength and Conditioning Research,2
Health Communication,2
Journal of Zoo and Wildlife Medicine,2
Journal of Medical and Dental Sciences,2
CJC Open,2
Arab Journal of Urology,2
The Egyptian Rheumatologist,2
International Journal of MS Care,2
The Korean Journal of Helicobacter and Upper Gastrointestinal Research,2
JBIC Journal of Biological Inorganic Chemistry,2
Advances in Neonatal Care,2
American Journal of Forensic Medicine & Pathology,2
In Vivo,2
Physiotherapy Research International,2
Geriatric Nursing,2
Circulation Reports,2
Journal of Bodywork and Movement Therapies,2
Journal of Molecular Biomarkers & Diagnosis,2
Pakistan Journal of Nutrition,2
Surgery Open Science,2
Journal of the Association of Nurses in AIDS Care,2
Pediatric Allergy and Immunology,2
FEBS Open Bio,2
Archives of Women's Mental Health,2
Australian Occupational Therapy Journal,2
ICAN Infant Child & Adolescent Nutrition,2
Indian Journal of Medical and Paediatric Oncology,2
"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",2
Journal of Zhejiang University-SCIENCE B,2
Eye and Vision,2
Hypertension in Pregnancy,2
Developmental Science,2
Journal of Women's Health,2
IJC Metabolic & Endocrine,2
Journal of Biological Engineering,2
Public Health Reviews,2
Aktuelle Urologie,2
The Ocular Surface,2
Molecular Biotechnology,2
SIAM Journal on Applied Mathematics,2
Monatshefte für Chemie - Chemical Monthly,2
Journal of Clinical & Cellular Immunology,2
Materials Chemistry and Physics,2
Biotechnology and Bioengineering,2
Journal of Immigrant and Minority Health,2
Applied Soft Computing,2
International Journal of Analytical Chemistry,2
Journal of Men's Health,2
Annals of Work Exposures and Health,2
Journal of Clinical Orthopaedics and Trauma,2
Current Problems in Diagnostic Radiology,2
Turkish Journal of Colorectal Disease,2
Acta Psychiatrica Scandinavica,2
Crohn's & Colitis 360,2
EMC - Dermatología,2
Clinical Microbiology Open Access,2
Acta Odontologica Scandinavica,2
Current Surgery Reports,2
Spektrum der Augenheilkunde,2
ORL,2
Medicine and Pharmacy Reports,2
Zeitschrift für Epileptologie,2
Chinese journal of burns,2
Organic Letters,2
Molecular Metabolism,2
ILAR Journal,2
BJGP Open,2
Yakugaku Zasshi,2
Ultrasonography,2
EMC - Pneumologie,2
International Journal of Adaptive Control and Signal Processing,2
Current Problems in Pediatric and Adolescent Health Care,2
Journal of Pharmacological and Toxicological Methods,2
Frontiers in Molecular Biosciences,2
Perspectives on Medical Education,2
Nihon Kyukyu Igakukai Zasshi,2
Food Science of Animal Resources,2
Clinical and Translational Medicine,2
Chirurgie de la Main,2
Archives of Bone and Joint Surgery,2
Journal of Child and Family Studies,2
Foot and Ankle Surgery,2
Yeungnam University Journal of Medicine,2
Blood Pressure Monitoring,2
Open Journal of Nephrology,2
European Journal of Lipid Science and Technology,2
Primary Care Diabetes,2
Photochemistry and Photobiology,2
Journal of Animal Science and Technology,2
Journal of Orthopaedic Case Reports,2
Open Journal of Respiratory Diseases,2
Australasian Medical Journal,2
Nursing Outlook,2
Journal of Inherited Metabolic Disease,2
Journal of Otolaryngology,2
Journal of Child and Adolescent Psychopharmacology,2
Pediatric Neurology Briefs,2
Escola Anna Nery,2
Translational Cancer Research,2
International Journal of Imaging Systems and Technology,2
The Open Respiratory Medicine Journal,2
Journal of Arthroscopy and Joint Surgery,2
Pulmonary Circulation,2
Aktuelle Ernährungsmedizin,2
Reviews in Medical Microbiology,2
The Korean Journal of Pancreas and Biliary Tract,2
Journal of Abnormal Psychology,2
Treatments in Respiratory Medicine,2
Simulation in Healthcare The Journal of the Society for Simulation in Healthcare,2
Clinical Ovarian and Other Gynecologic Cancer,2
Heart and Mind,2
Journal of Construction Engineering and Management,2
JBMR Plus,2
Heart lung vessels,2
Journal of Contemporary Brachytherapy,2
The Open Rheumatology Journal,2
La Lettre de médecine physique et de réadaptation,2
Research in Cardiovascular Medicine,2
Eurasian Journal of Medicine,2
BMC Medical Informatics and Decision Making,2
Translational Vision Science & Technology,2
PET Clinics,2
Journal of Telemedicine and Telecare,2
Annals of Cardiothoracic Surgery,2
Psychiatric Services,2
Journal of Korean Diabetes,2
Journal of Neurology & Stroke,2
BMC Biotechnology,2
Surgery Research and Practice,2
Growth Factors,2
Journal of Clinical & Experimental Ophthalmology,2
Industrial Crops and Products,2
Programme Grants for Applied Research,2
Current Molecular Medicine,2
Annals of Saudi Medicine,2
Yearbook of Oncology,2
Der Schmerz,2
Veterinary Research,2
Australasian Journal of Ultrasound in Medicine,2
Radiología,2
physica status solidi (a) – applications and materials science,2
Psychology Health & Medicine,2
Journal of Nutritional Science and Vitaminology,2
保健医療科学,2
Brazilian Journal of Anesthesiology (Edicion en Espanol),2
Obesity Research & Clinical Practice,2
Central European Journal of Biology,2
Animal,2
Physical Therapy,2
Addictive Behaviors,2
The International Journal of Spine Surgery,2
Open Journal of Immunology,2
Psychophysiology,2
Yearbook of Cardiology,2
Meta Gene,2
Current Opinion in HIV and AIDS,2
American Journal of Physical Anthropology,2
Acta Pharmaceutica,2
Clinical and Experimental Dermatology,2
Legal Medicine,2
IEEE Electron Device Letters,2
Neuropsychopharmacology,2
Leadership in Health Services,2
World Journal of Otorhinolaryngology - Head and Neck Surgery,2
Neurochemistry International,2
Pediatric Dermatology,2
Review of Scientific Instruments,2
Case Reports in Nephrology,2
Research on Language and Social Interaction,2
The Lancet Child & Adolescent Health,2
Journal of Clinical Sleep Medicine,2
Differentiation,2
Environmental Microbiology,2
Journal of Experimental and Clinical Medicine,2
Applied Physics Letters,2
Journal of Dairy Science,2
Clinical Pharmacology Advances and Applications,2
Journal of Geophysical Research,2
International Journal of Pharmacy Practice,2
Asian Journal of Medical Sciences,2
Medicina Oral Patología Oral y Cirugia Bucal,2
Saudi Journal of Ophthalmology,2
"International Journal of Physiology, Pathophysiology and Pharmacology",2
Chinese journal for clinicians,2
Human Gene Therapy Methods,2
Aorta,2
Acta chirurgica iugoslavica,2
Journal of the American Psychiatric Nurses Association,2
Toxicology,2
Nursing Research,2
Revista chilena de obstetricia y ginecología,2
Blood Transfusion,2
Case Reports in Emergency Medicine,2
Monaldi Archives for Chest Disease,2
mAbs,2
Frontiers in Behavioral Neuroscience,2
Psychiatry and Clinical Psychopharmacology,2
Brazilian Journal of Psychiatry,2
Journal of Fungi,2
The Application of Clinical Genetics,2
Kidney Cancer,2
The Patient - Patient-Centered Outcomes Research,2
Journal of Medical Imaging and Radiation Sciences,2
The Journal of Japanese Society of Stomatognathic Function,2
Clinical medicine of China,2
Tremor and Other Hyperkinetic Movements,2
Drug Discovery Today Disease Models,2
Clinical Practice and Cases in Emergency Medicine,2
Medicines,2
European Journal of Radiology Open,2
Clinical Nuclear Medicine,2
International Journal of Endocrinology and Metabolism,2
Acta Astronautica,2
Plastic Surgical Nursing,2
Preventive Medicine,2
Yearbook of Endocrinology,2
European Archives of Paediatric Dentistry,2
Journal of Psychiatric Practice,2
Gerodontology,2
Pediatrics in Review,2
Annals of Burns and Fire Disasters,2
HemaSphere,2
Consciousness and Cognition,2
Lab on a Chip,2
Journal of Personalized Medicine,2
Continuing Cardiology Education,2
Nursing,2
Annals of Vascular Diseases,2
Journal of Cancer Research and Therapeutics,2
Neuro-Oncology Practice,2
"Cognitive, Affective, & Behavioral Neuroscience",2
Current Treatment Options in Pediatrics,2
International Journal of Chronic Diseases,2
Tijdschrift voor Urologie,2
Behavioral Neuroscience,2
Reproductive Sciences,2
Revista española de quimioterapia : publicación oficial de la Sociedad Española de Quimioterapia,2
Ophthalmic Genetics,2
African Research Review,2
AIMS Microbiology,2
Journal of Immunoassay and Immunochemistry,2
Asian Journal of Urology,2
Biotechnology Journal,2
腸内細菌学雑誌,2
Journal of Pediatric Neurology,2
International Medical Case Reports Journal,2
Chinese Journal of Lung Cancer,2
Computer Assisted Surgery,2
Yearbook of Otolaryngology-Head and Neck Surgery,2
Heart Disease,2
Advances in Medicine,2
American Journal of Pharmaceutical Education,2
Advances in respiratory medicine,2
Archives of Oral Biology,2
Médecine/sciences,2
Indian Journal of Psychiatry,2
Journal of Applied Polymer Science,2
Laryngo-Rhino-Otologie,1
Clinical Medical Image Library,1
Revista Mexicana de Oftalmología,1
IEEE Transactions on Computational Social Systems,1
Scanning,1
Case Reports in Nephrology and Dialysis,1
Home Health Care Management & Practice,1
Journal of Seismology,1
The Journal of Health Technology Assessment,1
Frontiers in Veterinary Science,1
MCN The American Journal of Maternal/Child Nursing,1
Canadian Geriatrics Journal,1
Health Science Reports,1
Clinical Obstetrics & Gynecology,1
European Research in Telemedicine / La Recherche Européenne en Télémédecine,1
Acta Physica Polonica A,1
Tanta Medical Journal,1
Physical Review Applied,1
Archives of Drug Information,1
Transfusion Clinique et Biologique,1
World Journal of Traditional Chinese Medicine,1
European Journal of Trauma & Dissociation,1
Journal of Colloid and Interface Science,1
Composites Part B Engineering,1
Multiple Sclerosis International,1
Journal für Klinische Endokrinologie und Stoffwechsel,1
Current Epidemiology Reports,1
Pain. Joints. Spine,1
Journal of Evidence-Based Social Work,1
The Korean Journal of Blood Transfusion,1
EMC - Cardiologie,1
BMC Obesity,1
Journal of Urban Health,1
Der MKG-Chirurg,1
The Journal of Family Practice,1
Bulletin of Faculty of Pharmacy Cairo University,1
Endothelium,1
Clinical Proteomics,1
Nature Cancer,1
International Health,1
Molecular and Cellular Neuroscience,1
Current Protocols in Immunology,1
Biotechnology and Bioprocess Engineering,1
Biology of Reproduction,1
Archives of Environmental & Occupational Health,1
La Revue Sage-Femme,1
Neural Computing and Applications,1
International Journal of Palliative Nursing,1
Chinese journal of experimental ophthalmology,1
Open Access Journal of Sports Medicine,1
Journal of Nuclear Medicine & Radiation Therapy,1
The International Journal of Lower Extremity Wounds,1
Women & Health,1
Heat and Mass Transfer,1
Journal of Mechanical Science and Technology,1
Transactions of Tianjin University,1
FEMS Microbiology Ecology,1
Journal of Drug Targeting,1
Menopausal Review,1
Journal of Thermal Biology,1
Autoimmunity Highlights,1
Journal of Cell Science,1
European Psychologist,1
臨床血液,1
Transactions of the Institute of Systems Control and Information Engineers,1
Evidence-Based Practice,1
Otorinolaringologica,1
Applied Materials Today,1
Reumatologia/Rheumatology,1
GMS Journal for Medical Education,1
Scientia Horticulturae,1
Journal of Patient Care,1
Medical Science Monitor Basic Research,1
Systems Biology in Reproductive Medicine,1
Türk Fizyoterapi ve Rehabilitasyon Dergisi,1
Journal of St Marianna University,1
New Review of Academic Librarianship,1
Extreme Physiology & Medicine,1
Journal of Regional Medical Campuses,1
Journal of Criminal Justice,1
Physics-Uspekhi,1
LO SCALPELLO-OTODI Educational,1
Kahramanmaraş Sütçü İmam Üniversitesi Tıp Fakültesi Dergisi,1
Biologicals,1
Faculty Dental Journal,1
European Eating Disorders Review,1
AMB Express,1
IRBM,1
International Journal of Image and Data Fusion,1
British Journal of Occupational Therapy,1
Egyptian Journal of Anaesthesia,1
International Musculoskeletal Medicine,1
Applied Psychophysiology and Biofeedback,1
Complementary Therapies in Clinical Practice,1
Journal of Aging Research,1
Research and Reviews in Parkinsonism,1
Redox Report,1
Molecular Biology International,1
BioNanoMaterials,1
Physiotherapy - The Journal of Indian Association of Physiotherapists,1
Journal of Feline Medicine and Surgery Open Reports,1
Autism Research,1
The Surgery Journal,1
Case Reports in Urology,1
Complementary Therapies in Medicine,1
JBJS Case Connector,1
Medical Ethics Journal,1
Frontiers in Neural Circuits,1
International Journal of Public Health,1
Nanomedicine,1
Chinese Journal of Radiology,1
Advances in Otolaryngology,1
Environmetrics,1
Sleep and Vigilance,1
Journal of Primary Care & Community Health,1
Journal of Osaka Dental University,1
Operations Research,1
Social Work in Mental Health,1
Asian Journal of Oral and Maxillofacial Surgery,1
Genomics & Informatics,1
Brain Circulation,1
The Journal of Gene Medicine,1
Journal of Investigative Dermatology Symposium Proceedings,1
Journal of Rehabilitation,1
Environmental and Ecological Statistics,1
Japanese Psychological Research,1
Egyptian Liver Journal,1
Chemical and Biological Technologies in Agriculture,1
Plant Molecular Biology,1
Psychological Science,1
Multimedia Manual of Cardio-Thoracic Surgery,1
Biology Open,1
Advances in Ophthalmology & Visual System,1
The Canadian Journal of Human Sexuality,1
International Journal of Sports Medicine,1
BMJ Leader,1
Journal of Molecular Microbiology and Biotechnology,1
Journal of Perinatal Medicine,1
The Lancet Psychiatry,1
Journal of Clinical Trials,1
Journal of Synchrotron Radiation,1
Journal of Clinical & Translational Endocrinology,1
Kidney Medicine,1
Journal of Electrophoresis,1
Paediatrica Indonesiana,1
Journal of Addiction Medicine,1
Advances in Infectious Diseases,1
World Journal of Respirology,1
Cancer Microenvironment,1
Neurological Research and Practice,1
Journal of Acute Medicine,1
