Grant Number,Title,Funding Amount in USD,Start Year,End Year,Funder,Funder Country,Dimensions ID
H23IP622512,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,9133450.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393890
H23IP522568,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,27272696.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393889
H23IP522565,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,19894560.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393888
H23IP522563,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,20886180.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393887
H23IP522556,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,36897780.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393886
H23IP522551,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,23057106.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393885
H23IP522537,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,30695332.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393884
H23IP522522,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,14725251.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393883
H23IP422554,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,32415946.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393882
H23IP422544,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,20465260.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393881
H23IP422536,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,18486918.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393880
H23IP422528,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,16958976.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393879
H23IP422527,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,14506256.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393878
H23IP422524,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,13074784.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393877
H23IP422521,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,35935876.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393876
H23IP422511,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,58067576.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393875
H23IP322572,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,7377398.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393874
H23IP322570,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,19605318.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393873
H23IP322567,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,6612114.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393872
H23IP322561,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,6472027.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393871
H23IP322559,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,36378536.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393870
H23IP322538,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,11256214.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393869
H23IP322519,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,22522020.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393868
H23IP222576,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,25629016.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393867
H23IP222575,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,51502832.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393866
H23IP222539,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,39530888.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393865
H23IP222534,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,5346605.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393864
H23IP222501,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,13795530.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393863
H23IP122558,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,11807857.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393862
H23IP122555,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,7599557.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393861
H23IP122540,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,24289670.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393860
H23IP122530,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,7587053.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393859
H23IP122529,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,6787449.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393858
H23IP122525,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,16585636.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393857
H23IP022569,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,7824550.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393856
H23IP022550,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,18607916.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393855
H23IP022548,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,31860150.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393854
H23IP022531,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,9059135.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393853
H23IP000790,MISSISSIPPI IMMUNIZATION AND VACCINE GRANT,10058390.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393852
H23IP000778,Immunization and Vaccines for Children Program,14692051.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393844
H23IP000775,IMMUNIZATION AND VACCINES FOR CHILDREN GRANT,5550667.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393841
H23IP000755,IMMUNIZATION AND VACCINES FOR CHILDREN PROGRAM,4430576.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393821
H23IP000751,IMMUNIZATIONS AND VACCINE FOR CHILDREN,19247618.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393817
H23IP000748,IMMUNIZATIONS AND VACCINES FOR CHILDREN GRANTS,10479382.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393814
H23IP000741,Immunization and Vaccines for Children Program,41633856.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393808
H23IP000737,MINNESOTA STATEWIDE IMMUNIZATION & VACCINES PROGRAM,15583782.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393804
H23IP000733,ARIZONA IMMUNIZATION AND VACCINE FOR CHILDREN,21286744.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393800
H23IP000732,IMMUNIZATION AND VACCINES FOR CHILDREN,14626625.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393799
H23IP000730,IMMUNIZATION AND VACCINES FOR CHILDREN GRANT,8323787.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393797
H23IP000728,NEW JERSEY VACCINE PREVENTABLE DISEASE PROGRAM,22845980.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393795
H23IP000727,NEVADA IMMUNIZATION AND VACCINES FOR CHILDREN,9981773.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393794
H23IP000723,IMMUNIZATIONS AND VACCINES FOR CHILDREN,16824272.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393790
H23IP000719,IMMUNIZATION AND VACCINES FOR CHILDREN PROGRAM,14710428.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393786
F32DK008072,EVALUATION OF GENETICALLY ENGINEERED ROTAVIRUS VACCINES,0.0,1987,1988,National Institute of Diabetes and Digestive and Kidney Diseases,United States,grant.2375051
F32AI008222,GROUP B STREPTOCOCCAL OLIGOSACCHARIDE-CONJUGATE VACCINE,0.0,1991,1991,National Institute of Allergy and Infectious Diseases,United States,grant.2369583
F05TW005055,NOVEL APPROACH TOWARD RETROVIRAL VACCINE DESIGN,0.0,1994,1995,Fogarty International Center,United States,grant.2356619
,"Develop low-cost prophylactic vaccines against HCV, and therapeutic vaccines against HBV",9100510.0,2010,2017,Canadian Institutes of Health Research,Canada,
2013-01797,Development of diagnostic tools and vaccines,447887.0,2013,2015,Swedish Research Council for Environment Agricultural Sciences and Spatial Planning,Sweden,grant.8446709
13025B10,Potenzierung von Impfstoffen durch gezieltes Design der Glykosylierung - IPoGly (Impfstoffpotenzierung durch Glykosylierung),377233.0,2010,2014,Federal Ministry of Education and Research,Germany,grant.8033537
01KA1301,"EDCTP: Malaria Vakzine, vorbereitende Arbeiten zur Entwicklung zweier Malaria Impfstoffe",93832.0,2013,2014,Federal Ministry of Education and Research,Germany,grant.7951286
01GU0708,Verbundprojekt: Innovative bakterielle Tumorimpfstoffe - Teilprojekt 1: Bakterielles Prostatakrebsvakzin,766222.0,2008,2011,Federal Ministry of Education and Research,Germany,grant.7942547
SERB_45c964ebaf,Development of Porphyric Intracellular Leishmania Parasite for the Effect vaccine and Vaccine Delivery System,36686.0,2016,2017,Science and Engineering Research Board,India,grant.7608089
2015R1D1A4A01020761,DNA 백신 및 백신보조제 전달을 위한 효율적이고 스마트한 마이크니들시스템 개발,0.0,2015,2016,National Research Foundation of Korea,South Korea,
2015M3A9B5030116,인유두종바이러스 백신 제품화 및 차세대 인유두종바이러스 백신 개발,0.0,2015,2016,National Research Foundation of Korea,South Korea,
2015M3A9B5030142,인유두종바이러스 4가 백신의 제품화 및 인유두종바이러스 10가 백신 개발,0.0,2015,2016,National Research Foundation of Korea,South Korea,
2014R1A6A3A01055315,저온적응 약독 생백신형 만능독감백신 개발 연구,0.0,2014,2015,National Research Foundation of Korea,South Korea,
AF/138/96,Vaccine Biotechnology: Genetically Engineered Chimeric Protein Vaccine Against Foot-and-Mouth Disease,454005.0,1996,2000,Innovation and Technology Commission,China,grant.7167585
2010-00481,Therapeutic cancer vaccine for test in human,526155.0,2010,2014,VINNOVA,Sweden,grant.7104247
156524,The Vaccine Project,15896.0,2016,2017,Social Sciences and Humanities Research Council,Canada,grant.7062940
605578,Ingénierie d'un plateforme vaccinale et développement d'un vaccin vétérinaire contre la gripp,3391.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6967906
630754,Hepatitis C vaccine preparedness: feasibility of field-based vaccine trials,56978.0,2010,2012,National Health and Medical Research Council,Australia,grant.6728271
272201600035C-0-0-1,A MUCOSAL PROPHYLACTIC VACCINE AGAINST COCCIDIOIDOMYCOSIS,449984.0,2016,2018,National Institute of Allergy and Infectious Diseases,United States,grant.6500725
97F00421,魚類寄生虫に対する遺伝子組換えワクチンおよびDNAワクチンの開発,18068.0,1998,1999,Japan Society for the Promotion of Science,Japan,grant.6259132
16380123,魚類ウイルスを用いたDNAワクチンに代わる新たなRNAワクチンの開発,36058.0,2004,2004,Japan Society for the Promotion of Science,Japan,grant.5892064
11771116,組み換えBCGワクチンシステムを用いた、う蝕予防ワクチンの開発,9665.0,1999,1999,Japan Society for the Promotion of Science,Japan,grant.5761631
00J01507,新規粘膜ワクチンキャリアーの開発およびエイズワクチンへの応用,17502.0,2000,2001,Japan Society for the Promotion of Science,Japan,grant.5551429
N01AI60018-0-0-1,HIV Vaccine Design and Dev. Teams Part A - Preventative Vaccines,3352012.0,2006,2011,National Institute of Allergy and Infectious Diseases,United States,grant.5246672
N01AI60018-0-0-0,HIV VACCINE DESIGN AND DEVELOPMENT TEAMS PART A - PREVENTATIVE VACCINES,3352012.0,2006,2011,National Institute of Allergy and Infectious Diseases,United States,grant.5246671
N01AI50010-0-0-0,"HIV VACCINE DESIGN AND DEVELOPMENT TEAMS, PART B-THERAPEUTIC VACCINES",5042594.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246586
N01AI50009-4-0-0,HIV VACCINES DESIGN &DEVELOPMENT TEAMS-PART B-THERAPEUTIC VACCINE,3418543.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246584
N01AI50008-6-0-1,HIV Vaccines Design and Dev. Teams Part A - Preventative Vaccine,3200598.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246583
N01AI50008-6-0-0,HIV VACCINES DESIGN AND DEVELOPMENT TEAMS PART A - PREVENTATIVE VACCINE,7976947.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246582
N01AI50007-0-0-1,"HIV Vaccine Design and Development, Part A-Preventative Vaccines",1700000.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246581
J3-6363 (D),Priprava tumorskih vakcin: hibridomi in gensko spremenjene vakcine (basic research project),0.0,2004,2007,Slovenian Research Agency,Slovenia,grant.4632144
H23IP000851,"Economics of Vaccines and Immunization Policies, Programs, and Practices for Adults: Prioritysetting for adult vaccines",149989.0,2014,2016,Centers for Disease Control and Prevention,United States,grant.3802932
213682,Nanoparticle delivery systems for cancer vaccines - applications to a MUC1 lipopeptide cancer vaccine,294474.0,2000,2003,Natural Sciences and Engineering Research Council,Canada,grant.2936797
N01AI025480,Millenium Vaccine Initiative-Novel Vaccines for TB and Malaria-26625480,0.0,2004,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2424522
X00120----187043,"現行ワクチンにかわる副作用のない破傷風ワクチンの作成法と, その二種(ジフテリア・破傷風)混合ワクチンへの応用",12432.0,1976,1976,Japan Society for the Promotion of Science,Japan,grant.6315092
G023511N,Evaluatie van afgiftesystemen voor mRNA kanker vaccins,0.0,2011,2014,Research Foundation - Flanders,Belgium,grant.8505364
G007614N,Naar een universeel op mRNA-gebaseerd therapeutisch vaccin tegen HIV,0.0,2014,2017,Research Foundation - Flanders,Belgium,grant.8495954
1210812N,Ontwikkeling van een generische microparticulaire vaccin formulatie,0.0,2011,2014,Research Foundation - Flanders,Belgium,grant.8489605
G003008N,Ontwikkeling van een vaccin tegen Ascaris suum bij het varken.,0.0,2008,2011,Research Foundation - Flanders,Belgium,grant.8487606
81581240327,感染免疫、疫苗与治疗性抗体双边研讨会,12042.0,2015,2015,National Natural Science Foundation of China,China,grant.8352947
80011764,用转基因植物生产口服疫苗,845.0,2000,2000,National Natural Science Foundation of China,China,grant.8328815
60410106426,扫描探针显微学研制细胞免疫疫苗,2053.0,2004,2004,National Natural Science Foundation of China,China,grant.8290380
39940006,疫苗防治人类乳头瘤病毒感染及宫颈癌的研究,6039.0,1999,1999,National Natural Science Foundation of China,China,grant.8219416
39880043,人免疫缺陷病毒多肽疫苗的研究,21740.0,1999,2001,National Natural Science Foundation of China,China,grant.8219108
39780032,肝片吸虫DNA疫苗研究,14488.0,1998,2000,National Natural Science Foundation of China,China,grant.8217961
39680018,新型肝炎病毒基因克隆与DNA疫苗研究,17863.0,1997,1999,National Natural Science Foundation of China,China,grant.8216804
39480022,BCG多价疫苗免疫保护作用的实验研究,11414.0,1995,1997,National Natural Science Foundation of China,China,grant.8214678
39060057,脑包虫细胞系疫苗的研究,5168.0,1991,1993,National Natural Science Foundation of China,China,grant.8209272
39000001,乙型脑炎活疫苗毒株的基因分析,8618.0,1991,1993,National Natural Science Foundation of China,China,grant.8209093
38671111,猪伪狂犬病病毒重组疫苗的研究,6024.0,1987,1993,National Natural Science Foundation of China,China,grant.8205967
30711220434,艾滋病疫苗新型策略与相关免疫学研究,2103.0,2007,2007,National Natural Science Foundation of China,China,grant.8173982
30610103103,疟疾疫苗及其相关基础免疫学的研究,27526.0,2007,2008,National Natural Science Foundation of China,China,grant.8173409
30531160053,鼻咽癌多肽疫苗研究及临床疗效评价,37887.0,2005,2007,National Natural Science Foundation of China,China,grant.8172930
30210103222,新的疟疾疫苗靶点基因的功能研究,3262.0,2002,2002,National Natural Science Foundation of China,China,grant.8169476
30080020,丙型肝炎病毒样颗粒疫苗的基础研究,16909.0,2001,2003,National Natural Science Foundation of China,China,grant.8167666
1356X09,Entwicklung optimaler Herstellungsprozesse artifizieller Malariavakzine,365392.0,2009,2012,Federal Ministry of Education and Research,Germany,grant.8034776
13025A10,Potenzierung von Impfstoffen durch gezieltes Design der Glykosylierung,357548.0,2010,2013,Federal Ministry of Education and Research,Germany,grant.8033536
03VP00510,Kreuzprotektive und thermostabile Humane Papillomavirus Vakzine - T-panHPVvac,1172455.0,2016,2019,Federal Ministry of Education and Research,Germany,grant.8019012
03V0347,Therapeutischer Impfstoff zur Behandlung von Zervixdysplasien,2215626.0,2012,2016,Federal Ministry of Education and Research,Germany,grant.8018668
03FO2211,ForMaT: Diagnostika- und Impfstoffentwicklung für vernachlässigte Infektionskrankheiten,131436.0,2008,2009,Federal Ministry of Education and Research,Germany,grant.8005184
03EFT2BW12,EXIST-Forschungstranfer: Entwicklung eines Impfstoffes gegen Malaria.,569700.0,2009,2010,Federal Ministry for Economic Affairs and Energy,Germany,grant.8000977
031A521,Individualisierte Tumorimpfstoffe mittels eines viralen Vektors,571409.0,2014,2016,Federal Ministry of Education and Research,Germany,grant.7993576
031A144,GO-Bio 5: VEROVACCINES - Tierimpfstoffe auf Hefebasis,3935142.0,2013,2018,Federal Ministry of Education and Research,Germany,grant.7992850
315241,"BioPharma: Allianz für Antiinfektiva, Chemotherapeutika und Impfstoffe",146344.0,2008,2008,Federal Ministry of Education and Research,Germany,grant.7989648
01KA1501,EDCTP: Malaria-Impfstoff-Entwicklung: zwei EDCTP Projekte,15864.0,2015,2015,Federal Ministry of Education and Research,Germany,grant.7951296
SERB_968aca715e,Identification Of Novel Targets For Effective Drugs/Vaccines Against,43096.0,2017,2018,Science and Engineering Research Board,India,grant.7851731
BCTR9903159,MUC1 as a Potential Breast Cancer Vaccine,248741.0,1999,2002,Susan G. Komen Breast Cancer Foundation,United States,grant.7821052
,Centre for Nano-vaccines (sagsnr.: 09-067052),4424845.0,2010,2015,Danish Ministry of Higher Education and Science,Denmark,
627315,Oncolytic virus vaccine to cure different kinds of cancer,3463.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7721825
627268,Screening for immunogenic antigens for Zika virus vaccine,3463.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7721778
627088,Oncolytic virus vaccine to cure different kinds of cancer,3463.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7721598
627087,Oncolytic virus vaccine to cure different kinds of cancer,3463.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7721597
621083,Single-walled carbon nanotubes as delivery vehicle of vaccines,16174.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7715670
642507,Bioprocess Sciences and Technology of Viral Vaccines,154056.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7709652
,Antigen Discovery for Human Helminth Vaccines Using Immunomics,0.0,2012,2012,Council for International Exchange of Scholars,United States,grant.7695510
,Vaccines That Induce Broadly Protective Antibodies Against Influenza,0.0,2017,2017,Council for International Exchange of Scholars,United States,grant.7693092
,Quillaja Saponin Adjuvants in Carbohydrate Cancer Vaccines,0.0,2010,2012,Council for International Exchange of Scholars,United States,grant.7685141
,Indo-U.S. Asthma Research Collaborative Group: Asthma Vaccine,0.0,2008,2008,Council for International Exchange of Scholars,United States,
,Quillaja Saponin Adjuvants in Carbohydrate Cancer Vaccines,0.0,2010,2012,Council for International Exchange of Scholars,United States,grant.7685141
,Development of a Recombinant DNA Vaccine Against Blackleg,0.0,2011,2012,Council for International Exchange of Scholars,United States,grant.7684827
,Toward Enhanced Pulmonary Delivery of Vaccines,0.0,2006,2007,Council for International Exchange of Scholars,United States,grant.7683420
O3/IN3/B364STAR05,Developing a prototype MMR vaccine,15347.0,2005,2005,Science Foundation Ireland,Ireland,grant.7668688
,Lactococcus lactis live vaccines against leishmaniasis,14769.0,2005,2006,Canadian Institutes of Health Research,Canada,grant.7666767
,Strategic training program in vaccine development and delivery,3184.0,2002,2002,Canadian Institutes of Health Research,Canada,grant.7665207
,Needle-free Vaccines for Respiratory Viruses,346628.0,2002,2004,Canadian Institutes of Health Research,Canada,
,Development of proteosome-based vaccines for protozoan pathogens,63651.0,2001,2003,Canadian Institutes of Health Research,Canada,
,Mechanisms of dendritic cell-based cancer vaccines,235501.0,2002,2007,Canadian Institutes of Health Research,Canada,
,CIHR Team in Structure-Based Vaccine Design,7556.0,2006,2006,Canadian Institutes of Health Research,Canada,
,Transferring binding regions as vaccine agents,71400.0,2003,2004,Canadian Institutes of Health Research,Canada,grant.7658269
,Structural studies on antiidiotypic antibody vaccines,27317.0,1998,2001,Canadian Institutes of Health Research,Canada,grant.7653038
,Vaccine antigens for C. pneumoniae atherosclerosis,28049.0,1999,2000,Canadian Institutes of Health Research,Canada,grant.7648001
,Development of a Vaccine Against Canine Leishmaniasis,64572.0,2001,2002,Canadian Institutes of Health Research,Canada,grant.7647714
,Novel Dendritic Cell-based Vaccine of Cancer,66623.0,2004,2008,Canadian Institutes of Health Research,Canada,
,Human alloimmune responses and HIV-1 vaccine development,0.0,1998,2001,Canadian Institutes of Health Research,Canada,
,Transdermal delivery systems for protein medicines and vaccines,107932.0,2004,2006,Canadian Institutes of Health Research,Canada,grant.4035377
,Towards a Type 1 Diabetes Vaccine,63697.0,2002,2003,Canadian Institutes of Health Research,Canada,
,Cancer Vaccines: Targeting Cancer Genes for Immunotherapy,3017.0,2016,2016,Canadian Cancer Society,Canada,grant.7628997
,The role of Alloimmunization in HIV vaccine design,35506.0,1996,2001,Canadian Institutes of Health Research,Canada,grant.7628517
,Development of a novel intranasal vaccine against measles,68775.0,2003,2005,Canadian Institutes of Health Research,Canada,grant.7624786
,A DNA vaccine for chlamydia trachomatis,103437.0,2001,2004,Canadian Institutes of Health Research,Canada,grant.7623304
,Delivery of genetic vaccines through Microporated Skin,32616.0,2002,2003,Canadian Institutes of Health Research,Canada,grant.7622447
,Post-genomic studies of BCG vaccines,332091.0,1999,2005,Canadian Institutes of Health Research,Canada,
,Transcutaneous vaccines: Delivery and mechanisms of immune induction,56581.0,2000,2002,Canadian Institutes of Health Research,Canada,grant.7618695
SERB_44e315abd3,Aptamer-mRNA Chimera-The Next Generation RNA vaccine,60383.0,2016,2017,Science and Engineering Research Board,India,grant.7608908
211394,nd,1514.0,2016,2017,Fonds de Recherche du Québec – Nature et technologies,Canada,grant.7576541
34259,Déterminants des couvertures vaccinales chez les enfants âgés de 1 an et 2 ans au Québec et impact épidémiologique des retards vaccinaux,29817.0,2016,2017,Fonds de Recherche du Québec - Santé,Canada,grant.7575474
9955,DEVELOPMENT OF DNA VACCINES AGAINST CUTANEOUS T CELL LYMPHOMA,113067.0,2000,2003,Bloodwise,United Kingdom,grant.7550264
9803,DNA VACCINES AS INDUCERS OF IMMUNITY AGAINST  HAEMATOLOGICAL MALIGNANCIES,746244.0,1998,1999,Bloodwise,United Kingdom,grant.7550133
2015R1D1A1A02062348,미세막상 구조물을 이용한 비세포 항암 백신,0.0,2015,2016,National Research Foundation of Korea,South Korea,
2015K1A3A7A03073714,차세대 결핵백신의 방어면역 바이오마커 발굴,0.0,2015,2016,National Research Foundation of Korea,South Korea,
2013R1A2A1A03069903,다제내성 결핵을 표적으로 하는 치료백신 개발연구,0.0,2013,2014,National Research Foundation of Korea,South Korea,
2012R1A1A1042735,다공성 실리카 나노입자를 이용한 암백신 전달체 연구,0.0,2012,2013,National Research Foundation of Korea,South Korea,
2012R1A2A2A06045773,스마트 백신 경피 제형 및 레이저 면역보조제 개발,0.0,2012,2013,National Research Foundation of Korea,South Korea,
2013K1A2A1043459,개발 도상국을 위한 백신 개발 지원 프로그램,0.0,2013,2014,National Research Foundation of Korea,South Korea,
2014R1A2A1A11051899,유산균 항원운반체를 매개로 하는 급여형어류백신 개발 연구,0.0,2014,2015,National Research Foundation of Korea,South Korea,
2010-00167,새로운 결핵 생백신 후보 물질의 개발 및 분석,0.0,2010,2011,National Research Foundation of Korea,South Korea,
2011-0009339,Terpene 성분을 이용한 진균백신 개발,0.0,2011,2012,National Research Foundation of Korea,South Korea,
2011-0015258,새로운 결핵 생백신 후보 물질의 개발 및 분석,0.0,2011,2012,National Research Foundation of Korea,South Korea,
2010-0030044,신규 결핵예방백신 개발사업 기획연구,0.0,2010,2011,National Research Foundation of Korea,South Korea,
2010-00713,새로운 결핵 생백신 후보 물질의 개발 및 분석,0.0,2010,2011,National Research Foundation of Korea,South Korea,
2015361,H. pylori infection and oral enteric vaccines,60000.0,2015,2017,United States-Israel Binational Science Foundation,Israel,grant.7172800
InP/038/15,A New Therapeutic Vaccine for HIV/AIDS,26697.0,2015,2016,Innovation and Technology Commission,China,grant.7164693
ITS/194/13,A New Therapeutic Vaccine for HIV/AIDS,179388.0,2014,2016,Innovation and Technology Commission,China,grant.7162576
,Generation of HyperImmunogenic vaccines against human viral pathogens,881665.0,2013,2013,Danish Agency for Science and Higher Education,Denmark,grant.7150415
,Delivery of vaccine antigens on virus like particles,385160.0,2016,2016,Danish Agency for Science and Higher Education,Denmark,grant.7148703
,Less is more in TB vaccines,449644.0,2017,2017,Danish Agency for Science and Higher Education,Denmark,grant.7148315
VM0104,Development of a potency test for leptospira vaccines,292991.0,1993,1996,Department for Environment Food and Rural Affairs,United Kingdom,grant.7043730
SE3218,"Bovine TB vaccine programme advisor, Prof Douglas Young",105796.0,2003,2011,Department for Environment Food and Rural Affairs,United Kingdom,grant.7043113
SE2912,Improved selection methods for emergency FMD vaccines,810873.0,1997,2000,Department for Environment Food and Rural Affairs,United Kingdom,grant.7042995
SE2901,Improved selection methods for emergency FMD vaccines,652432.0,1994,1996,Department for Environment Food and Rural Affairs,United Kingdom,grant.7042984
SE2804,Protective immune responses induced by FMDV vaccine,256438.0,1996,1999,Department for Environment Food and Rural Affairs,United Kingdom,grant.7042973
SE2803,Antigenic properties of vaccine virus strains,232602.0,1993,1996,Department for Environment Food and Rural Affairs,United Kingdom,grant.7042972
OZ0131,Live salmonella vaccines for the protection of poultry,185946.0,1997,1998,Department for Environment Food and Rural Affairs,United Kingdom,grant.7040781
OZ0115,"`The development of live, rationallyattenuated salmonella vaccines`",653455.0,1994,1997,Department for Environment Food and Rural Affairs,United Kingdom,grant.7040770
617355,Bioprocess Sciences and Technology of Viral Vaccines,150889.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6973472
606102,Synthesis of a Potential Lyme Disease Vaccine,3391.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6968429
602424,Oncolytic virus vaccine to cure different kinds of cancer,3391.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6964936
602423,Oncolytic virus vaccine to cure different kinds of cancer,3391.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6964935
602422,Oncolytic virus vaccine to cure different kinds of cancer,3391.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6964934
598373,Targeted microneedle insertion for epidermal vaccine delivery and biosensing,37718.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6962076
LY13H100003,FcR介导的具有特异免疫保护作用新型RSV粘膜疫苗的研究,0.0,2013,2017,Science and Technology Department of Zhejiang Province,China,grant.6860200
17K16224,Development of RNA vaccine against dengue virus infection,37533.0,2017,2019,Japan Society for the Promotion of Science,Japan,grant.6841646
940158,Construction of designer immunogens for use as vaccines,441609.0,1994,1998,National Health and Medical Research Council,Australia,grant.6733351
890035,Development of a possible vaccine for gonorrhoea,72348.0,1989,1991,National Health and Medical Research Council,Australia,grant.6733063
880846,Designing novel chemicals as potential influenza vaccines,70796.0,1988,1990,National Health and Medical Research Council,Australia,grant.6732161
