first_name,id,last_name,orcid_id,research_orgs,total_publications,full_name,url
Hugh M,ur.011110075251.37,Van Horn,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",69,Hugh M Van Horn,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011110075251.37
Robert G,ur.014430150627.52,Quivey,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",69,Robert G Quivey,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014430150627.52
Mary Gail,ur.0750010113.35,Mercurio,,"[{'id': 'grid.416663.0', 'acronym': 'SMH', 'name': 'Strong Memorial Hospital', 'country_name': 'United States'}, {'id': 'grid.411024.2', 'acronym': 'UMAB', 'name': 'University of Maryland, Baltimore', 'country_name': 'United States'}, {'id': 'grid.223827.e', 'acronym': 'UU', 'name': 'University of Utah', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.266623.5', 'name': 'University of Louisville', 'country_name': 'United States'}, {'id': 'grid.47100.32', 'name': 'Yale University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.239585.0', 'acronym': 'CUMC', 'name': 'Columbia University Medical Center', 'country_name': 'United States'}, {'id': 'grid.443867.a', 'acronym': 'UH', 'name': 'University Hospitals Case Medical Center', 'country_name': 'United States'}, {'id': 'grid.21729.3f', 'acronym': 'CU', 'name': 'Columbia University', 'country_name': 'United States'}, {'id': 'grid.67105.35', 'acronym': 'CWRU', 'name': 'Case Western Reserve University', 'country_name': 'United States'}]",69,Mary Gail Mercurio,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0750010113.35
Thomas R,ur.01230557457.96,Boehly,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.136593.b', 'name': 'Osaka University', 'country_name': 'Japan'}]",69,Thomas R Boehly,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01230557457.96
James J,ur.01200124032.17,Java,,"[{'id': 'grid.412587.d', 'name': 'University of Virginia Health System', 'country_name': 'United States'}, {'id': 'grid.413750.4', 'name': 'University of Louisville Hospital', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.273335.3', 'acronym': 'UB', 'name': 'University at Buffalo, State University of New York', 'country_name': 'United States'}, {'id': 'grid.434982.0', 'acronym': 'GOG', 'name': 'Gynecologic Oncology Group', 'country_name': 'United States'}, {'id': 'grid.477713.1', 'name': 'NRG Oncology', 'country_name': 'United States'}, {'id': 'grid.266900.b', 'acronym': 'UO', 'name': 'University of Oklahoma', 'country_name': 'United States'}, {'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.40263.33', 'name': 'Brown University', 'country_name': 'United States'}, {'id': 'grid.240614.5', 'acronym': 'RPCI', 'name': 'Roswell Park Cancer Institute', 'country_name': 'United States'}]",69,James J Java,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01200124032.17
Mohammad,ur.01035370433.29,Mirhosseini,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",68,Mohammad Mirhosseini,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01035370433.29
Hui,ur.011121624723.27,Wu,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.20861.3d', 'acronym': 'CIT', 'name': 'California Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.12527.33', 'acronym': 'THU', 'name': 'Tsinghua University', 'country_name': 'China'}]",68,Hui Wu,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011121624723.27
Stephen A,ur.01207742312.20,Mcaleavey,['0000-0003-3153-9060'],"[{'id': 'grid.26009.3d', 'name': 'Duke University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",68,Stephen A Mcaleavey,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01207742312.20
Joseph P,ur.01141342771.20,Dinnocenzo,['0000-0003-0206-3497'],"[{'id': 'grid.418652.c', 'name': 'Kodak (United States)', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",68,Joseph P Dinnocenzo,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01141342771.20
Theresa Elaine,ur.01321750505.37,Senn,,"[{'id': 'grid.280418.7', 'name': 'Southern Illinois University School of Medicine', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.40263.33', 'name': 'Brown University', 'country_name': 'United States'}, {'id': 'grid.264484.8', 'acronym': 'SU', 'name': 'Syracuse University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.240267.5', 'name': 'Miriam Hospital', 'country_name': 'United States'}, {'id': 'grid.411026.0', 'name': 'Southern Illinois University System', 'country_name': 'United States'}]",68,Theresa Elaine Senn,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01321750505.37
Peter J,ur.01157227502.93,Veazie,,"[{'id': 'grid.17635.36', 'name': 'University of Minnesota', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}, {'id': 'grid.62562.35', 'name': 'RTI International', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",68,Peter J Veazie,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01157227502.93
Kevin A,ur.01342744162.47,Walter,,"[{'id': 'grid.416663.0', 'acronym': 'SMH', 'name': 'Strong Memorial Hospital', 'country_name': 'United States'}, {'id': 'grid.412689.0', 'acronym': 'UPMC', 'name': 'University of Pittsburgh Medical Center', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.478063.e', 'acronym': 'UPCI', 'name': 'University of Pittsburgh Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.21925.3d', 'name': 'University of Pittsburgh', 'country_name': 'United States'}, {'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}]",68,Kevin A Walter,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01342744162.47
A,ur.0677243063.53,Ivanov,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",67,A Ivanov,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0677243063.53
Alfred P,ur.010027665157.28,Marchetti,,"[{'id': 'grid.418652.c', 'name': 'Kodak (United States)', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.481686.5', 'name': 'Kodak (France)', 'country_name': 'France'}]",67,Alfred P Marchetti,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010027665157.28
Peter A,ur.01127632711.51,Wyman,['0000-0002-4283-1430'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",67,Peter A Wyman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01127632711.51
Michael J,ur.01342523304.40,Rosenberg,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",67,Michael J Rosenberg,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01342523304.40
Thomas R,ur.0777066600.17,Krugh,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",66,Thomas R Krugh,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0777066600.17
Alison Cory Pearson,ur.0726065404.85,Elder,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",66,Alison Cory Pearson Elder,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0726065404.85
Barry M,ur.01003277322.18,Goldstein,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.420086.8', 'acronym': 'NIAMS', 'name': 'National Institute of Arthritis and Musculoskeletal and Skin Diseases', 'country_name': 'United States'}, {'id': 'grid.418227.a', 'acronym': 'Gilead', 'name': 'Gilead Sciences (United States)', 'country_name': 'United States'}, {'id': 'grid.5602.1', 'name': 'University of Camerino', 'country_name': 'Italy'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",66,Barry M Goldstein,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01003277322.18
Lenhart K,ur.01162270304.30,Schubert,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.17089.37', 'name': 'University of Alberta', 'country_name': 'Canada'}]",66,Lenhart K Schubert,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01162270304.30
Edward L,ur.010025272525.21,Titlebaum,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.419474.b', 'name': 'Lockheed Martin (United States)', 'country_name': 'United States'}]",66,Edward L Titlebaum,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010025272525.21
Anthony L M D,ur.01327451466.55,Suchman,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.414078.e', 'name': 'Highland Hospital', 'country_name': 'United States'}, {'id': 'grid.59734.3c', 'acronym': 'MSSM', 'name': 'Icahn School of Medicine at Mount Sinai', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",66,Anthony L M D Suchman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01327451466.55
Paul R,ur.062432416.04,Gross,,"[{'id': 'grid.430387.b', 'acronym': 'RU', 'name': 'Rutgers, The State University of New Jersey', 'country_name': 'United States'}, {'id': 'grid.137628.9', 'acronym': 'NYU', 'name': 'New York University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.504449.8', 'acronym': 'E.A.S.Y.', 'name': 'inTACT (United States)', 'country_name': 'United States'}, {'id': 'grid.40263.33', 'name': 'Brown University', 'country_name': 'United States'}, {'id': 'grid.144532.5', 'acronym': 'MBL', 'name': 'Marine Biological Laboratory', 'country_name': 'United States'}, {'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",65,Paul R Gross,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.062432416.04
Carol L,ur.01100134212.14,Miller-Graziano,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.168645.8', 'acronym': 'UMMS', 'name': 'University of Massachusetts Medical School', 'country_name': 'United States'}, {'id': 'grid.416999.a', 'name': 'UMass Memorial Medical Center', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",65,Carol L Miller-Graziano,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01100134212.14
Niels Md,ur.01307402037.57,Lund,,"[{'id': 'grid.24381.3c', 'name': 'Karolinska University Hospital', 'country_name': 'Sweden'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.47100.32', 'name': 'Yale University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.265892.2', 'acronym': 'UAB', 'name': 'University of Alabama at Birmingham', 'country_name': 'United States'}, {'id': 'grid.267308.8', 'name': 'The University of Texas Health Science Center at Houston', 'country_name': 'United States'}, {'id': 'grid.411384.b', 'name': 'Linköping University Hospital', 'country_name': 'Sweden'}, {'id': 'grid.5640.7', 'acronym': 'LiU', 'name': 'Linköping University', 'country_name': 'Sweden'}]",65,Niels Md Lund,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01307402037.57
Stanley L,ur.01031360027.27,Engerman,,"[{'id': 'grid.410356.5', 'name': ""Queen's University"", 'country_name': 'Canada'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}, {'id': 'grid.250279.b', 'acronym': 'NBER', 'name': 'National Bureau of Economic Research', 'country_name': 'United States'}]",65,Stanley L Engerman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01031360027.27
John H,ur.07426376543.47,Kelly,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",65,John H Kelly,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07426376543.47
Anatoliy Y,ur.015340662770.37,Vorobyev,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",65,Anatoliy Y Vorobyev,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015340662770.37
Francisco A,ur.01255247226.22,Tausk,['0000-0001-5979-7868'],"[{'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.266100.3', 'acronym': 'UCSD', 'name': 'University of California, San Diego', 'country_name': 'United States'}, {'id': 'grid.413086.8', 'name': 'University of California San Diego Medical Center', 'country_name': 'United States'}, {'id': 'grid.214007.0', 'acronym': 'TSRI', 'name': 'Scripps Research Institute', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}]",65,Francisco A Tausk,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01255247226.22
Adam J,ur.01302465315.41,Doyle,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",65,Adam J Doyle,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01302465315.41
Ralph H,ur.0602746523.23,Young,,"[{'id': 'grid.418652.c', 'name': 'Kodak (United States)', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",65,Ralph H Young,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0602746523.23
Tim Florian,ur.01275154123.90,Jaeger,['0000-0002-1158-7308'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",65,Tim Florian Jaeger,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01275154123.90
Coeli M B,ur.0662452347.54,Lopes,,"[{'id': 'grid.59734.3c', 'acronym': 'MSSM', 'name': 'Icahn School of Medicine at Mount Sinai', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.137628.9', 'acronym': 'NYU', 'name': 'New York University', 'country_name': 'United States'}, {'id': 'grid.47100.32', 'name': 'Yale University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.5650.6', 'acronym': 'AMC', 'name': 'Academic Medical Center', 'country_name': 'Netherlands'}]",64,Coeli M B Lopes,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0662452347.54
Lisa A,ur.01314471762.87,Delouise,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",64,Lisa A Delouise,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01314471762.87
Paul T,ur.016405277624.41,Rubery,,"[{'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]",64,Paul T Rubery,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016405277624.41
Sally A,ur.01135640352.79,Norton,['0000-0001-7686-6327'],"[{'id': 'grid.5288.7', 'acronym': 'OHSU', 'name': 'Oregon Health & Science University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.169077.e', 'name': 'Purdue University West Lafayette', 'country_name': 'United States'}, {'id': 'grid.14003.36', 'acronym': 'UW', 'name': 'University of Wisconsin–Madison', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",64,Sally A Norton,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01135640352.79
John A,ur.01171317467.30,Marozas,['0000-0002-0402-9893'],"[{'id': 'grid.59062.38', 'acronym': 'UVM', 'name': 'University of Vermont', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",64,John A Marozas,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01171317467.30
Daniel,ur.012652375741.96,Štefankovič,,"[{'id': 'grid.170205.1', 'acronym': 'UC', 'name': 'University of Chicago', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.13992.30', 'name': 'Weizmann Institute of Science', 'country_name': 'Israel'}, {'id': 'grid.7634.6', 'name': 'Comenius University', 'country_name': 'Slovakia'}]",64,Daniel Štefankovič,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012652375741.96
Robert William,ur.0671042120.03,Molinari,['0000-0001-6947-7454'],"[{'id': 'grid.416663.0', 'acronym': 'SMH', 'name': 'Strong Memorial Hospital', 'country_name': 'United States'}, {'id': 'grid.411024.2', 'acronym': 'UMAB', 'name': 'University of Maryland, Baltimore', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.416167.3', 'name': 'Mount Sinai Hospital', 'country_name': 'United States'}, {'id': 'grid.39382.33', 'acronym': 'BCM', 'name': 'Baylor College of Medicine', 'country_name': 'United States'}, {'id': 'grid.412678.e', 'name': 'Soonchunhyang University Hospital', 'country_name': 'South Korea'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.416237.5', 'name': 'Madigan Army Medical Center', 'country_name': 'United States'}, {'id': 'grid.4367.6', 'acronym': 'WUSTL', 'name': 'Washington University in St. Louis', 'country_name': 'United States'}]",63,Robert William Molinari,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0671042120.03
Engin,ur.011010701466.03,Ipek,,"[{'id': 'grid.419815.0', 'name': 'Microsoft (United States)', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}]",63,Engin Ipek,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011010701466.03
Nimish A,ur.0771331307.41,Mohile,,"[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.51462.34', 'acronym': 'MSK', 'name': 'Memorial Sloan Kettering Cancer Center', 'country_name': 'United States'}, {'id': 'grid.411023.5', 'name': 'SUNY Upstate Medical University', 'country_name': 'United States'}, {'id': 'grid.16753.36', 'acronym': 'NU', 'name': 'Northwestern University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",63,Nimish A Mohile,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0771331307.41
Adolph Samuel,ur.01250026536.34,Flemister,,"[{'id': 'grid.470021.0', 'acronym': 'TCO', 'name': 'Twin Cities Orthopedics', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.417879.4', 'acronym': 'FOI', 'name': 'Florida Orthopaedic Institute', 'country_name': 'United States'}, {'id': 'grid.416892.0', 'acronym': 'TGH', 'name': 'Tampa General Hospital', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",63,Adolph Samuel Flemister,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01250026536.34
Aaron,ur.014257410545.29,Schweinsberg,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}]",63,Aaron Schweinsberg,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014257410545.29
Carolyn E,ur.0751103421.85,Jones,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",63,Carolyn E Jones,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0751103421.85
Truptesh H,ur.0577075701.60,Kothari,,"[{'id': 'grid.416663.0', 'acronym': 'SMH', 'name': 'Strong Memorial Hospital', 'country_name': 'United States'}, {'id': 'grid.274295.f', 'name': 'James J Peters VA Medical Center', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.412530.1', 'acronym': 'TUHS', 'name': 'Temple University Health System', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.415895.4', 'name': 'Lenox Hill Hospital', 'country_name': 'United States'}, {'id': 'grid.176731.5', 'acronym': 'UTMB', 'name': 'The University of Texas Medical Branch at Galveston', 'country_name': 'United States'}]",62,Truptesh H Kothari,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0577075701.60
Colleen T,ur.01164033576.03,Fogarty,,"[{'id': 'grid.239424.a', 'acronym': 'BMC', 'name': 'Boston Medical Center', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.189504.1', 'acronym': 'BU', 'name': 'Boston University', 'country_name': 'United States'}, {'id': 'grid.475010.7', 'acronym': 'BUSM', 'name': 'Boston University School of Medicine', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",62,Colleen T Fogarty,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01164033576.03
Tatiana,ur.01127272714.88,Pasternak,['0000-0003-1214-1874'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.280051.e', 'acronym': 'GRC', 'name': 'Gordon Research Conferences', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",62,Tatiana Pasternak,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01127272714.88
Daven C,ur.01245374777.03,Presgraves,,"[{'id': 'grid.5252.0', 'acronym': 'LMU', 'name': 'Ludwig Maximilian University of Munich', 'country_name': 'Germany'}, {'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}, {'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}]",62,Daven C Presgraves,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01245374777.03
John R,ur.0104733630.05,Murlin,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.137628.9', 'acronym': 'NYU', 'name': 'New York University', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",62,John R Murlin,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0104733630.05
George A,ur.0610307675.90,Kimmich,,"[{'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",62,George A Kimmich,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0610307675.90
