aff_id,aff_name,aff_city,aff_city_id,aff_country,aff_country_code,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,"Translational Vectorology Group, Children's Medical Research Institute, University of Sydney, Sydney, New South Wales, Australia",,,,,,,pub.1086070712,ur.014652524373.36,Martí,Cabanes-Creus
,"Embryology Unit, Children's Medical Research Institute, University of Sydney, Sydney, New South Wales, Australia",,,,,,,pub.1086070712,ur.014051073352.92,Patrick P L,Tam
,"Translational Vectorology Group, Children's Medical Research Institute, University of Sydney, Sydney, New South Wales, Australia",,,,,,,pub.1086070712,ur.01160567045.10,Leszek,Lisowski
,"Department of Orthopedic Surgery, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA",,,,,,,pub.1090341838,ur.01014313374.25,Ata M,Kiapour
,"IMPC, San Anselmo, California, USA",,,,,,,pub.1086177904,,Mark,Moore
,"Korea Mouse Phenotyping Center, Seoul, Republic of Korea",,,,,,,pub.1086177904,,Soo Young,Cho
,"Korea Mouse Phenotyping Center, Seoul, Republic of Korea",,,,,,,pub.1086177904,ur.0670502237.50,Je Kyung,Seong
,"Centre for Phenogenomics, Toronto, Ontario, Canada",,,,,,,pub.1086177904,,Ann M,Flenniken
,"Centre for Phenogenomics, Toronto, Ontario, Canada",,,,,,,pub.1086177904,ur.0746430714.26,Lauryl M J,Nutter
,"Centre for Phenogenomics, Toronto, Ontario, Canada",,,,,,,pub.1086177904,,Susan,Newbigging
,"Centre for Phenogenomics, Toronto, Ontario, Canada",,,,,,,pub.1086177904,ur.01033054700.13,Colin,McKerlie
,"VL39 Inc., Cambridge, Massachusetts, USA",,,,,,,pub.1090341904,ur.01354177653.15,Brigham J,Hartley
,"Mental Illness Research, Education and Clinical Center, James J. Peters Virginia Medical Center, New York, New York, USA",,,,,,,pub.1090341904,ur.01230420745.20,Panos,Roussos
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.015032616177.31,Stefan,Jonsson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.0700374216.54,Gardar,Sveinbjornsson
,"Experimental Immunohematology, Sanquin Research, and Landsteiner Laboratory, Academic Medical Center, University of Amsterdam, Amsterdam, The Netherlands",,,,,,,pub.1086072585,ur.01224232752.44,Gillian,Dekkers
,"Experimental Immunohematology, Sanquin Research, and Landsteiner Laboratory, Academic Medical Center, University of Amsterdam, Amsterdam, The Netherlands",,,,,,,pub.1086072585,ur.01264330533.67,Arthur E H,Bentlage
,"Clinical Immunology and Transfusion Medicine, Office of Medical Services, Lund, Sweden",,,,,,,pub.1086072585,,Evelina,Elmér
,"Laboratory in Mjodd, Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01170350513.24,Gudmundur I,Eyjolfsson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01025022663.19,Sigurjon A,Gudjonsson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01061240155.82,Arnaldur,Gylfason
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01265161315.61,Bjarni V,Halldorsson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01225441541.34,Hilma,Holm
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.0726475763.17,Aslaug,Jonasdottir
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.0610550316.44,Asmundur,Oddsson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.015315165124.42,Sigurgeir,Olafsson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01067302737.32,Asgeir,Sigurdsson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01175337341.49,Lilja,Stefansdottir
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01366065163.97,Gisli,Masson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.0773127601.34,Patrick,Sulem
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01247426430.47,Gudmar,Thorleifsson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.0637651205.48,Daniel F,Gudbjartsson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01277776417.51,Unnur,Thorsteinsdottir
,"Experimental Immunohematology, Sanquin Research, and Landsteiner Laboratory, Academic Medical Center, University of Amsterdam, Amsterdam, The Netherlands",,,,,,,pub.1086072585,ur.01316510020.33,Gestur,Vidarsson
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.01220643160.06,Ingileif,Jonsdottir
,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,,,,,pub.1086072585,ur.0723426172.10,Kari,Stefansson
,"Institute of Biological Psychiatry, Mental Health Center Sct. Hans, Mental Health Services Copenhagen, Copenhagen, Denmark",,,,,,,pub.1085410382,ur.01223240773.33,Thomas,Werge
,"Department of Genomics and Biology of Fruit Crops, Research and Innovation Center, Fondazione E Mach di San Michele all'Adige, Italy",,,,,,,pub.1085864660,ur.0613134625.52,Gareth,Linsmith
,"Gregor Mendel Institute of Molecular Plant Biology, Austrian Academy of Sciences, Vienna Biocenter (VBC), Vienna, Austria",,,,,,,pub.1085864660,ur.01220530606.25,Claude,Becker
,"Wageningen UR–Bioscience, Wageningen, The Netherlands",,,,,,,pub.1085864660,ur.01217361241.42,Elio,Schijlen
,"Wageningen UR–Bioscience, Wageningen, The Netherlands",,,,,,,pub.1085864660,ur.01314512517.16,Henri,van de Geest
,"Department of Genomics and Biology of Fruit Crops, Research and Innovation Center, Fondazione E Mach di San Michele all'Adige, Italy",,,,,,,pub.1085864660,ur.01065537006.16,Luca,Bianco
,"Department of Genomics and Biology of Fruit Crops, Research and Innovation Center, Fondazione E Mach di San Michele all'Adige, Italy",,,,,,,pub.1085864660,ur.01202656774.26,Diego,Micheletti
,"Department of Genomics and Biology of Fruit Crops, Research and Innovation Center, Fondazione E Mach di San Michele all'Adige, Italy",,,,,,,pub.1085864660,ur.0702777727.55,Riccardo,Velasco
,"Department of Genomics and Biology of Fruit Crops, Research and Innovation Center, Fondazione E Mach di San Michele all'Adige, Italy",,,,,,,pub.1085864660,ur.0751113127.97,Michela,Troggio
,"German Cancer Research Consortium (DKTK), Heidelberg, Germany",,,,,,,pub.1085985433,ur.01045260211.47,Michael,Daskalakis
,"Division of Molecular Biology of the Cell II, DKFZ, DKFZ-ZMBH Alliance, Heidelberg, Germany",,,,,,,pub.1085985433,,Holger,Bierhoff
,"German Cancer Research Consortium (DKTK), Heidelberg, Germany",,,,,,,pub.1085985433,ur.0670067053.30,Benedikt,Brors
,"German Cancer Research Consortium (DKTK), Heidelberg, Germany",,,,,,,pub.1085985433,,Olaf,Witt
,"German Cancer Research Consortium (DKTK), Heidelberg, Germany",,,,,,,pub.1085985433,ur.01153663723.53,Michael,Lübbert
,"German Cancer Research Consortium (DKTK), Heidelberg, Germany",,,,,,,pub.1085985433,ur.01047735151.14,Christoph,Plass
,"Cancer Genomics Netherlands, Utrecht, The Netherlands",,,,,,,pub.1085705442,ur.0624345250.77,Geert J P L,Kops
,"Ozaki Eye Hospital, Hyuga, Miyazaki, Japan",,,,,,,pub.1085707829,ur.0600102652.34,Mineo,Ozaki
,"Department of Ophthalmology, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",,,,,,,pub.1085707829,ur.01123414773.04,Ursula,Schlötzer-Schrehardt
,"Mizoguchi Eye Hospital, Sasebo, Japan",,,,,,,pub.1085707829,ur.01017340161.89,Takanori,Mizoguchi
,"Department of Ophthalmology, College of Medicine, University of Florida, Jacksonville, Florida, USA",,,,,,,pub.1085707829,ur.01202171720.20,Khaled,Abu-Amero
,"Channing Division of Network Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA",,,,,,,pub.1085707829,ur.0701351163.02,Jae H,Kang
,"Shinjo Eye Clinic, Miyazaki, Japan",,,,,,,pub.1085707829,ur.01161316506.11,Shigeyasu,Kazama
,"Inoue Eye Hospital, Tokyo, Japan",,,,,,,pub.1085707829,,Kenji,Inoue
,"Organización Médica de Investigación, Buenos Aires, Argentina",,,,,,,pub.1085707829,ur.01276504117.51,Patricio,Schlottmann
,"Fundación para el Estudio del Glaucoma, Buenos Aires, Argentina",,,,,,,pub.1085707829,ur.01330414207.39,S Fabian,Lerner
,"Clinique Spécialisée en Ophtalmologie Mohammedia, Mohammedia, Morocco",,,,,,,pub.1085707829,,Hasnaa,Lamari
,"Department of Ophthalmology, Seoul National University Hospital, Seoul National University College of Medicine, Seoul, Republic of Korea",,,,,,,pub.1085707829,ur.01233401052.25,Ki Ho,Park
,"Department of Ophthalmology, Medical Faculty Mannheim of the Ruprecht Karls University of Heidelberg, Mannheim, Germany",,,,,,,pub.1085707829,ur.0637373466.80,Jost B,Jonas
,"Chichua Medical Center Mzera, LLC, Tbilisi, Georgia",,,,,,,pub.1085707829,,Nino,Kobakhidze
,"Vietnam National Institute of Ophthalmology, Hanoi, Viet Nam",,,,,,,pub.1085707829,ur.01273723041.21,Tan,Do
,"Eye Clinic, Rigshospitalet–Glostrup, Glostrup, Denmark",,,,,,,pub.1085707829,ur.01371214213.02,Daniella,Bach-Holm
,"Eye Clinic, Rigshospitalet–Glostrup, Glostrup, Denmark",,,,,,,pub.1085707829,ur.01020014665.86,Per,Kappelgaard
,"Sichuan Provincial Key Laboratory for Human Disease Gene Study, Sichuan Provincial People's Hospital, University of Electronic Science and Technology of China, Chengdu, China",,,,,,,pub.1085707829,,Zhenglin,Yang
,"Chichua Medical Center Mzera, LLC, Tbilisi, Georgia",,,,,,,pub.1085707829,,George,Chichua
,"Department of Ophthalmology, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",,,,,,,pub.1085707829,ur.0664163333.07,Matthias,Zenkel
,"Department of Ophthalmology, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",,,,,,,pub.1085707829,ur.012016017517.56,Daniel,Berner
,"Institute for Ophthalmic Research, Centre for Ophthalmology, University of Tübingen, Tübingen, Germany",,,,,,,pub.1085707829,ur.0623451641.96,Nicole,Weisschuh
,"Department of Ophthalmology, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",,,,,,,pub.1085707829,ur.0655057256.37,Ursula,Hoja
,"Department of Ophthalmology, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",,,,,,,pub.1085707829,ur.01142335516.53,Ulrich-Christoph,Welge-Luessen
,"Department of Ophthalmology, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",,,,,,,pub.1085707829,,Christian,Mardin
,"GROW Research Laboratory, Narayana Nethralaya Foundation, Bangalore, India",,,,,,,pub.1085707829,ur.01036721714.50,Arkasubhra,Ghosh
,"Santa Lucia Eye Hospital from Buenos Aires, Buenos Aires, Argentina",,,,,,,pub.1085707829,,Natalia,Porporato
,"Department of Ophthalmology, Monfalcone Hospital, Gorizia, Italy",,,,,,,pub.1085707829,ur.01306731421.51,Daniela,Paoli
,"Sensho-kai Eye Institute, Kyoto, Japan",,,,,,,pub.1085707829,ur.01361607716.13,Etsuo,Chihara
,"Ohashi Eye Center, Sapporo, Japan",,,,,,,pub.1085707829,ur.01347521406.03,Tsutomu,Ohashi
,"Tane Memorial Eye Hospital, Osaka, Japan",,,,,,,pub.1085707829,ur.0624115306.18,Toshiya,Sakurai
,"Department of Ophthalmology, Seoul National University Hospital, Seoul National University College of Medicine, Seoul, Republic of Korea",,,,,,,pub.1085707829,ur.01165265652.11,Jin Wook,Jeoung
,"Clinique Spécialisée en Ophtalmologie Mohammedia, Mohammedia, Morocco",,,,,,,pub.1085707829,ur.0611554453.79,Sidi M,Ezzouhairi
,"Laboratoires RAFEI, Mohammedia, Morocco",,,,,,,pub.1085707829,,Abderrahman,Rafei
,"ECWA Eye Hospital, Kano, Nigeria",,,,,,,pub.1085707829,,Idakwo,Ugbede
,"Eye Specialists Hospital, Enugu, Nigeria",,,,,,,pub.1085707829,ur.0640036643.09,Nkiru,Kizor-Akaraiwe
,"Department of Ophthalmology, Ramathibodi Hospital, Mahidol University, Bangkok, Thailand",,,,,,,pub.1085707829,ur.01351221105.41,Chaiwat,Teekhasaenee
,"Department of Ophthalmology, Ramathibodi Hospital, Mahidol University, Bangkok, Thailand",,,,,,,pub.1085707829,ur.0615170377.43,Yanin,Suwan
,"Department of Ophthalmology, Ramathibodi Hospital, Mahidol University, Bangkok, Thailand",,,,,,,pub.1085707829,ur.01204142432.27,Wasu,Supakontanasan
,"Eye Specialists Hospital, Enugu, Nigeria",,,,,,,pub.1085707829,ur.010613532707.60,Suhanya,Okeke
,"Eye Specialists Hospital, Enugu, Nigeria",,,,,,,pub.1085707829,ur.01152332270.59,Nkechi J,Uche
,"Pakistan Institute of Ophthalmology, Al-Shifa Trust Eye Hospital, Rawalpindi, Pakistan",,,,,,,pub.1085707829,ur.01046246761.63,Farah,Akhtar
,"Centro Oftalmologico Lischinsky, Tucumán, Argentina",,,,,,,pub.1085707829,ur.0576527435.81,Ignacio,Lischinsky
,"Instituto de Glaucoma y Catarata, Lima, Peru",,,,,,,pub.1085707829,ur.01252342103.23,Rodolfo Perez,Grossmann
,"Clinical Research Centre Adolphe de Rothschild, Société Médicale de Beaulieu, Geneva, Switzerland",,,,,,,pub.1085707829,ur.010661646107.36,Gordana Sunaric,Megevand
,"Clinical Research Centre Adolphe de Rothschild, Société Médicale de Beaulieu, Geneva, Switzerland",,,,,,,pub.1085707829,,Sylvain,Roy
,"Fundación para el Estudio del Glaucoma, Buenos Aires, Argentina",,,,,,,pub.1085707829,ur.01335270234.91,Delia,Sivori
,"Centro Oftalmologico Charles, Buenos Aires, Argentina",,,,,,,pub.1085707829,,Tamara,Zompa
,"Department of Ophthalmology, Faculty of Medicine, Siriraj Hospital, Mahidol University, Bangkok, Thailand",,,,,,,pub.1085707829,ur.01167564461.44,Naris,Kitnarong
,"Vietnam National Institute of Ophthalmology, Hanoi, Viet Nam",,,,,,,pub.1085707829,,Hip X,Nguyn
,"Vietnam National Institute of Ophthalmology, Hanoi, Viet Nam",,,,,,,pub.1085707829,,Giang T T,Nguyn
,"Vietnam National Institute of Ophthalmology, Hanoi, Viet Nam",,,,,,,pub.1085707829,,Trình V,Nguyn
,"Institute for Medical Informatics, Biometry and Epidemiology, University Hospital of Essen, University Duisburg-Essen, Essen, Germany",,,,,,,pub.1085707829,ur.01260346064.17,Susanne,Moebus
,"DAMAGEN Genetic Diagnostic Center, Ankara, Turkey",,,,,,,pub.1085707829,,Dilek,Aktas
,"Partners Center for Personalized Genetic Medicine, Boston, Massachusetts, USA",,,,,,,pub.1085707829,ur.012114463457.52,Soumya,Raychaudhuri
,"Department of Ophthalmology, Rigshospitalet, University of Copenhagen, Copenhagen, Denmark",,,,,,,pub.1085707829,ur.01165005332.24,Steffen,Heegaard
,"Department of Pathology, Rigshospitalet, Eye Pathology Section, University of Copenhagen, Copenhagen, Denmark",,,,,,,pub.1085707829,ur.01165005332.24,Steffen,Heegaard
,"Department of Ophthalmology, Universitätsklinikum Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",,,,,,,pub.1085707829,ur.01217774276.93,Friedrich E,Kruse
,"Channing Division of Network Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA",,,,,,,pub.1085707829,ur.01024046525.32,Louis R,Pasquale
,"Department of Medicine IV, Medical Center–University of Freiburg, Faculty of Medicine, University of Freiburg, Freiburg, Germany",,,,,,,pub.1085460954,,Elisabeth,Ott
,"Department of Medicine IV, Medical Center–University of Freiburg, Faculty of Medicine, University of Freiburg, Freiburg, Germany",,,,,,,pub.1085460954,,Carina,Kramer
,"Center for Human Genetics, Bioscientia, Ingelheim, Germany",,,,,,,pub.1085460954,ur.01167627424.84,Milan,Hiersche
,"Department of Pediatric Nephrology, University Children's Hospital Essen, Essen, Germany",,,,,,,pub.1085460954,,Udo,Vester
,"Center for Human Genetics, Bioscientia, Ingelheim, Germany",,,,,,,pub.1085460954,,Steffen,Neuber
,"Center for Human Genetics, Bioscientia, Ingelheim, Germany",,,,,,,pub.1085460954,ur.01104726527.69,Valeska,Frank
,"Department of Medicine IV, Medical Center–University of Freiburg, Faculty of Medicine, University of Freiburg, Freiburg, Germany",,,,,,,pub.1085460954,,Daniel,Epting
,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA",,,,,,,pub.1085460954,ur.01056024276.68,Heon Yung,Gee
,"Department of Medicine, Boston Children's Hospital, Harvard Medical School, Boston, Massachusetts, USA",,,,,,,pub.1085460954,ur.0755436405.55,Friedhelm,Hildebrandt
,"Department of Medicine IV, Medical Center–University of Freiburg, Faculty of Medicine, University of Freiburg, Freiburg, Germany",,,,,,,pub.1085460954,ur.01324152413.08,Carsten,Bergmann
,"Center for Human Genetics, Bioscientia, Ingelheim, Germany",,,,,,,pub.1085460954,ur.01324152413.08,Carsten,Bergmann
,"Department of Growth and Reproduction, Copenhagen University Hospital (Rigshospitalet), Copenhagen, Denmark",,,,,,,pub.1085985756,ur.01011236730.10,Ewa,Rajpert-De Meyts
,"Department of Growth and Reproduction, Copenhagen University Hospital (Rigshospitalet), Copenhagen, Denmark",,,,,,,pub.1085985756,ur.0644625407.28,Marlene D,Dalgaard
,"INSERM, UMR 967, CEA/DRF/iRCM, Laboratory of Molecular Hematopoiesis, Université Paris–Diderot, Université Paris–Saclay, Fontenay-aux-Roses, France",,,,,,,pub.1085862021,ur.01126034067.24,Charlotte,Andrieu-Soler
,"INSERM, UMR 967, CEA/DRF/iRCM, Laboratory of Molecular Hematopoiesis, Université Paris–Diderot, Université Paris–Saclay, Fontenay-aux-Roses, France",,,,,,,pub.1085862021,ur.0763771053.93,Tharshana,Stephen
,"INSERM, UMR 967, CEA/DRF/iRCM, Laboratory of Molecular Hematopoiesis, Université Paris–Diderot, Université Paris–Saclay, Fontenay-aux-Roses, France",,,,,,,pub.1085862021,ur.0774025252.72,Eric,Soler
,"Laboratory for Autoimmune Diseases, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1085705921,ur.01370170472.29,Kazuyoshi,Ishigaki
,"Laboratory for Autoimmune Diseases, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1085705921,ur.01245370763.88,Yuta,Kochi
,"Laboratory for Autoimmune Diseases, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1085705921,ur.01151370145.55,Akari,Suzuki
,"Laboratory for Autoimmune Diseases, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1085705921,ur.01000633042.16,Kensuke,Yamaguchi
,"Laboratory for Medical Science Mathematics, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1085705921,ur.0616677640.47,Fuyuki,Miya
,"Laboratory for Medical Science Mathematics, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1085705921,ur.013516116052.47,Tatsuhiko,Tsunoda
,"Laboratory for Autoimmune Diseases, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1085705921,ur.0657037321.56,Yukinori,Okada
,"Laboratory for Autoimmune Diseases, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1085705921,ur.0632351735.92,Ryo,Yamada
,"Laboratory for Autoimmune Diseases, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1085705921,ur.013260042324.47,Kazuhiko,Yamamoto
,"Shenzhen Millennium Genomics, Inc., Shenzhen, China",,,,,,,pub.1085462569,,Yue,Yu
,"Shenzhen Millennium Genomics, Inc., Shenzhen, China",,,,,,,pub.1085462569,,Shaun,An
,"Shenzhen Millennium Genomics, Inc., Shenzhen, China",,,,,,,pub.1085462569,,Wei,Zhang
,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085460295,ur.0611452663.46,Sune F,Nielsen
,"Pfizer Worldwide Research and Development, Stockholm, Sweden",,,,,,,pub.1085460295,ur.0714467051.03,Anders,Malarstig
,"Department of Clinical Biochemistry, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085460295,ur.01111064510.47,Anne,Tybjærg-Hansen
,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085460295,,Katrine L,Rasmussen
,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085460295,ur.0774636110.09,Pia R,Kamstrup
,"University Heart Center Lübeck, Lübeck, Germany",,,,,,,pub.1085460295,ur.01332367622.23,Jeanette,Erdmann
,"Carolina Center for Genome Sciences, Chapel Hill, North Carolina, USA",,,,,,,pub.1085460295,ur.011405001662.87,Kari E,North
,"Division of Endocrinology and Metabolism, Tri-Service General Hospital, National Defense Medical Center, Taipei, Taiwan",,,,,,,pub.1085460295,ur.01340450464.00,Yi-Jen,Hung
,"Centre for Non-Communicable Disease, Karachi, Pakistan",,,,,,,pub.1085460295,,Asif,Rasheed
,"Centre for Non-Communicable Disease, Karachi, Pakistan",,,,,,,pub.1085460295,,Philippe,Frossard
,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085460295,ur.0664172257.33,Børge G,Nordestgaard
,"Centre for Non-Communicable Disease, Karachi, Pakistan",,,,,,,pub.1085460295,ur.0770340363.50,Danish,Saleheen
,"Department of Molecular Biology, and Department of Genetics, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA",,,,,,,pub.1085864143,ur.01363660624.54,Iva A,Tchasovnikarova
,"Department of Molecular Biology, and Department of Genetics, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA",,,,,,,pub.1085864143,ur.0624664424.58,Robert E,Kingston
,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085984210,ur.01043635414.51,Stig E,Bojesen
,"Department of Genetic Epidemiology, University Medical Center, Georg August University Göttingen, Göttingen, Germany",,,,,,,pub.1085984210,ur.01026204164.57,Heike,Bickeböller
,"Department of Oncology, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085984210,,Jakob S,Johansen
,"Department of Oncology, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085984210,,Anders,Mellemgaard
,"Swedish Medical Group, Seattle, Washington, USA",,,,,,,pub.1085984210,ur.013125235117.03,Gary E,Goodman
,"Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,,,,,pub.1085984210,ur.0645703317.17,Irene,Brüske
,"Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,,,,,pub.1085984210,ur.01141622516.63,H-Erich,Wichmann
,"Research Unit of Molecular Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,,,,,pub.1085984210,ur.01323322723.39,Judith,Manz
,"Research Unit of Molecular Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,,,,,pub.1085984210,ur.01275246250.63,Angela,Risch
,"Department of Genetic Epidemiology, University Medical Center, Georg August University Göttingen, Göttingen, Germany",,,,,,,pub.1085984210,,Albert,Rosenberger
,"International Organization for Cancer Prevention and Research, Belgrade, Serbia",,,,,,,pub.1085984210,ur.010107551657.73,Simona,Ognjanovic
,"VIB Center for Cancer Biology, Laboratory for Translational Genetics, Leuven, Belgium",,,,,,,pub.1085409552,ur.0663435375.72,Bernard,Thienpont
,"VIB Center for Cancer Biology, Laboratory for Translational Genetics, Leuven, Belgium",,,,,,,pub.1085409552,ur.01067450027.76,Bram,Boeckx
,"VIB Center for Cancer Biology, Laboratory for Translational Genetics, Leuven, Belgium",,,,,,,pub.1085409552,ur.01325407235.18,Diether,Lambrechts
,"Department of Surgery, Bankstown Hospital, Bankstown, Sydney, New South Wales, Australia",,,,,,,pub.1085211160,ur.01255207123.42,David K,Chang
,"Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, Toronto, Ontario, Canada",,,,,,,pub.1085211160,ur.014617747257.97,Steven,Gallinger
,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1084859485,ur.016323146432.35,Michiaki,Kubo
,"Present address: Department of Haematology, Cambridge Institute for Medical Research and Wellcome Trust/MRC Stem Cell Institute, Cambridge, UK.",,,,,,,pub.1085050283,ur.01051743272.57,Federico,Comoglio
,"CBGP-INRA, Montferrier sur Lez, France",,,,,,,pub.1085050283,ur.0637363626.31,Simon,Fellous
,"CBGP-INRA, Montferrier sur Lez, France",,,,,,,pub.1085050283,ur.01215570157.41,Anne,Xuéreb
,"Department of Clinical Biochemistry, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085051920,ur.0626543466.66,Stefan,Stender
,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085051920,ur.0664172257.33,Børge G,Nordestgaard
,"The Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Denmark",,,,,,,pub.1085051920,ur.0664172257.33,Børge G,Nordestgaard
,"The Copenhagen City Heart Study, Frederiksberg Hospital, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085051920,ur.0664172257.33,Børge G,Nordestgaard
,"Department of Clinical Biochemistry, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085051920,ur.01111064510.47,Anne,Tybjærg-Hansen
,"The Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Denmark",,,,,,,pub.1085051920,ur.01111064510.47,Anne,Tybjærg-Hansen
,"The Copenhagen City Heart Study, Frederiksberg Hospital, Copenhagen University Hospital, Copenhagen, Denmark",,,,,,,pub.1085051920,ur.01111064510.47,Anne,Tybjærg-Hansen
,"Université Côte d'Azur, CNRS, INSERM, IRCAN, Nice, France",,,,,,,pub.1084862877,ur.0646257562.14,Jia-Xing,Yue
,"Université Côte d'Azur, CNRS, INSERM, IRCAN, Nice, France",,,,,,,pub.1084862877,ur.01005604150.07,Jing,Li
,"Université Côte d'Azur, CNRS, INSERM, IRCAN, Nice, France",,,,,,,pub.1084862877,ur.0630140447.39,Johan,Hallin
,"Université Côte d'Azur, CNRS, INSERM, IRCAN, Nice, France",,,,,,,pub.1084862877,ur.01140234414.73,Gianni,Liti
,"Department of Pediatric Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts, USA",,,,,,,pub.1085051580,ur.01013123234.18,Andrei,Krivtsov
,"Division of Hematology, Brigham and Woman's Hospital, Boston, Massachusetts, USA",,,,,,,pub.1085051580,,Lisa P,Chu
