aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, 2730, Denmark",,,,pub.1099876841,ur.0664172257.33,Børge G,Nordestgaard
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, CB2 0QQ, UK",,,,pub.1099876841,ur.015600745002.61,John RB,Perry
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, CB2 0QQ, UK",,,,pub.1099876841,ur.012470551052.55,Robert A,Scott
Durham,4464368.0,United States,US,,"Genetics, Target Sciences, GlaxoSmithKline, Research Triangle Park, NC, 27709, US","Genetics, Target Sciences, GlaxoSmithKline, Research Triangle Park, NC, 27709, US",North Carolina,US-NC,pub.1099876841,ur.013463645004.43,Andrew J,Slater
Cary,4459467.0,United States,US,,"OmicSoft a QIAGEN Company, Cary, NC, 27513, US","OmicSoft a QIAGEN Company, Cary, NC, 27513, US",North Carolina,US-NC,pub.1099876841,ur.013463645004.43,Andrew J,Slater
Anogeia,264806.0,Greece,GR,,"Anogia Medical Centre, Anogia, Greece","Anogia Medical Centre, Anogia, Greece",,,pub.1099876841,ur.01356227124.82,Emmanouil,Tsafantakis
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, 2730, Denmark",,,,pub.1099876841,ur.0646101614.57,Anette,Varbo
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, CB2 0QQ, UK",,,,pub.1099876841,ur.013723776517.34,Nicholas J,Wareham
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge, CB2 0QQ, UK",,,,pub.1099876841,ur.01305467031.32,Jing Hua,Zhao
Chapel Hill,4460162.0,United States,US,,"Department of Epidemiology and Carolina Center of Genome Sciences, Chapel Hill, NC, 27514, USA","Department of Epidemiology and Carolina Center of Genome Sciences, Chapel Hill, NC, 27514, USA",North Carolina,US-NC,pub.1099876841,ur.011405001662.87,Kari E,North
,,,,,"Department of the Diagnostic Genomics Laboratory, PathWest Laboratory Medicine, Queen Elizabeth II Medical Centre, Nedlands, Western Australia, Australia",,,,pub.1099864983,ur.016544560144.07,John,Beilby
,,,,,"Institute of Epidemiology I, Helmholtz Zentrum München, German Research Centre for Environmental Health, Neuherberg, Germany",,,,pub.1099864983,ur.0756503705.63,Joachim,Heinrich
,,,,,"Department of the Diagnostic Genomics Laboratory, PathWest Laboratory Medicine, Queen Elizabeth II Medical Centre, Nedlands, Western Australia, Australia",,,,pub.1099864983,ur.01170105012.61,Jennie,Hui
Perth,2063523.0,Australia,AU,,"Busselton Population Medical Research Institute, Perth, Western Australia, Australia","Busselton Population Medical Research Institute, Perth, Western Australia, Australia",Western Australia,AU-WA,pub.1099864983,ur.01170105012.61,Jennie,Hui
Atlanta,4180439.0,United States,US,,"Hubert department of Global Health, Mory University, Atlanta, Georgia, USA","Hubert department of Global Health, Mory University, Atlanta, Georgia, USA",Georgia,US-GA,pub.1099864983,ur.01240152636.23,Isabelle,Romieu
Bakersfield,5325738.0,United States,US,,"Department of Psychiatry, Kern Medical, Bakersfield, California, USA","Department of Psychiatry, Kern Medical, Bakersfield, California, USA",California,US-CA,pub.1099864983,ur.0774644674.59,Muhammad T,Salam
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge Biomedical Campus, Cambridge, UK",,,,pub.1099864983,ur.012470551052.55,Robert,Scott
,,,,,"Institute of Epidemiology I, Helmholtz Zentrum München, German Research Centre for Environmental Health, Neuherberg, Germany",,,,pub.1099864983,ur.0640336226.50,Marie,Standl
The Hague,2747373.0,Netherlands,NL,,"Netherlands Healthcare Inspectorate, The Hague, The Netherlands","Netherlands Healthcare Inspectorate, The Hague, The Netherlands",South Holland,,pub.1099864983,ur.0724723304.99,Bruno H,Stricker
,,,,,"Institute for Respiratory Health and Harry Perkins Institute of Medical Research, University of Western Australia and The Lung Health Clinic, Nedlands, Western Australia, Australia",,,,pub.1099864983,,Philip J,Thompson
Nedlands,2064874.0,Australia,AU,,"Institute for Respiratory Health and Harry Perkins Institute of Medical Research, University of Western Australia and The Lung Health Clinic, Nedlands, Western Australia, Australia","Institute for Respiratory Health and Harry Perkins Institute of Medical Research, University of Western Australia and The Lung Health Clinic, Nedlands, Western Australia, Australia",Western Australia,AU-WA,pub.1099864983,,Philip J,Thompson
,,,,,"Institute of Epidemiology I, Helmholtz Zentrum München, German Research Centre for Environmental Health, Neuherberg, Germany",,,,pub.1099864983,ur.0724443352.04,Carla MT,Tiesler
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge Biomedical Campus, Cambridge, UK",,,,pub.1099864983,ur.013276137112.41,Nick J,Wareham
,,,,,"MRC Epidemiology Unit, University of Cambridge School of Clinical Medicine, Institute of Metabolic Science, Cambridge Biomedical Campus, Cambridge, UK",,,,pub.1099864983,ur.01305467031.32,Jing Hua,Zhao
La Jolla,5363943.0,United States,US,,"Center for Epigenomics, Institute of Genomic Medicine, La Jolla, California","Center for Epigenomics, Institute of Genomic Medicine, La Jolla, California",California,US-CA,pub.1099700422,ur.01174702157.48,Bing,Ren
Amsterdam,2759794.0,Netherlands,NL,,"Clinic for Periodontology, Amsterdam, The Netherlands.","Clinic for Periodontology, Amsterdam, The Netherlands.",North Holland,,pub.1099695078,ur.01174533567.32,Edwin G,Winkel
,,,,,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridgeshire, United Kingdom",,,,pub.1099639541,ur.01216514516.37,Helena,Kilpinen
Waltham,4954380.0,United States,US,,"Sanofi Genzyme, Waltham, MA, USA","Sanofi Genzyme, Waltham, MA, USA",Massachusetts,US-MA,pub.1092999921,ur.01202635737.15,Yupeng,Zheng
Barcelona,3128760.0,Spain,ES,,"R&D Department, Quantitative Genomic Medicine Laboratories (qGenomics), Barcelona, Spain.","R&D Department, Quantitative Genomic Medicine Laboratories (qGenomics), Barcelona, Spain.",Catalonia,,pub.1092547797,ur.012707562727.57,Silvia,Carbonell
San Francisco,5391959.0,United States,US,,"Driver Inc., San Francisco, California, USA.","Driver Inc., San Francisco, California, USA.",California,US-CA,pub.1092546845,ur.01362763062.84,Aleah F,Caulin
San Francisco,5391959.0,United States,US,,"Driver Inc., San Francisco, California, USA.","Driver Inc., San Francisco, California, USA.",California,US-CA,pub.1092546845,,John,St John
San Francisco,5391959.0,United States,US,,"Driver Inc., San Francisco, California, USA.","Driver Inc., San Francisco, California, USA.",California,US-CA,pub.1092546845,ur.016356616727.39,Anibal R,Cordero
San Francisco,5391959.0,United States,US,,"Driver Inc., San Francisco, California, USA.","Driver Inc., San Francisco, California, USA.",California,US-CA,pub.1092546845,ur.0655737672.24,Petros,Giannikopoulos
,,,,,"The National Institute for Health Research Blood and Transplant Unit (NIHR BTRU) in Donor Health and Genomics at the University of Cambridge, Cambridge, UK",,,,pub.1092440097,ur.01132715706.47,Adam S.,Butterworth
,,,,,"The National Institute for Health Research Blood and Transplant Unit (NIHR BTRU) in Donor Health and Genomics at the University of Cambridge, Cambridge, UK",,,,pub.1092440097,ur.0645437504.72,Emanuele,di Angelantonio
,,,,,"Department of Clinical Biochemistry and The Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Denmark",,,,pub.1092440097,ur.0706723243.24,Marianne,Benn
,,,,,"Department of Cardiology, Peking University Third Hospital, Key Laboratory of Cardiovascular Molecular Biology and Regulatory Peptides, Ministry of Health, Beijing, China",,,,pub.1092440097,ur.01361516736.98,Wei,Gao
,,,,,"Department of Clinical Biochemistry and The Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Denmark",,,,pub.1092440097,ur.0774636110.09,Pia R.,Kamstrup
,,,,,"Department of Clinical Biochemistry and The Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Denmark",,,,pub.1092440097,ur.01161305631.22,Anne,Langsted
Sollentuna,2675408.0,Sweden,SE,,"Pharmatherapeutics Clinical Research, Pfizer Worldwide R&D, Sollentuna, Sweden","Pharmatherapeutics Clinical Research, Pfizer Worldwide R&D, Sollentuna, Sweden",Stockholm,,pub.1092440097,ur.0714467051.03,Anders,Malarstig
,,,,,"Unit of Primary Health Care, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland",,,,pub.1092440097,ur.01167631334.03,Pekka,Mäntyselkä
,,,,,"NIHR Leicester Biomedical Research Centre, Glenfield Hospital, Leicester UK",,,,pub.1092440097,ur.01110255466.35,Nicholas GD,Masca
,,,,,"Department of Clinical Biochemistry and The Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Denmark",,,,pub.1092440097,ur.0611452663.46,Sune F,Nielsen
,,,,,"Department of Clinical Biochemistry and The Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Denmark",,,,pub.1092440097,ur.0664172257.33,Børge G,Nordestgaard
Madrid,3117735.0,Spain,ES,,"Department of Cardiovascular Epidemiology and Population Genetics, National Center for Cardiovascular Investigation, Madrid, Spain","Department of Cardiovascular Epidemiology and Population Genetics, National Center for Cardiovascular Investigation, Madrid, Spain",Madrid,,pub.1092440097,ur.013720421742.60,Jose M.,Ordovas
Lexington,4941935.0,United States,US,,"G3 pharmaceuticals, Lexington, Massachusetts, USA","G3 pharmaceuticals, Lexington, Massachusetts, USA",Massachusetts,US-MA,pub.1092440097,,Pieter,Muntendam
,,,,,"NIHR Leicester Biomedical Research Centre, Glenfield Hospital, Leicester UK",,,,pub.1092440097,ur.0606704334.54,Nilesh J,Samani
,,,,,"Department of Clinical Biochemistry and The Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Denmark",,,,pub.1092440097,ur.0646101614.57,Anette,Varbo
Atlanta,4180439.0,United States,US,,"Emory Clinical Cardiovascular Research Institute, Atlanta, Georgia, USA","Emory Clinical Cardiovascular Research Institute, Atlanta, Georgia, USA",Georgia,US-GA,pub.1092440097,ur.013616235007.97,Peter W. F.,Wilson
,,,,,"The National Institute for Health Research Blood and Transplant Unit (NIHR BTRU) in Donor Health and Genomics at the University of Cambridge, Cambridge, UK",,,,pub.1092440097,ur.01367711150.31,John,Danesh
San Francisco,5391959.0,United States,US,,"Epidemiology and Biostatistics, University of Calfornia San Francisco, San Francisco, California, USA","Epidemiology and Biostatistics, University of Calfornia San Francisco, San Francisco, California, USA",California,US-CA,pub.1092440095,ur.0651723324.95,John S,Witte
,,,,,"Institute for Respiratory Health, Harry Perkins Institute of Medical Research, University of Western Australia, Nedlands, Australia",,,,pub.1092440095,ur.016126045277.65,Philip J,Thompson
Brownsville,4676740.0,United States,US,,"South Texas Diabetes and Obesity Institute, UTHSCSA/UTRGV, Brownsville, TX, USA","South Texas Diabetes and Obesity Institute, UTHSCSA/UTRGV, Brownsville, TX, USA",Texas,US-TX,pub.1092440094,ur.0672207174.17,John,Blangero
Brownsville,4676740.0,United States,US,,"South Texas Diabetes and Obesity Institute, UTHSCSA/UTRGV, Brownsville, TX, USA","South Texas Diabetes and Obesity Institute, UTHSCSA/UTRGV, Brownsville, TX, USA",Texas,US-TX,pub.1092440094,ur.012246735457.16,Thomas D.,Dyer
,,,,,"Department of Medicine, Division of Endocrinology, Diabetes, and Nutrition, University of Maryland, Baltimore, Maryland, USA",,,,pub.1092405015,ur.010132624702.70,Jeffrey R,O'Connell
,,,,,"Department of Medicine, Division of Endocrinology, Diabetes, and Nutrition, University of Maryland, Baltimore, Maryland, USA",,,,pub.1092405015,ur.016016401442.73,Joshua P,Lewis
,,,,,"Department of Medicine, Division of Endocrinology, Diabetes, and Nutrition, University of Maryland, Baltimore, Maryland, USA",,,,pub.1092405015,ur.01302305232.60,Braxton D,Mitchell
,,,,,"Université Clermont Auvergne, INSERM, U1240, Imagerie Moléculaire et Stratégies Théranostiques, Centre Jean Perrin, Clermont-Ferrand, France",,,,pub.1092350084,ur.0734472562.93,Yves-Jean,Bignon
,,,,,"Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1092350084,ur.01043635414.51,Stig E,Bojesen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1092350084,ur.01043635414.51,Stig E,Bojesen
,,Spain,ES,,"Oncology and Genetics Unit, Instituto de Investigación Biomédica (IBI) de Orense-Pontevedra-Vigo, Xerencia de Xestión Integrada de Vigo, Servizo Galego de Saúde SERGAS, Vigo, Spain","Oncology and Genetics Unit, Instituto de Investigación Biomédica (IBI) de Orense-Pontevedra-Vigo, Xerencia de Xestión Integrada de Vigo, Servizo Galego de Saúde SERGAS, Vigo, Spain",,,pub.1092350084,ur.0632020004.57,J Esteban,Castelao
,,,,,"Cancer and Environment Group, Center for Research in Epidemiology and Population Health (CESP), INSERM, University Paris-Sud, University Paris-Saclay, Villejuif, France",,,,pub.1092350084,ur.01043611213.14,Emilie,Cordina-Duverger
,,,,,"Department of Breast Surgery, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1092350084,ur.01053623603.14,Henrik,Flyger
,,,,,"Cancer and Environment Group, Center for Research in Epidemiology and Population Health (CESP), INSERM, University Paris-Sud, University Paris-Saclay, Villejuif, France",,,,pub.1092350084,ur.0750043301.69,Pascal,Guénel
,,,,,"Institute of Genetic Medicine, Centre for Life, Newcastle-upon-Tyne Hospitals NHS Trust, Newcastle-upon-Tyne, UK",,,,pub.1092350084,,Alex,Henderson
Hong Kong,1819729.0,China,CN,,"Hong Kong Hereditary Breast Cancer Family Registry, Hong Kong","Hong Kong Hereditary Breast Cancer Family Registry, Hong Kong",Central and Western,,pub.1092350084,ur.01265606610.67,Ava,Kwong
Paris,2988507.0,France,FR,,"Mines Paris Tech, Fontainebleau, France","Mines Paris Tech, Fontainebleau, France",Ile-de-France,,pub.1092350084,ur.01027352377.02,Fabienne,Lesueur
,,,,,"Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1092350084,ur.0611452663.46,Sune F,Nielsen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1092350084,ur.0611452663.46,Sune F,Nielsen
,,,,,"Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1092350084,ur.0664172257.33,Børge G,Nordestgaard
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,,pub.1092350084,ur.0664172257.33,Børge G,Nordestgaard
,,,,,"Brigham and Women's Hospital, Dana-Farber Cancer Institute, Boston, Massachusetts, USA",,,,pub.1092350084,,Andrea,Richardson
,,,,,"Cancer and Environment Group, Center for Research in Epidemiology and Population Health (CESP), INSERM, University Paris-Sud, University Paris-Saclay, Villejuif, France",,,,pub.1092350084,ur.01117105305.38,Thérèse,Truong
Stockholm,2673730.0,Sweden,SE,,"Department of Oncology, South General Hospital, Stockholm, Sweden","Department of Oncology, South General Hospital, Stockholm, Sweden",Stockholm,,pub.1092350084,ur.01010701573.25,Per,Hall
Brookline,4931482.0,United States,US,,"Massachusetts Technology and Analytics, Brookline, Massachusetts, USA","Massachusetts Technology and Analytics, Brookline, Massachusetts, USA",Massachusetts,US-MA,pub.1092233970,ur.013770616443.83,David,Skurnik
San Francisco,5391959.0,United States,US,,"Roddenberry Stem Cell Center at Gladstone, San Francisco, California, USA.","Roddenberry Stem Cell Center at Gladstone, San Francisco, California, USA.",California,US-CA,pub.1092132028,ur.01032104102.37,Deepak,Srivastava
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.0674613177.69,Zhiqiang,Li
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.01135676366.88,Jianhua,Chen
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.01341570366.38,Lin,He
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,,Xingwang,Li
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.0664026120.24,Jiawei,Shen
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.0732141320.28,Zhijian,Song
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,,Meng,Wang
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,,Juan,Zhou
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.016202442333.39,Boyu,Chen
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,,Yahui,Liu
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,,Jiqiang,Wang
Wuhu,1791236.0,China,CN,,"Wuhu Fourth People's Hospital, Wuhu, China","Wuhu Fourth People's Hospital, Wuhu, China",Anhui,,pub.1092132027,,Peng,Wang
Wuhu,1791236.0,China,CN,,"Wuhu Fourth People's Hospital, Wuhu, China","Wuhu Fourth People's Hospital, Wuhu, China",Anhui,,pub.1092132027,,Ping,Yang
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.0761646260.63,Qingzhong,Wang
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.01207475551.14,Baojie,Li
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.01334704364.01,Guang,He
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.01277262303.93,Weidong,Li
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.0703472754.70,Chunling,Wan
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.01212323260.06,Wenjin,Li
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.01273203620.46,Zujia,Wen
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.0645214504.75,Ke,Liu
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.013744465143.40,Fang,Huang
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.01326551660.05,Jue,Ji
,,,,,"Bio-X Institutes, Key Laboratory for the Genetics of Developmental and Neuropsychiatric Disorders (Ministry of Education), Collaborative Innovation Center for Brain Science, Shanghai Jiao Tong University, Shanghai, China",,,,pub.1092132027,ur.01066657177.25,Yongyong,Shi
Singapore,1880252.0,Singapore,SG,,"Thorn Biosystems Pte Ltd, Singapore","Thorn Biosystems Pte Ltd, Singapore",,,pub.1092132025,ur.01153745506.48,Bin Tean,Teh
Singapore,1880252.0,Singapore,SG,,"Institute of Molecular and Cellular Biology, Singapore","Institute of Molecular and Cellular Biology, Singapore",,,pub.1092132025,ur.01153745506.48,Bin Tean,Teh
Singapore,1880252.0,Singapore,SG,,"Global Databank, Singapore","Global Databank, Singapore",,,pub.1092132025,,Ki,Chan
Hong Kong,1819729.0,China,CN,,"Verdant Foundation, Hong Kong","Verdant Foundation, Hong Kong",Central and Western,,pub.1092132025,,Vincent Kin Yuen,Cheng
Johor Bahru,1732752.0,Malaysia,MY,,"Samsoney Group, Johor Bahru, Malaysia","Samsoney Group, Johor Bahru, Malaysia",Johor,,pub.1092132025,,Poh Sheng,Soh
Singapore,1880252.0,Singapore,SG,,"Thorn Biosystems Pte Ltd, Singapore","Thorn Biosystems Pte Ltd, Singapore",,,pub.1092132025,ur.013440233362.19,Patrick,Tan
Koeln,2886242.0,Germany,DE,,"Taconic Biosciences GmbH, Cologne, Germany.","Taconic Biosciences GmbH, Cologne, Germany.",North Rhine-Westphalia,,pub.1091911785,ur.01140237363.89,Jost,Seibler
Koeln,2886242.0,Germany,DE,,"Taconic Biosciences GmbH, Cologne, Germany.","Taconic Biosciences GmbH, Cologne, Germany.",North Rhine-Westphalia,,pub.1091911785,ur.0621747775.38,Vincent,Beuger
San Francisco,5391959.0,United States,US,,"E-Scape Bio, South San Francisco, California, USA","E-Scape Bio, South San Francisco, California, USA",California,US-CA,pub.1091523193,ur.0615552471.70,Marcel,van der Brug
Faisalabad,1179400.0,Pakistan,PK,,"Faisalabad Institute of Cardiology, Faisalabad, Pakistan","Faisalabad Institute of Cardiology, Faisalabad, Pakistan",Punjab,,pub.1091430416,ur.016460713353.57,Shahid,Abbas
Karachi,1174872.0,Pakistan,PK,,"National Institute of Cardiovascular Disorders, Karachi, Pakistan","National Institute of Cardiovascular Disorders, Karachi, Pakistan",Sindh,,pub.1091430416,ur.013541124553.39,Nadeem,Qamar
Karachi,1174872.0,Pakistan,PK,,"National Institute of Cardiovascular Disorders, Karachi, Pakistan","National Institute of Cardiovascular Disorders, Karachi, Pakistan",Sindh,,pub.1091430416,ur.0652005172.26,Zia,Yaqoob
Karachi,1174872.0,Pakistan,PK,,"National Institute of Cardiovascular Disorders, Karachi, Pakistan","National Institute of Cardiovascular Disorders, Karachi, Pakistan",Sindh,,pub.1091430416,ur.0725235613.06,Tahir,Saghir
Karachi,1174872.0,Pakistan,PK,,"National Institute of Cardiovascular Disorders, Karachi, Pakistan","National Institute of Cardiovascular Disorders, Karachi, Pakistan",Sindh,,pub.1091430416,ur.0667472464.07,Syed Nadeem Hasan,Rizvi
Karachi,1174872.0,Pakistan,PK,,"National Institute of Cardiovascular Disorders, Karachi, Pakistan","National Institute of Cardiovascular Disorders, Karachi, Pakistan",Sindh,,pub.1091430416,ur.010023755353.13,Anis,Memon
Hyderabad,1176734.0,Pakistan,PK,,"Red Crescent Institute of Cardiology, Hyderabad, Pakistan","Red Crescent Institute of Cardiology, Hyderabad, Pakistan",Sindh,,pub.1091430416,ur.016235260453.32,Fazal-ur-Rehman,Memon
,,,,,"Division of Endocrinology and Metabolism, Tri-Service General Hospital, National Defense Medical Center Taipei 11490",,,,pub.1091430416,ur.01340450464.00,Yi-Jen,Hung
Ludhiana,1264728.0,India,IN,,"Hero DMC Heart Institute Ludhiana, Punjab, India","Hero DMC Heart Institute Ludhiana, Punjab, India",Punjab,,pub.1091430416,ur.0760660303.20,Sarju,Ralhan
,,,,,"The Copenhagen City Heart Study, Frederiksberg Hospital, Frederiksberg 2000 Denmark",,,,pub.1091430416,ur.0611452663.46,Sune F,Nielsen
,,,,,"Dept. Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev 2730, Denmark",,,,pub.1091430416,ur.0664172257.33,Børge G,Nordestgaard
,,,,,"Dept. Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev 2730, Denmark",,,,pub.1091430416,ur.01111064510.47,Anne,Tybjaerg-Hansen
,,,,,"Dept. Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev 2730, Denmark",,,,pub.1091430416,ur.0774636110.09,Pia R,Kamstrup
Oklahoma City,4544349.0,United States,US,,"Oklahoma Center for Neuroscience, Oklahoma City, OK, 73104, USA","Oklahoma Center for Neuroscience, Oklahoma City, OK, 73104, USA",Oklahoma,US-OK,pub.1091430416,ur.01143222103.28,Dharambir K,Sanghera
,,,,,"Division of Molecular Biology, Department of Biology, Bioinformatics Group, Faculty of Science","Division of Molecular Biology, Department of Biology, Bioinformatics Group, Faculty of Science",,,pub.1091289087,ur.012050041113.89,Rosa,Karlic
London,6058560.0,Canada,CA,,"Agriculture & Agri-Foods Canada, London, Ontario, Canada","Agriculture & Agri-Foods Canada, London, Ontario, Canada",Ontario,CA-ON,pub.1091285267,ur.01321470234.99,Ryan S,Austin
,,,,,"Medical Genetics Branch, National Human Genome Research Institute (NHGRI), Undiagnosed Diseases Program, Common Fund, Office of the Director, National Institutes of Health, Bethesda, Maryland, USA",,,,pub.1091211992,ur.0652567062.14,Babak,Behnam
Perth,2063523.0,Australia,AU,,"Department of Diagnostic Imaging, Princess Margaret and King Edward Memorial Hospitals, Perth, Western Australia, Australia","Department of Diagnostic Imaging, Princess Margaret and King Edward Memorial Hospitals, Perth, Western Australia, Australia",Western Australia,AU-WA,pub.1091211992,,Brendan,Beeson
Perth,2063523.0,Australia,AU,,"Department of Diagnostic Imaging, Princess Margaret and King Edward Memorial Hospitals, Perth, Western Australia, Australia","Department of Diagnostic Imaging, Princess Margaret and King Edward Memorial Hospitals, Perth, Western Australia, Australia",Western Australia,AU-WA,pub.1091211992,,Malcolm,Bruce
