year,journal.id,journal.title,total,total_year
2021,jour.1290459,npj Precision Oncology,5,4
2019,jour.1047921,Annals of the American Thoracic Society,5,1
2018,jour.1293029,JBMR Plus,5,1
2020,jour.1024626,BMC Nephrology,5,1
2021,jour.1358850,International Journal of Bipolar Disorders,5,1
2019,jour.1297461,Clinical Physiology and Functional Imaging,5,3
2018,jour.1047921,Annals of the American Thoracic Society,5,2
2018,jour.1312040,Acta Neurologica Scandinavica,5,1
2019,jour.1097289,Free Radical Biology and Medicine,5,1
2018,jour.1100396,Neurogastroenterology & Motility,5,2
2021,jour.1038547,Obesity Research & Clinical Practice,5,1
2019,jour.1100814,Annals of Epidemiology,5,1
2018,jour.1017108,Experimental Eye Research,5,2
2021,jour.1116251,Respirology,5,2
2020,jour.1103922,BJU International,5,1
2021,jour.1103922,BJU International,5,2
2019,jour.1049675,Microorganisms,5,1
2020,jour.1040792,Circulation Cardiovascular Quality and Outcomes,5,1
2020,jour.1101448,Melanoma Research,5,1
2020,jour.1047921,Annals of the American Thoracic Society,5,2
2020,jour.1345398,Clinical Neurophysiology,5,1
2019,jour.1297451,Clinical Lymphoma Myeloma & Leukemia,5,4
2018,jour.1014214,Neuropediatrics,5,4
2021,jour.1294823,Journal of Biomedical Informatics,5,2
2019,jour.1345398,Clinical Neurophysiology,5,3
2018,jour.1097311,European Journal of Vascular and Endovascular Surgery,5,1
2019,jour.1018525,Digestive Diseases and Sciences,5,1
2020,jour.1050548,BMJ Open Respiratory Research,5,2
2018,jour.1039457,BMC Research Notes,5,2
2018,jour.1096282,Microbial Pathogenesis,5,1
2021,jour.1044501,American Journal of Cancer Research,5,2
2022,jour.1000637,JAMA Dermatology,5,1
2018,jour.1290459,npj Precision Oncology,5,1
2018,jour.1032123,Philosophical Transactions of the Royal Society B Biological Sciences,5,2
2019,jour.1398510,Viruses,5,1
2019,jour.1092175,TumorDiagnostik & Therapie,5,4
2020,jour.1050274,Cardiology and Therapy,5,1
2018,jour.1157751,The Lancet Gastroenterology & Hepatology,5,1
2021,jour.1119336,Prostate Cancer and Prostatic Diseases,5,3
2020,jour.1054337,European Journal of Clinical Pharmacology,5,2
2020,jour.1025429,The International Journal of Cardiovascular Imaging,5,1
2020,jour.1367106,BMJ Nutrition Prevention & Health,5,1
2021,jour.1284343,npj Science of Learning,5,2
2018,jour.1044455,Frontiers in Pharmacology,5,4
2021,jour.1077126,Journal of Experimental Medicine,5,3
2021,jour.1030439,Journal of Cardiovascular Magnetic Resonance,5,3
2020,jour.1016342,Critical Care Medicine,5,3
2022,jour.1034064,Food Quality and Preference,5,2
2021,jour.1024253,BMC Microbiology,5,2
2020,jour.1381541,Cardiovascular Digital Health Journal,5,1
2020,jour.1300579,npj Digital Medicine,5,2
2020,jour.1000637,JAMA Dermatology,5,2
2020,jour.1035990,Archives of Medical Science,5,1
2020,jour.1313391,Neurology Neuroimmunology & Neuroinflammation,5,2
2018,jour.1092789,International Journal of Eating Disorders,5,1
2018,jour.1054337,European Journal of Clinical Pharmacology,5,2
2020,jour.1097727,Lung Cancer,5,2
2021,jour.1049971,Frontiers in Cell and Developmental Biology,5,4
2021,jour.1039457,BMC Research Notes,5,2
2019,jour.1092789,International Journal of Eating Disorders,5,1
2018,jour.1284564,Research and Practice in Thrombosis and Haemostasis,5,2
2020,jour.1024955,BMC Pulmonary Medicine,5,2
2021,jour.1293029,JBMR Plus,5,1
2020,jour.1294823,Journal of Biomedical Informatics,5,1
2019,jour.1284343,npj Science of Learning,5,1
2021,jour.1077134,The Journal of Immunology,5,1
2018,jour.1089577,Nutrition and Cancer,5,1
2021,jour.1100396,Neurogastroenterology & Motility,5,1
2020,jour.1016936,Acta Obstetricia Et Gynecologica Scandinavica,5,1
2019,jour.1319529,Journal for the Measurement of Physical Behaviour,5,1
2021,jour.1097669,Genomics,5,2
2018,jour.1021888,Obesity Reviews,5,1
2020,jour.1358076,Oral Oncology,5,1
2021,jour.1049675,Microorganisms,5,1
2018,jour.1077138,Journal of Biological Chemistry,5,2
2021,jour.1025429,The International Journal of Cardiovascular Imaging,5,2
2018,jour.1000637,JAMA Dermatology,5,1
2021,jour.1017782,European Journal of Obstetrics & Gynecology and Reproductive Biology,5,1
2019,jour.1046587,Multiple Sclerosis and Related Disorders,5,1
2018,jour.1017281,Behaviour Research and Therapy,5,1
2019,jour.1300579,npj Digital Medicine,5,1
2020,jour.1313647,Journal of Cancer Research and Clinical Oncology,5,1
2018,jour.1014308,Journal of Molecular and Cellular Cardiology,5,4
2021,jour.1086883,JMV-Journal de Médecine Vasculaire,5,2
2020,jour.1046587,Multiple Sclerosis and Related Disorders,5,3
2019,jour.1017108,Experimental Eye Research,5,2
2019,jour.1313391,Neurology Neuroimmunology & Neuroinflammation,5,1
2019,jour.1093601,The Journal of Heart and Lung Transplantation,5,4
2019,jour.1094560,Journal of Sports Sciences,5,1
2021,jour.1092789,International Journal of Eating Disorders,5,2
2019,jour.1024942,BMC Gastroenterology,5,2
2019,jour.1049971,Frontiers in Cell and Developmental Biology,5,1
2019,jour.1050274,Cardiology and Therapy,5,3
2020,jour.1092789,International Journal of Eating Disorders,5,1
2018,jour.1313647,Journal of Cancer Research and Clinical Oncology,5,1
2019,jour.1089577,Nutrition and Cancer,5,3
2018,jour.1313391,Neurology Neuroimmunology & Neuroinflammation,5,1
2019,jour.1097669,Genomics,5,1
2021,jour.1297451,Clinical Lymphoma Myeloma & Leukemia,5,1
2020,jour.1098683,Journal of Autoimmunity,5,1
2020,jour.1045812,Cold Spring Harbor Perspectives in Medicine,5,2
2019,jour.1100388,Genes Chromosomes and Cancer,5,2
2019,jour.1100396,Neurogastroenterology & Motility,5,1
2018,jour.1319529,Journal for the Measurement of Physical Behaviour,5,2
2021,jour.1092102,The Prostate,5,2
2021,jour.1077138,Journal of Biological Chemistry,5,1
2020,jour.1038547,Obesity Research & Clinical Practice,5,1
2019,jour.1284564,Research and Practice in Thrombosis and Haemostasis,5,1
2021,jour.1044694,Journal of Cachexia Sarcopenia and Muscle,5,4
2019,jour.1017281,Behaviour Research and Therapy,5,4
2019,jour.1157751,The Lancet Gastroenterology & Hepatology,5,4
2020,jour.1021888,Obesity Reviews,5,4
2021,jour.1398510,Viruses,5,1
2019,jour.1050465,Open Forum Infectious Diseases,5,1
2020,jour.1293029,JBMR Plus,5,3
2021,jour.1016936,Acta Obstetricia Et Gynecologica Scandinavica,5,2
2020,jour.1050465,Open Forum Infectious Diseases,5,1
2019,jour.1116251,Respirology,5,2
2019,jour.1024253,BMC Microbiology,5,2
2019,jour.1358076,Oral Oncology,5,2
2018,jour.1025429,The International Journal of Cardiovascular Imaging,5,2
2019,jour.1032123,Philosophical Transactions of the Royal Society B Biological Sciences,5,2
2021,jour.1034064,Food Quality and Preference,5,2
2019,jour.1048308,United European Gastroenterology Journal,5,3
2018,jour.1077134,The Journal of Immunology,5,2
2019,jour.1030439,Journal of Cardiovascular Magnetic Resonance,5,1
2019,jour.1039457,BMC Research Notes,5,1
2018,jour.1099128,Neuropsychology,5,1
2018,jour.1092175,TumorDiagnostik & Therapie,5,1
2019,jour.1024955,BMC Pulmonary Medicine,5,1
2020,jour.1032123,Philosophical Transactions of the Royal Society B Biological Sciences,5,1
2021,jour.1024955,BMC Pulmonary Medicine,5,1
2020,jour.1358850,International Journal of Bipolar Disorders,5,1
2021,jour.1029997,Genes Brain & Behavior,5,1
2018,jour.1119336,Prostate Cancer and Prostatic Diseases,5,2
2019,jour.1094057,Journal of Cardiovascular Electrophysiology,5,2
2020,jour.1077134,The Journal of Immunology,5,1
2021,jour.1089577,Nutrition and Cancer,5,1
2020,jour.1319529,Journal for the Measurement of Physical Behaviour,5,2
2018,jour.1100814,Annals of Epidemiology,5,2
2018,jour.1358076,Oral Oncology,5,2
2021,jour.1053283,SSM - Population Health,5,2
2019,jour.1101692,Cellular Physiology and Biochemistry,5,2
2018,jour.1320608,Human Genome Variation,5,3
2020,jour.1097311,European Journal of Vascular and Endovascular Surgery,5,1
2018,jour.1044626,Journal of Community Genetics,4,2
2021,jour.1047386,European Heart Journal Acute Cardiovascular Care,4,1
2021,jour.1021897,Current Atherosclerosis Reports,4,1
2019,jour.1102827,Statistical Methods in Medical Research,4,2
2021,jour.1381437,Cell Reports Medicine,4,3
2018,jour.1099565,Journal of Aging and Health,4,2
2020,jour.1011329,Hormone and Metabolic Research,4,3
2019,jour.1017337,Comprehensive Psychiatry,4,2
2019,jour.1327417,BMC Health Services Research,4,1
2019,jour.1084901,Gerontology,4,1
2021,jour.1086465,Histopathology,4,2
2018,jour.1084901,Gerontology,4,1
2019,jour.1377388,The Lancet Rheumatology,4,1
2019,jour.1092624,Journal of Neuro-Ophthalmology,4,2
2020,jour.1115542,The Oncologist,4,3
2019,jour.1032566,Clinical Proteomics,4,2
2021,jour.1032566,Clinical Proteomics,4,1
2018,jour.1022914,Genes & Immunity,4,2
2018,jour.1042492,mBio,4,2
2021,jour.1057026,The Annals of Thoracic Surgery,4,2
2018,jour.1016817,World Neurosurgery,4,1
2021,jour.1084901,Gerontology,4,1
2021,jour.1381419,Exploration of Medicine,4,2
2019,jour.1098633,Molecular Carcinogenesis,4,1
2021,jour.1098046,Environmental Pollution,4,4
2019,jour.1096170,Disease Markers,4,3
2020,jour.1037522,Journal of Clinical Hypertension,4,2
2018,jour.1036809,International Journal of Chronic Obstructive Pulmonary Disease,4,2
2018,jour.1045540,Nutrition & Diabetes,4,3
2018,jour.1044057,Diabetes Therapy,4,1
2021,jour.1021880,Pharmacogenomics,4,1
2021,jour.1095828,Pediatric Pulmonology,4,1
2021,jour.1032825,World Psychiatry,4,1
2019,jour.1022914,Genes & Immunity,4,1
2018,jour.1044677,Pregnancy Hypertension,4,3
2018,jour.1023705,Heart Lung and Circulation,4,3
2018,jour.1019560,Annals of Human Genetics,4,2
2020,jour.1112196,Reproductive Sciences,4,1
2020,jour.1327417,BMC Health Services Research,4,2
2019,jour.1045297,Der Diabetologe,4,1
2020,jour.1284437,Nature Biomedical Engineering,4,1
2019,jour.1021589,Journal of Molecular Diagnostics,4,2
2021,jour.1115542,The Oncologist,4,1
2019,jour.1044626,Journal of Community Genetics,4,2
2021,jour.1101270,Pediatric Allergy and Immunology,4,3
2020,jour.1032825,World Psychiatry,4,1
2019,jour.1379158,Complex Psychiatry,4,1
2019,jour.1117117,Journal of American Association for Pediatric Ophthalmology and Strabismus,4,1
2019,jour.1020976,Neoplasia,4,3
2019,jour.1036451,Radiation Oncology,4,2
2019,jour.1095828,Pediatric Pulmonology,4,3
2018,jour.1022266,Annual Review of Genomics and Human Genetics,4,2
2019,jour.1021880,Pharmacogenomics,4,1
2019,jour.1398036,Epidemiology and Psychiatric Sciences,4,1
2019,jour.1024634,BMC Ophthalmology,4,1
2018,jour.1327616,European Urology Oncology,4,1
2019,jour.1092815,Cerebrovascular and Brain Metabolism Reviews,4,1
2018,jour.1399755,Scandinavian Journal of Rheumatology,4,1
2019,jour.1086465,Histopathology,4,1
2021,jour.1030970,European Journal of Sport Science,4,1
2019,jour.1044057,Diabetes Therapy,4,1
2018,jour.1046719,Molecular Therapy - Nucleic Acids,4,3
2021,jour.1086756,Gene,4,1
2020,jour.1040037,Clinical and Translational Science,4,1
2020,jour.1009673,Cancer Science,4,1
2019,jour.1024950,BMC Neurology,4,1
2019,jour.1021897,Current Atherosclerosis Reports,4,2
2021,jour.1052304,European Urology Focus,4,1
2019,jour.1284397,The Journal of Applied Laboratory Medicine,4,3
2019,jour.1031526,Current Vascular Pharmacology,4,4
2018,jour.1112196,Reproductive Sciences,4,3
2018,jour.1015398,Zeitschrift für Geburtshilfe und Neonatologie,4,1
2020,jour.1044057,Diabetes Therapy,4,2
2021,jour.1297400,Trials,4,1
2018,jour.1024635,BMC Pediatrics,4,1
2019,jour.1327616,European Urology Oncology,4,2
2019,jour.1084398,"Scandinavian Journal of Work, Environment & Health",4,1
2018,jour.1039060,Forensic Science International Genetics,4,1
2019,jour.1103473,Supportive Care in Cancer,4,1
2021,jour.1297499,Arthritis Research & Therapy,4,2
2019,jour.1052304,European Urology Focus,4,1
2020,jour.1021880,Pharmacogenomics,4,2
2021,jour.1084398,"Scandinavian Journal of Work, Environment & Health",4,1
2020,jour.1099482,Development and Psychopathology,4,1
2019,jour.1113955,Fish & Shellfish Immunology,4,2
2021,jour.1045297,Der Diabetologe,4,2
2019,jour.1011329,Hormone and Metabolic Research,4,1
2020,jour.1096170,Disease Markers,4,1
2019,jour.1097576,Cardiovascular Drugs and Therapy,4,2
2019,jour.1036809,International Journal of Chronic Obstructive Pulmonary Disease,4,2
2020,jour.1114775,Clinical Microbiology and Infection,4,2
2019,jour.1016817,World Neurosurgery,4,1
2021,jour.1089092,Læknablaðið,4,2
2021,jour.1295016,Internal and Emergency Medicine,4,4
2020,jour.1052524,Antioxidants,4,3
2021,jour.1102827,Statistical Methods in Medical Research,4,1
2019,jour.1313351,Transfusion,4,1
2020,jour.1024634,BMC Ophthalmology,4,1
2021,jour.1009673,Cancer Science,4,1
2020,jour.1088396,Journal of Endocrinological Investigation,4,1
2020,jour.1021589,Journal of Molecular Diagnostics,4,1
2021,jour.1114775,Clinical Microbiology and Infection,4,1
2020,jour.1051822,npj Schizophrenia,4,2
2018,jour.1008793,Transplantation,4,2
2019,jour.1099681,American Journal of Human Biology,4,1
2018,jour.1027092,Experimental Biology and Medicine,4,1
2018,jour.1091415,Personality and Individual Differences,4,3
2020,jour.1099681,American Journal of Human Biology,4,3
2019,jour.1319114,Life Science Alliance,4,1
2020,jour.1015398,Zeitschrift für Geburtshilfe und Neonatologie,4,2
2019,jour.1017078,Biophysical Journal,4,1
2021,jour.1027092,Experimental Biology and Medicine,4,3
2018,jour.1057026,The Annals of Thoracic Surgery,4,1
2020,jour.1103473,Supportive Care in Cancer,4,1
2020,jour.1031390,Cancer Research and Treatment,4,1
2020,jour.1098445,Diseases of the Esophagus,4,1
2021,jour.1398036,Epidemiology and Psychiatric Sciences,4,1
2018,jour.1089092,Læknablaðið,4,1
2021,jour.1016379,Health & Place,4,2
2020,jour.1036451,Radiation Oncology,4,1
2021,jour.1020976,Neoplasia,4,1
2020,jour.1045297,Der Diabetologe,4,1
2021,jour.1099482,Development and Psychopathology,4,1
2018,jour.1297394,JAMA Pediatrics,4,1
2019,jour.1019560,Annals of Human Genetics,4,2
2018,jour.1099482,Development and Psychopathology,4,2
2018,jour.1034398,Journal of Sexual Medicine,4,3
2020,jour.1099565,Journal of Aging and Health,4,1
2018,jour.1101581,Journal of Stroke and Cerebrovascular Diseases,4,1
2018,jour.1102827,Statistical Methods in Medical Research,4,1
2021,jour.1284335,Science Immunology,4,3
2018,jour.1024634,BMC Ophthalmology,4,1
2020,jour.1117117,Journal of American Association for Pediatric Ophthalmology and Strabismus,4,1
2019,jour.1016766,Hormone Research in Paediatrics,4,2
2020,jour.1030970,European Journal of Sport Science,4,2
2018,jour.1037522,Journal of Clinical Hypertension,4,2
2021,jour.1055382,Clinica Chimica Acta,4,2
2019,jour.1284437,Nature Biomedical Engineering,4,2
2019,jour.1015398,Zeitschrift für Geburtshilfe und Neonatologie,4,1
2021,jour.1052524,Antioxidants,4,1
2018,jour.1284437,Nature Biomedical Engineering,4,1
2018,jour.1297499,Arthritis Research & Therapy,4,2
2019,jour.1098241,In Vivo,4,1
2021,jour.1039060,Forensic Science International Genetics,4,1
2019,jour.1099565,Journal of Aging and Health,4,1
2020,jour.1381515,Schizophrenia Bulletin Open,4,1
2018,jour.1051822,npj Schizophrenia,4,1
2020,jour.1052304,European Urology Focus,4,1
2019,jour.1055382,Clinica Chimica Acta,4,1
2020,jour.1022914,Genes & Immunity,4,1
2020,jour.1016379,Health & Place,4,1
2018,jour.1081605,The Journal of Rheumatology,4,1
2019,jour.1295039,JAIDS Journal of Acquired Immune Deficiency Syndromes,4,1
2020,jour.1381437,Cell Reports Medicine,4,1
2019,jour.1051822,npj Schizophrenia,4,1
2020,jour.1113955,Fish & Shellfish Immunology,4,1
2019,jour.1088396,Journal of Endocrinological Investigation,4,1
2018,jour.1036451,Radiation Oncology,4,1
2020,jour.1295039,JAIDS Journal of Acquired Immune Deficiency Syndromes,4,1
2019,jour.1234678,Progress in Biomedical Optics and Imaging,4,2
2020,jour.1398036,Epidemiology and Psychiatric Sciences,4,2
2020,jour.1313351,Transfusion,4,1
2019,jour.1092504,European Journal of Radiology,4,1
2020,jour.1284335,Science Immunology,4,1
2020,jour.1084398,"Scandinavian Journal of Work, Environment & Health",4,1
2018,jour.1313351,Transfusion,4,2
2020,jour.1024635,BMC Pediatrics,4,2
2021,jour.1100531,Current Opinion in Ophthalmology,4,1
2020,jour.1381453,Patterns,4,1
2020,jour.1092624,Journal of Neuro-Ophthalmology,4,1
2020,jour.1045540,Nutrition & Diabetes,4,1
2020,jour.1034575,European Journal of Ageing,4,1
2020,jour.1023705,Heart Lung and Circulation,4,1
2018,jour.1009673,Cancer Science,4,2
2019,jour.1034607,Diabetes and Vascular Disease Research,4,4
2021,jour.1327417,BMC Health Services Research,4,1
2018,jour.1084398,"Scandinavian Journal of Work, Environment & Health",4,1
2019,jour.1044677,Pregnancy Hypertension,4,1
2019,jour.1032825,World Psychiatry,4,1
2019,jour.1022266,Annual Review of Genomics and Human Genetics,4,2
2020,jour.1319114,Life Science Alliance,4,1
2021,jour.1113955,Fish & Shellfish Immunology,4,1
2021,jour.1117117,Journal of American Association for Pediatric Ophthalmology and Strabismus,4,2
2018,jour.1295039,JAIDS Journal of Acquired Immune Deficiency Syndromes,4,2
2020,jour.1284397,The Journal of Applied Laboratory Medicine,4,1
2021,jour.1024950,BMC Neurology,4,1
2021,jour.1040543,Journal of Neurodevelopmental Disorders,4,2
2020,jour.1381419,Exploration of Medicine,4,2
2019,jour.1030970,European Journal of Sport Science,4,1
2019,jour.1297394,JAMA Pediatrics,4,2
2018,jour.1031390,Cancer Research and Treatment,4,3
2018,jour.1055382,Clinica Chimica Acta,4,1
2018,jour.1032825,World Psychiatry,4,1
2019,jour.1081605,The Journal of Rheumatology,4,3
2021,jour.1379158,Complex Psychiatry,4,2
2021,jour.1040037,Clinical and Translational Science,4,2
2021,jour.1034575,European Journal of Ageing,4,2
2021,jour.1092815,Cerebrovascular and Brain Metabolism Reviews,4,1
2021,jour.1017078,Biophysical Journal,4,1
2020,jour.1008793,Transplantation,4,2
2018,jour.1101270,Pediatric Allergy and Immunology,4,1
2019,jour.1101581,Journal of Stroke and Cerebrovascular Diseases,4,1
2019,jour.1028525,Respiratory Research,4,1
2018,jour.1034575,European Journal of Ageing,4,1
2021,jour.1392529,Journal of Affective Disorders Reports,4,4
2020,jour.1098633,Molecular Carcinogenesis,4,1
2021,jour.1399755,Scandinavian Journal of Rheumatology,4,3
2018,jour.1319875,International Journal of Circumpolar Health,4,2
2018,jour.1017078,Biophysical Journal,4,2
2021,jour.1098445,Diseases of the Esophagus,4,1
2020,jour.1298450,The Lancet Planetary Health,4,2
2021,jour.1112251,Endocrine,4,1
2020,jour.1057026,The Annals of Thoracic Surgery,4,1
2021,jour.1381453,Patterns,4,3
2020,jour.1084901,Gerontology,4,1
2019,jour.1098445,Diseases of the Esophagus,4,2
2018,jour.1017337,Comprehensive Psychiatry,4,2
2021,jour.1046719,Molecular Therapy - Nucleic Acids,4,1
2018,jour.1088396,Journal of Endocrinological Investigation,4,2
2021,jour.1103473,Supportive Care in Cancer,4,1
2021,jour.1097576,Cardiovascular Drugs and Therapy,4,1
2019,jour.1294997,JDDG Journal der Deutschen Dermatologischen Gesellschaft,4,2
2020,jour.1042492,mBio,4,2
2018,jour.1017088,CA A Cancer Journal for Clinicians,4,2
2020,jour.1098241,In Vivo,4,3
2018,jour.1086756,Gene,4,1
2020,jour.1112251,Endocrine,4,2
2020,jour.1092504,European Journal of Radiology,4,2
2021,jour.1234678,Progress in Biomedical Optics and Imaging,4,2
2021,jour.1024635,BMC Pediatrics,4,1
2019,jour.1016379,Health & Place,4,1
2019,jour.1040543,Journal of Neurodevelopmental Disorders,4,1
2018,jour.1032566,Clinical Proteomics,4,1
2020,jour.1017088,CA A Cancer Journal for Clinicians,4,2
2018,jour.1021897,Current Atherosclerosis Reports,4,1
2018,jour.1024950,BMC Neurology,4,1
2020,jour.1100487,Current Opinion in Lipidology,4,1
2018,jour.1103473,Supportive Care in Cancer,4,1
2020,jour.1100531,Current Opinion in Ophthalmology,4,3
2021,jour.1319875,International Journal of Circumpolar Health,4,2
2021,jour.1381515,Schizophrenia Bulletin Open,4,3
2020,jour.1297400,Trials,4,3
2020,jour.1034398,Journal of Sexual Medicine,4,1
2018,jour.1040543,Journal of Neurodevelopmental Disorders,4,1
2018,jour.1028525,Respiratory Research,4,2
2018,jour.1098633,Molecular Carcinogenesis,4,2
2020,jour.1101581,Journal of Stroke and Cerebrovascular Diseases,4,2
2021,jour.1016766,Hormone Research in Paediatrics,4,1
2021,jour.1021589,Journal of Molecular Diagnostics,4,1
2020,jour.1024950,BMC Neurology,4,1
2019,jour.1039060,Forensic Science International Genetics,4,2
2020,jour.1086756,Gene,4,2
2020,jour.1091415,Personality and Individual Differences,4,1
2018,jour.1016766,Hormone Research in Paediatrics,4,1
2018,jour.1052304,European Urology Focus,4,1
2020,jour.1018430,Experimental Hematology,4,4
2021,jour.1298450,The Lancet Planetary Health,4,2
2020,jour.1377388,The Lancet Rheumatology,4,3
2021,jour.1319114,Life Science Alliance,4,2
2020,jour.1028525,Respiratory Research,4,1
2020,jour.1379158,Complex Psychiatry,4,1
2018,jour.1114775,Clinical Microbiology and Infection,4,1
2020,jour.1086465,Histopathology,4,1
2019,jour.1089092,Læknablaðið,4,1
2020,jour.1297394,JAMA Pediatrics,4,1
2018,jour.1092504,European Journal of Radiology,4,1
2018,jour.1097576,Cardiovascular Drugs and Therapy,4,1
2018,jour.1092815,Cerebrovascular and Brain Metabolism Reviews,4,2
2019,jour.1040037,Clinical and Translational Science,4,1
2021,jour.1294997,JDDG Journal der Deutschen Dermatologischen Gesellschaft,4,2
2021,jour.1016817,World Neurosurgery,4,2
2021,jour.1327616,European Urology Oncology,4,1
2018,jour.1092624,Journal of Neuro-Ophthalmology,4,1
2021,jour.1024634,BMC Ophthalmology,4,1
2020,jour.1047386,European Heart Journal Acute Cardiovascular Care,4,3
2018,jour.1100487,Current Opinion in Lipidology,4,3
2018,jour.1112251,Endocrine,4,1
2019,jour.1100504,Dementia and Geriatric Cognitive Disorders,3,1
2019,jour.1046377,Biology Open,3,1
2019,jour.1098265,Journal of Trace Elements in Medicine and Biology,3,1
2019,jour.1100399,Leukemia & Lymphoma,3,1
2019,jour.1013672,International Journal of Legal Medicine,3,1
2019,jour.1014208,Developmental Psychology,3,1
2019,jour.1044602,Journal of Oral Microbiology,3,2
2018,jour.1118252,Journal of Clinical Densitometry,3,3
2019,jour.1051957,Molecular Case Studies,3,2
2019,jour.1096383,Journal of Gastroenterology and Hepatology,3,2
2019,jour.1101367,Ultrasound in Obstetrics and Gynecology,3,1
2018,jour.1111958,Progress in Retinal and Eye Research,3,1
2018,jour.1093313,Health Psychology,3,2
2018,jour.1077137,Journal of Bacteriology,3,2
2018,jour.1319872,International Journal of Medical Microbiology,3,3
2019,jour.1111851,Journal of the American Medical Informatics Association,3,1
2018,jour.1023735,Science Signaling,3,2
2019,jour.1381025,SocArXiv,3,1
2019,jour.1017225,Annals of Surgery,3,2
2018,jour.1040229,Frontiers in Behavioral Neuroscience,3,3
2018,jour.1025004,American Journal of Transplantation,3,3
2018,jour.1038584,International Journal of Public Health,3,1
2018,jour.1039795,Obesity Facts,3,1
2019,jour.1087555,Neurosurgery,3,2
2018,jour.1016914,Acta Dermato Venereologica,3,1
2018,jour.1039507,Journal of Breath Research,3,1
2019,jour.1050825,The Lancet Haematology,3,1
2019,jour.1021344,Nature Cell Biology,3,1
2018,jour.1031993,Zeitschrift für Palliativmedizin,3,1
2019,jour.1017399,Child Development,3,1
2018,jour.1294902,Otology & Neurotology,3,1
2018,jour.1012008,Journal of Geriatric Psychiatry and Neurology,3,1
2018,jour.1037994,PLOS Neglected Tropical Diseases,3,2
2018,jour.1047335,Journal of Nutritional Science,3,1
2018,jour.1012720,Journal of Public Health,3,1
2018,jour.1103272,Neurology Psychiatry and Brain Research,3,3
2018,jour.1039363,Ecancermedicalscience,3,3
2019,jour.1093313,Health Psychology,3,1
2018,jour.1284474,Nature Ecology & Evolution,3,1
2018,jour.1013580,European Journal of Clinical Investigation,3,1
2018,jour.1013819,International Archives of Occupational and Environmental Health,3,1
2018,jour.1114878,European Journal of Medical Research,3,1
2018,jour.1086342,Journal of Psychiatry and Neuroscience,3,2
2018,jour.1057714,Journal of Paediatrics and Child Health,3,1
2019,jour.1094059,Diagnostic Microbiology and Infectious Disease,3,1
2019,jour.1052395,eNeurologicalSci,3,2
2018,jour.1101366,Trends in Cardiovascular Medicine,3,1
2018,jour.1100229,European Journal of Internal Medicine,3,2
2018,jour.1044602,Journal of Oral Microbiology,3,1
2018,jour.1100382,Current Opinion in Obstetrics & Gynecology,3,1
2018,jour.1358114,British Journal of Radiology,3,2
2018,jour.1006373,Scandinavian Journal of Gastroenterology,3,2
2018,jour.1094724,Vaccine,3,2
2018,jour.1117349,Medical Image Analysis,3,1
2018,jour.1039677,JACC Cardiovascular Interventions,3,1
2018,jour.1137570,Psychiatry Research Neuroimaging,3,1
2019,jour.1094744,Journal of Vascular Surgery,3,2
2019,jour.1092695,Obstetric Anesthesia Digest,3,1
2018,jour.1017399,Child Development,3,1
2018,jour.1371465,Healthcare,3,2
2019,jour.1012399,Hormones and Behavior,3,1
2018,jour.1085620,American Journal of Hematology,3,1
2018,jour.1115624,Medical Science Monitor,3,1
2018,jour.1019138,Tidsskrift for Den norske legeforening,3,1
2018,jour.1106202,Journal of Nuclear Cardiology,3,1
2018,jour.1031884,Economics & Human Biology,3,1
2018,jour.1037294,Genes & Nutrition,3,1
2019,jour.1050839,Preventive Medicine Reports,3,1
2018,jour.1100504,Dementia and Geriatric Cognitive Disorders,3,1
2018,jour.1115748,Vascular Medicine,3,3
2018,jour.1092695,Obstetric Anesthesia Digest,3,1
2019,jour.1117761,European Journal of Pain,3,1
2018,jour.1284522,Birth Defects Research,3,1
2018,jour.1101367,Ultrasound in Obstetrics and Gynecology,3,1
2018,jour.1297376,Digestive and Liver Disease,3,3
2018,jour.1312201,Journal of Human Nutrition and Dietetics,3,1
2018,jour.1051859,The Journal of Pathology Clinical Research,3,2
2019,jour.1284522,Birth Defects Research,3,1
2019,jour.1101327,Journal of Investigational Allergology and Clinical Immunology,3,1
2018,jour.1297149,Contemporary Clinical Trials,3,2
2019,jour.1084818,Vascular Pharmacology,3,2
2018,jour.1299718,Gates Open Research,3,1
2018,jour.1049791,Meta Gene,3,1
2018,jour.1084384,Journal of Endodontics,3,1
2018,jour.1327425,Environmental Health,3,3
2019,jour.1018130,American Journal of Physical Anthropology,3,1
2018,jour.1049691,Current Epidemiology Reports,3,2
2018,jour.1119339,Biological Research For Nursing,3,2
2018,jour.1035557,EuroIntervention,3,2
2019,jour.1115906,Acta Neuropsychiatrica,3,1
2018,jour.1034700,Journal of Minimally Invasive Gynecology,3,1
2018,jour.1033329,Preventing Chronic Disease,3,1
2018,jour.1039921,Epigenetics & Chromatin,3,2
2018,jour.1115906,Acta Neuropsychiatrica,3,1
2019,jour.1039921,Epigenetics & Chromatin,3,1
2018,jour.1312066,AJP Gastrointestinal and Liver Physiology,3,1
2018,jour.1107753,Cell Research,3,1
2018,jour.1045773,OncoImmunology,3,2
2018,jour.1051102,Cellular and Molecular Gastroenterology and Hepatology,3,1
2018,jour.1021979,International Journal of Hygiene and Environmental Health,3,2
2018,jour.1096383,Journal of Gastroenterology and Hepatology,3,1
