aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,,,,,"Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1099876841,ur.01117072553.44,Annette,Peters
,,,,,"Central Hospital of Southern Ostrobothnia, Seinäjoki, Finland",,,pub.1099876841,ur.0737527073.07,Hannu,Puolijoki
,,,,,"Centre for Non-Communicable Diseases, Karachi, Pakistan",,,pub.1099876841,ur.016255466273.32,Asif,Rasheed
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1099876841,ur.01266053113.52,John D.,Rioux
,,,,,"NHS Blood and Transplant–Oxford Centre, Oxford, UK",,,pub.1099876841,ur.01154507440.57,David J.,Roberts
,,,,,"Centre for Non-Communicable Diseases, Karachi, Pakistan",,,pub.1099876841,ur.0770340363.50,Danish,Saleheen
,,,,,"Department of Cardiovascular Sciences, University of Leicester, Glenfield Hospital, Leicester, UK",,,pub.1099876841,ur.0606704334.54,Nilesh J.,Samani
,,,,,"OmicSoft at Qiagen Company, Cary, NC, USA",,,pub.1099876841,ur.013463645004.43,Andrew J.,Slater
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1099876841,ur.0723426172.10,Kari,Stefansson
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1099876841,ur.01165442252.60,Valgerdur,Steinthorsdottir
,,,,,"Institute of Genetic Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1099876841,ur.01352171051.53,Konstantin,Strauch
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1099876841,ur.0706115602.32,Jean-Claude,Tardif
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1099876841,ur.01247426430.47,Gudmar,Thorleifsson
,,,,,"deCODE Genetics/Amgen, Inc., Reykjavik, Iceland",,,pub.1099876841,ur.01277776417.51,Unnur,Thorsteinsdottir
,,,,,"Anogia Medical Centre, Anogia, Greece",,,pub.1099876841,ur.01356227124.82,Emmanouil,Tsafantakis
,,,,,"Department of Clinical Biochemistry, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1099876841,ur.01111064510.47,Anne,Tybjaerg-Hansen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1099876841,ur.0646101614.57,Anette,Varbo
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1099876841,ur.01155064273.68,Guillaume,Lettre
,,,,,"Department of Epidemiology and Carolina Center of Genome Sciences, Chapel Hill, NC, USA",,,pub.1099876841,ur.011405001662.87,Kari E.,North
,,,,,"Centre for Genomic and Experimental Medicine, MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, Edinburgh, UK",,,pub.1099694594,ur.01345057751.89,Sarah E.,Harris
,,,,,"Centre for Genomic and Experimental Medicine, MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, Edinburgh, UK",,,pub.1099694594,ur.01157127535.80,Riccardo E.,Marioni
,,,,,"Department of the Diagnostic Genomics Laboratory, PathWest Laboratory Medicine, Queen Elizabeth II Medical Centre, Nedlands, Western Australia, Australia",,,pub.1099864983,,John,Beilby
,,,,,"Copenhagen Prospective Studies on Asthma in Childhood, Herlev and Gentofte Hospital, University of Copenhagen, Copenhagen, Denmark",,,pub.1099864983,ur.0713540153.74,Hans,Bisgaard
,,,,,"Copenhagen Prospective Studies on Asthma in Childhood, Herlev and Gentofte Hospital, University of Copenhagen, Copenhagen, Denmark",,,pub.1099864983,ur.0751271413.44,Klaus,Bønnelykke
,,,,,"University of Leicester, Institute for Lung Health, Glenfield Hospital, Leicester, UK",,,pub.1099864983,,Christopher E.,Brightling
,,,,,"Institute of Epidemiology I, Helmholtz Zentrum München, German Research Centre for Environmental Health, Neuherberg, Germany",,,pub.1099864983,ur.0756503705.63,Joachim,Heinrich
,,,,,"AbbVie Inc., Redwood City, CA, USA",,,pub.1099864983,ur.01313030250.72,Thomas J.,Hudson
,,,,,"Department of the Diagnostic Genomics Laboratory, PathWest Laboratory Medicine, Queen Elizabeth II Medical Centre, Nedlands, Western Australia, Australia",,,pub.1099864983,,Jennie,Hui
,,,,,"Busselton Population Medical Research Institute, Perth, Western Australia, Australia",,,pub.1099864983,,Jennie,Hui
,,,,,"Copenhagen Prospective Studies on Asthma in Childhood, Herlev and Gentofte Hospital, University of Copenhagen, Copenhagen, Denmark",,,pub.1099864983,ur.014422143347.00,Eskil,Kreiner
,,,,,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,pub.1099864983,,Michiaki,Kubo
,,,,,"Département des Sciences Fondamentales, Université du Québec à Chicoutimi, Chicoutimi, Quebec, Canada",,,pub.1099864983,ur.0710777406.81,Catherine,Laprise
,,,,,"Centre de Santé et de Services Sociaux du Saguenay-Lac-Saint-Jean, Saguenay, QC, Canada",,,pub.1099864983,ur.0710777406.81,Catherine,Laprise
,,,,,"National Institute of Environmental Health Sciences, National Institutes of Health, Department of Health and Human Services, Research Triangle Park, NC, USA",,,pub.1099864983,ur.01050473341.88,Stephanie J.,London
,,,,,"University Medical Center Groningen, Department of Pulmonology, University of Groningen, Groningen, The Netherlands",,,pub.1099864983,ur.015637651224.30,Maartje A. E.,Nieuwenhuis
,,,,,"University Medical Center Groningen, Department of Pulmonology, University of Groningen, Groningen, The Netherlands",,,pub.1099864983,ur.01314503456.82,Dirkje S.,Postma
,,,,,"Hubert Department of Global Health, Mory University, Atlanta, GA, USA",,,pub.1099864983,ur.01240152636.23,Isabelle,Romieu
,,,,,"Department of Psychiatry, Kern Medical, Bakersfield, CA, USA",,,pub.1099864983,ur.0774644674.59,Muhammad T.,Salam
,,,,,"Institute of Epidemiology I, Helmholtz Zentrum München, German Research Centre for Environmental Health, Neuherberg, Germany",,,pub.1099864983,ur.0640336226.50,Marie,Standl
,,,,,"Netherlands Healthcare Inspectorate, The Hague, The Netherlands",,,pub.1099864983,ur.010215434735.69,Bruno H.,Stricker
,,,,,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,pub.1099864983,,Atsushi,Takahashi
,,,,,"Institute of Epidemiology I, Helmholtz Zentrum München, German Research Centre for Environmental Health, Neuherberg, Germany",,,pub.1099864983,ur.0724443352.04,Carla M. T.,Tiesler
,,,,,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,pub.1099864983,ur.013516116052.47,Tatsuhiko,Tsunoda
,,,,,"Copenhagen Prospective Studies on Asthma in Childhood, Herlev and Gentofte Hospital, University of Copenhagen, Copenhagen, Denmark",,,pub.1099864983,,Johannes,Waage
,,,,,"Departments of Statistics, Human Genetics and Medicine, Section of Genetic Medicine, University of Chicago, Chicago, IL, USA",,,pub.1099864983,ur.0621721526.17,Dan L.,Nicolae
,,,,,"Sanofi Genzyme, Waltham, MA, USA",,,pub.1092999921,ur.01202635737.15,Yupeng,Zheng
,,,,,"Weill Graduate School of Medical Sciences at Cornell University/The Rockefeller University/Sloan Kettering Institute Tri-Institutional MD–PhD Program, New York, NY, USA",,,pub.1093148747,ur.01177146154.31,Nipun,Verma
,,,,,"Department of Chemistry, Department of Biochemistry and Molecular Biology, Institute for Biophysical Dynamics, Howard Hughes Medical Institute, University of Chicago, Chicago, IL, USA",,,pub.1093148747,ur.0625413427.66,Louis C.,Doré
,,,,,"Weill Graduate School of Medical Sciences at Cornell University/The Rockefeller University/Sloan Kettering Institute Tri-Institutional MD–PhD Program, New York, NY, USA",,,pub.1093148747,ur.01015166243.76,Bobbie,Pelham-Webb
,,,,,"Department of Chemistry, Department of Biochemistry and Molecular Biology, Institute for Biophysical Dynamics, Howard Hughes Medical Institute, University of Chicago, Chicago, IL, USA",,,pub.1093148747,ur.012740030027.82,Chuan,He
,,,,,"Massachusetts General Hospital Cancer Center, Harvard Medical School, Charlestown, MA, USA",,,pub.1099693176,ur.0716151011.14,Hongshan,Guo
,,,,,"Beijing Key Laboratory of Reproductive Endocrinology and Assisted Reproductive Technology, Beijing, China",,,pub.1099693176,ur.0601722411.40,Liying,Yan
,,,,,"Beijing Key Laboratory of Reproductive Endocrinology and Assisted Reproductive Technology, Beijing, China",,,pub.1099693176,ur.01174707054.04,Jie,Qiao
,,,,,"Clinic for Pediatric Allergy, Experimental and Clinical Research Center of Charité Universitätsmedizin Berlin and Max Delbrück Center, Berlin, Germany.",,,pub.1092440095,ur.0662647227.00,Ingo,Marenholz
,,,,,"Clinic for Pediatric Allergy, Experimental and Clinical Research Center of Charité Universitätsmedizin Berlin and Max Delbrück Center, Berlin, Germany.",,,pub.1092440095,ur.0614534027.57,Jorge,Esparza-Gordillo
,,,,,"Clinic for Pediatric Allergy, Experimental and Clinical Research Center of Charité Universitätsmedizin Berlin and Max Delbrück Center, Berlin, Germany.",,,pub.1092440095,ur.010627532177.01,Sarah,Grosche
,,,,,"Institute for Respiratory Health, Harry Perkins Institute of Medical Research, University of Western Australia, Nedlands, Western Australia, Australia.",,,pub.1092440095,ur.016126045277.65,Philip J,Thompson
,,,,,"Department of Dermatology and Allergology, University Hospital Bonn, Bonn, Germany.",,,pub.1092440095,,Natalija,Novak
,,,,,"Comprehensive Pneumology Center Munich (CPC-M), Member of the German Center for Lung Research, Munich, Germany.",,,pub.1092440095,ur.0637527306.80,Holger,Schulz
,,,,,"Comprehensive Pneumology Center Munich (CPC-M), Member of the German Center for Lung Research, Munich, Germany.",,,pub.1092440095,ur.0721677441.98,Stefan,Karrasch
,,,,,"Research Unit of Molecular Epidemiology and Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany.",,,pub.1092440095,,Christian,Gieger
,,,,,"Institute of Genetic Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany.",,,pub.1092440095,ur.01352171051.53,Konstantin,Strauch
,,,,,"Clinic for Pediatric Allergy, Experimental and Clinical Research Center of Charité Universitätsmedizin Berlin and Max Delbrück Center, Berlin, Germany.",,,pub.1092440095,,Young-Ae,Lee
,,,,,"R&D Department, Quantitative Genomic Medicine Laboratories (qGenomics), Barcelona, Spain.",,,pub.1092547797,ur.012707562727.57,Silvia,Carbonell
,,,,,"Department of Medicine, Division of Genetics, Brigham and Women's Hospital/Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1092549266,ur.01172110650.60,Donate,Weghorn
,,,,,"Department of Medicine, Division of Genetics, Brigham and Women's Hospital/Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1092549266,ur.01310516710.30,Shamil,Sunyaev
,,,,,"Division of Infectious Diseases, Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1092233970,ur.013770616443.83,David,Skurnik
,,,,,"Massachusetts Technology and Analytics, Brookline, Massachusetts, USA.",,,pub.1092233970,ur.013770616443.83,David,Skurnik
,,,,,"Department of Microbiology, Necker Hospital, University Paris-Descartes, Paris, France",,,pub.1092233970,ur.013770616443.83,David,Skurnik
,,,,,"Center for Gastrointestinal Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1092233970,ur.01076313145.88,Brian,Wolpin
,,,,,"Center for Cancer Epidemiology and Prevention, University of Chicago, Chicago, Illinois, USA.",,,pub.1092350084,ur.016706250177.36,Habibul,Ahsan
,,,,,"Department of Clinical Genetics, Helsinki University Hospital, University of Helsinki, Helsinki, Finland.",,,pub.1092350084,ur.011244561005.36,Kristiina,Aittomäki
,,,,,"N.N. Alexandrov Research Institute of Oncology and Medical Radiology, Minsk, Belarus.",,,pub.1092350084,ur.01221246056.19,Natalia N,Antonenkova
,,,,,"Institute of Clinical Molecular Biology / Department of Gynecology and Obstetrics, University Hospital of Schleswig-Holstein, Campus Kiel, Christian-Albrechts University Kiel, Kiel, Germany.",,,pub.1092350084,,Norbert,Arnold
,,,,,"Department of Gynaecology and Obstetrics, University Hospital Erlangen, Friedrich Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-EMN, Erlangen, Germany.",,,pub.1092350084,,Matthias W,Beckmann
,,,,,"Université Clermont Auvergne, INSERM, U1240, Imagerie Moléculaire et Stratégies Théranostiques, Centre Jean Perrin, Clermont-Ferrand, France.",,,pub.1092350084,ur.0734472562.93,Yves-Jean,Bignon
,,,,,"Department of Oncology, Helsinki University Hospital, University of Helsinki, Helsinki, Finland.",,,pub.1092350084,ur.01366662541.49,Carl,Blomqvist
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1092350084,ur.015712000437.30,William,Blot
,,,,,"N.N. Alexandrov Research Institute of Oncology and Medical Radiology, Minsk, Belarus.",,,pub.1092350084,ur.07706004704.87,Natalia V,Bogdanova
,,,,,"Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark.",,,pub.1092350084,ur.01043635414.51,Stig E,Bojesen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark.",,,pub.1092350084,ur.01043635414.51,Stig E,Bojesen
,,,,,"Department of Medicine, Abramson Cancer Center, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",,,pub.1092350084,ur.014560325653.59,Angela R,Bradbury
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1092350084,ur.016617734537.91,Qiuyin,Cai
,,,,,"Oncology and Genetics Unit, Instituto de Investigación Biomédica (IBI) de Orense-Pontevedra-Vigo, Xerencia de Xestión Integrada de Vigo, Servizo Galego de Saúde SERGAS, Vigo, Spain.",,,pub.1092350084,ur.0632020004.57,J Esteban,Castelao
,,,,,"Department of Medicine, Abramson Cancer Center, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",,,pub.1092350084,ur.014711102245.73,Susan M,Domchek
,,,,,"Department of Oncology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.",,,pub.1092350084,ur.01120222461.92,Bent,Ejlertsen
,,,,,"Institute of Human Genetics, University Hospital Erlangen, Friedrich Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-EMN, Erlangen, Germany.",,,pub.1092350084,ur.0617400773.76,Arif B,Ekici
,,,,,"Channing Division of Network Medicine, Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1092350084,ur.0753243413.17,A Heather,Eliassen
,,,,,"Department of Gynaecology and Obstetrics, University Hospital Erlangen, Friedrich Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-EMN, Erlangen, Germany.",,,pub.1092350084,ur.012335771642.02,Peter A,Fasching
,,,,,"Department of Breast Surgery, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark.",,,pub.1092350084,ur.012740635377.26,Henrik,Flyger
,,,,,"Department of Obstetrics and Gynecology, Ohio State University James Comprehensive Cancer Center, Columbus, Ohio, USA.",,,pub.1092350084,,Paul,Goodfellow
,,,,,"Department of Surgery, Oulu University Hospital, University of Oulu, Oulu, Finland.",,,pub.1092350084,ur.01364477361.11,Mervi,Grip
,,,,,"Department of Gynaecology and Obstetrics, University Hospital Erlangen, Friedrich Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-EMN, Erlangen, Germany.",,,pub.1092350084,,Lothar,Haeberle
,,,,,"Center for Genomic Medicine, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.",,,pub.1092350084,ur.016421067642.21,Thomas V O,Hansen
,,,,,"Department of Gynaecology and Obstetrics, University Hospital Erlangen, Friedrich Alexander University Erlangen-Nuremberg, Comprehensive Cancer Center Erlangen-EMN, Erlangen, Germany.",,,pub.1092350084,ur.0746623111.51,Alexander,Hein
,,,,,"Institute of Genetic Medicine, Centre for Life, Newcastle-upon-Tyne Hospitals NHS Trust, Newcastle-upon-Tyne, UK.",,,pub.1092350084,,Alex,Henderson
,,,,,"Pritzker School of Medicine, University of Chicago, Evanston, Illinois, USA.",,,pub.1092350084,ur.0606746006.86,Peter J,Hulick
,,,,,"Department of Oncology, Oulu University Hospital, University of Oulu, Oulu, Finland.",,,pub.1092350084,ur.0630663322.35,Arja,Jukkola-Vuorinen
,,,,,"Department of Obstetrics and Gynecology, Helsinki University Hospital, University of Helsinki, Helsinki, Finland.",,,pub.1092350084,ur.0611225475.77,Sofia,Khan
,,,,,"Department of Obstetrics and Gynecology, Helsinki University Hospital, University of Helsinki, Helsinki, Finland.",,,pub.1092350084,ur.0751376763.25,Johanna I,Kiiski
,,,,,"Department of Clinical Molecular Biology, Oslo University Hospital, University of Oslo, Oslo, Norway.",,,pub.1092350084,ur.01215000714.10,Vessela N,Kristensen
,,,,,"Hong Kong Hereditary Breast Cancer Family Registry, Hong Kong.",,,pub.1092350084,ur.01265606610.67,Ava,Kwong
,,,,,"Department of Pathology, University Hospital of Region Zealand, Division Slagelse, Slagelse, Denmark.",,,pub.1092350084,ur.01202424204.40,Anne-Vibeke,Lænkholm
,,,,,"Clalit National Cancer Control Center, Haifa, Israel.",,,pub.1092350084,ur.014600362555.98,Keren,Landsman
,,,,,"Molecular Diagnostic Unit, Hereditary Cancer Program, IDIBELL (Bellvitge Biomedical Research Institute), Catalan Institute of Oncology, Barcelona, Spain.",,,pub.1092350084,ur.01204425567.17,Conxi,Lazaro
,,,,,"Clalit National Cancer Control Center, Haifa, Israel.",,,pub.1092350084,ur.01112670022.48,Flavio,Lejbkowicz
,,,,,"Mines Paris Tech, Fontainebleau, France.",,,pub.1092350084,ur.01027352377.02,Fabienne,Lesueur
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1092350084,ur.013512014047.87,Jirong,Long
,,,,,"Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1092350084,ur.011571562657.02,JoAnn E,Manson
,,,,,"Department of Medicine, Abramson Cancer Center, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",,,pub.1092350084,ur.015707704457.56,Katherine L,Nathanson
,,,,,"Department of Obstetrics and Gynecology, Helsinki University Hospital, University of Helsinki, Helsinki, Finland.",,,pub.1092350084,ur.01260477271.91,Heli,Nevanlinna
,,,,,"Department of Gynecology and Obstetrics, University Hospital Düsseldorf, Heinrich Heine University Düsseldorf, Düsseldorf, Germany.",,,pub.1092350084,,Dieter,Niederacher
,,,,,"Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark.",,,pub.1092350084,ur.0611452663.46,Sune F,Nielsen
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark.",,,pub.1092350084,ur.0611452663.46,Sune F,Nielsen
,,,,,"Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark.",,,pub.1092350084,ur.0664172257.33,Børge G,Nordestgaard
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark.",,,pub.1092350084,ur.0664172257.33,Børge G,Nordestgaard
,,,,,"Center for Clinical Cancer Genetics and Global Health, University of Chicago, Chicago, Illinois, USA.",,,pub.1092350084,ur.010541512137.94,Olufunmilayo I,Olopade
,,,,,"West Midlands Regional Genetics Service, Birmingham Women's Hospital Healthcare NHS Trust, Edgbaston, Birmingham, UK.",,,pub.1092350084,ur.0667153032.72,Kai-ren,Ong
,,,,,"Department of Genetics, University Medical Center Groningen, University of Groningen, Groningen, the Netherlands.",,,pub.1092350084,ur.012027521733.96,Jan C,Oosterwijk
,,,,,"IFOM, FIRC (Italian Foundation for Cancer Research) Institute of Molecular Oncology, Milan, Italy.",,,pub.1092350084,ur.01162764321.86,Paolo,Peterlongo
,,,,,"Clalit National Cancer Control Center, Haifa, Israel.",,,pub.1092350084,ur.0650033673.89,Mila,Pinchev
,,,,,"ProCURE, Catalan Institute of Oncology, IDIBELL (Bellvitge Biomedical Research Institute), Barcelona, Spain.",,,pub.1092350084,ur.01153114652.97,Miquel Angel,Pujana
,,,,,"Laboratory of Cancer Genetics and Tumor Biology, Northern Finland Laboratory Centre Oulu, Oulu, Finland.",,,pub.1092350084,ur.01064606177.62,Katri,Pylkäs
,,,,,"Clalit National Cancer Control Center, Haifa, Israel.",,,pub.1092350084,ur.014466471117.86,Gad,Rennert
,,,,,"Clalit National Cancer Control Center, Haifa, Israel.",,,pub.1092350084,ur.01143475630.92,Hedy S,Rennert
,,,,,"Brigham and Women's Hospital, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.",,,pub.1092350084,,Andrea,Richardson
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1092350084,ur.01063525214.90,Martha J,Shrubsole
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1092350084,,Xiao-Ou,Shu
,,,,,"National Center for Tumor Diseases, University of Heidelberg, Heidelberg, Germany.",,,pub.1092350084,,Christof,Sohn
,,,,,"Channing Division of Network Medicine, Department of Medicine, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts, USA.",,,pub.1092350084,ur.01117365224.55,Rulla M,Tamimi
,,,,,"Cancer Research Malaysia, Subang Jaya, Malaysia.",,,pub.1092350084,ur.01041061221.12,Soo H,Teo
,,,,,"Genetic Counseling Unit, Hereditary Cancer Program, IDIBELL (Bellvitge Biomedical Research Institute), Catalan Institute of Oncology, Barcelona, Spain.",,,pub.1092350084,ur.01035333455.82,Alex,Teulé
,,,,,"Magee-Womens Hospital, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, USA.",,,pub.1092350084,ur.0635133344.32,Darcy L,Thull
,,,,,"Center for Cancer Epidemiology and Prevention, University of Chicago, Chicago, Illinois, USA.",,,pub.1092350084,,Ling,Tong
,,,,,"Frauenklinik der Stadtklinik Baden Baden, Baden Baden, Germany.",,,pub.1092350084,,Hans-Ulrich,Ulmer
,,,,,"Laboratory of Cancer Genetics and Tumor Biology, Northern Finland Laboratory Centre Oulu, Oulu, Finland.",,,pub.1092350084,ur.0657071261.03,Robert,Winqvist
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt-Ingram Cancer Center, Vanderbilt University School of Medicine, Nashville, Tennessee, USA.",,,pub.1092350084,,Wei,Zheng
,,,,,"Department of Oncology, South General Hospital, Stockholm, Sweden.",,,pub.1092350084,ur.01010701573.25,Per,Hall
,,,,,"Cardiovascular Institute, Mount Sinai Medical Center, Icahn School of Medicine at Mount Sinai, New York, New York, USA.",,,pub.1092440097,ur.01162210025.76,Usman,Baber
,,,,,"Department of Cardiology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.",,,pub.1092440097,ur.0651630056.93,Lia E,Bang
,,,,,"NHLBI Framingham Heart Study, Framingham, Massachusetts, USA.",,,pub.1092440097,ur.01060302520.08,Audrey Y,Chu
,,,,,"Medical Research Institute, Ninewells Hospital and Medical School, University of Dundee, Dundee, UK.",,,pub.1092440097,ur.01323433057.12,John M,Connell
,,,,,"NHLBI Framingham Heart Study, Framingham, Massachusetts, USA.",,,pub.1092440097,ur.01365531352.22,L Adrienne,Cupples
,,,,,"Cardiovascular Institute, Mount Sinai Medical Center, Icahn School of Medicine at Mount Sinai, New York, New York, USA.",,,pub.1092440097,ur.012051755157.28,Valentin,Fuster
,,,,,"Department of Cardiology, Peking University Third Hospital, Key Laboratory of Cardiovascular Molecular Biology and Regulatory Peptides, Ministry of Health, Beijing, China.",,,pub.1092440097,,Wei,Gao
,,,,,"Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany.",,,pub.1092440097,ur.011673465237.05,Christian,Gieger
,,,,,"Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany.",,,pub.1092440097,ur.0712635675.19,Harald,Grallert
,,,,,"Department of Clinical Biochemistry and the Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark.",,,pub.1092440097,ur.0774636110.09,Pia R,Kamstrup
,,,,,"UKCRC Centre of Excellence for Public Health, Queens University, Belfast, UK.",,,pub.1092440097,,Frank,Kee
,,,,,"Institute of Clinical Medicine, Internal Medicine, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland.",,,pub.1092440097,ur.0734135057.55,Johanna,Kuusisto
,,,,,"Institute of Clinical Medicine, Internal Medicine, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland.",,,pub.1092440097,ur.01052255145.04,Markku,Laakso
,,,,,"Department of Clinical Biochemistry and the Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark.",,,pub.1092440097,ur.01161305631.22,Anne,Langsted
,,,,,"Research Center for Prevention and Health, Copenhagen, Denmark.",,,pub.1092440097,ur.0637662640.88,Allan,Linneberg
,,,,,"Cardiovascular Genetics and Genomics Group, Cardiovascular Medicine Unit, Department of Medicine, Solna, Karolinska Institutet, Stockholm, Sweden.",,,pub.1092440097,ur.0714467051.03,Anders,Malarstig
,,,,,"Pharmatherapeutics Clinical Research, Pfizer Worldwide R&D, Sollentuna, Sweden.",,,pub.1092440097,ur.0714467051.03,Anders,Malarstig
,,,,,"Unit of Primary Health Care, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland.",,,pub.1092440097,ur.01167631334.03,Pekka,Mäntyselkä
,,,,,"Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany.",,,pub.1092440097,ur.01367042426.41,Martina,Müller-Nurasyid
,,,,,"Department of Clinical Biochemistry and the Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark.",,,pub.1092440097,ur.0611452663.46,Sune F,Nielsen
,,,,,"Department of Clinical Biochemistry and the Copenhagen General Population Study, Herlev and Gentofte Hospital, Copenhagen University Hospital, Copenhagen, Denmark.",,,pub.1092440097,,Børge G,Nordestgaard
,,,,,"Department of Cardiovascular Epidemiology and Population Genetics, National Center for Cardiovascular Investigation, Madrid, Spain.",,,pub.1092440097,ur.013720421742.60,Jose M,Ordovas
,,,,,"Cardiovascular Institute, Mount Sinai Medical Center, Icahn School of Medicine at Mount Sinai, New York, New York, USA.",,,pub.1092440097,ur.0726307411.54,Roxana,Mehran
,,,,,"Genetics, Merck Sharp & Dohme Corporation, Kenilworth, New Jersey, USA.",,,pub.1092440097,ur.01270542375.51,Cliona M,Molony
,,,,,"G3 Pharmaceuticals, Lexington, Massachusetts, USA.",,,pub.1092440097,,Pieter,Muntendam
,,,,,"Medical Research Institute, Ninewells Hospital and Medical School, University of Dundee, Dundee, UK.",,,pub.1092440097,ur.01016372227.74,Colin N A,Palmer
,,,,,"Institute of Epidemiology II, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany.",,,pub.1092440097,ur.01117072553.44,Annette,Peters
