journal_id,title,total
jour.1096615,Nuclear Medicine and Biology,5
jour.1135210,Particle & Particle Systems Characterization,5
jour.1045762,Environmental Health and Toxicology,5
jour.1030488,International Journal of Mass Spectrometry,5
jour.1117854,Computer Methods in Biomechanics & Biomedical Engineering,5
jour.1030739,Substance Abuse,5
jour.1117068,Korean Journal of Physiology and Pharmacology,5
jour.1031609,Radiation Oncology Journal,5
jour.1046074,ACS Macro Letters,5
jour.1114904,European Journal of Orthopaedic Surgery & Traumatology,5
jour.1046363,Cerebrovascular Diseases Extra,5
jour.1321951,Advances in Cell and Gene Therapy,5
jour.1033572,IEEE Sensors Journal,5
jour.1315496,ChemRxiv,4
jour.1020748,Evolution & Development,4
jour.1052510,Soil and Tillage Research,4
jour.1119237,Surgical Infections,4
jour.1082768,Journal of The Electrochemical Society,4
jour.1136663,World Wide Web,4
jour.1031740,Journal of Arachnology,4
jour.1152725,Acta Geochimica,4
jour.1052631,Gondwana Research,4
jour.1294893,Journal of Oral Science,4
jour.1106215,Turkish Neurosurgery,4
jour.1034340,Physics of Life Reviews,4
jour.1046274,Case Reports in Endocrinology,4
jour.1040275,Journal of Proteomics & Bioinformatics,4
jour.1086169,Applied Biochemistry and Biotechnology,4
jour.1052077,Geochemistry Geophysics Geosystems,4
jour.1048566,World Journal of Psychiatry,4
jour.1093112,Human & Experimental Toxicology,4
jour.1358123,Zeitschrift für Dermatologie und deren Grenzgebiete,4
jour.1082754,Canadian Association of Radiologists Journal,4
jour.1090356,Veterinary Quarterly,4
jour.1043750,Advanced Powder Technology,4
jour.1097285,Transfusion Medicine Reviews,4
jour.1103749,Solid State Nuclear Magnetic Resonance,4
jour.1022964,Revista Brasileira de Epidemiologia,4
jour.1034541,Journal of Orthopaedics,4
jour.1049709,Current Treatment Options in Psychiatry,4
jour.1294919,Science & Justice,4
jour.1151670,Bulletin of Siberian Medicine,4
jour.1345329,coloproctology,4
jour.1158699,Solid Earth Sciences,4
jour.1047851,Current Pathobiology Reports,4
jour.1027702,The Chemical Record,4
jour.1016364,Cryogenics,4
jour.1040919,Journal of Luminescence,4
jour.1005997,Ultrasonics,4
jour.1044567,Journal of the Advanced Practitioner in Oncology,4
jour.1297365,Journal of the American Association for Laboratory Animal Science,4
jour.1020231,Biosystems,4
jour.1137991,Chinese Journal of Polymer Science,4
jour.1312113,Medical Science Monitor Basic Research,4
jour.1042103,Jundishapur Journal of Microbiology,4
jour.1051987,One Health,4
jour.1094639,Minerva Endocrinologica,4
jour.1101816,Fyodorov journal of ophthalmic surgery,4
jour.1327512,Current Biotechnology,4
jour.1087582,Archives of Orthopaedic and Trauma Surgery,4
jour.1021358,Biologie Aujourd hui,4
jour.1097585,International Reviews of Immunology,4
jour.1037245,Chemical Research in Chinese Universities,4
jour.1044635,Neurology International,4
jour.1345248,IET Systems Biology,4
jour.1047423,Case Reports in Transplantation,4
jour.1044472,World Journal of Clinical Oncology,4
jour.1095265,Natural Product Reports,4
jour.1043726,Diabetes Mellitus,4
jour.1008315,Pharmaceutical Chemistry Journal,4
jour.1017385,Canadian Journal of Chemistry,4
jour.1297428,Journal of Molecular Liquids,4
jour.1033767,Cellulose,4
jour.1038081,Reumatología Clínica,4
jour.1320947,Journal of Applied and Natural Science,4
jour.1023507,Bird Conservation International,4
jour.1041988,Frontiers in Ecology and the Environment,4
jour.1153447,Wader Study,4
jour.1045355,The Korean Journal of Thoracic and Cardiovascular Surgery,4
jour.1319259,Current Opinion in Endocrine and Metabolic Research,4
jour.1049888,Vaccines,4
jour.1146749,CSurgeries,4
jour.1294895,Developmental Neurorehabilitation,4
jour.1052456,Journal of Petroleum Science and Engineering,4
jour.1049522,Current Addiction Reports,4
jour.1053707,Journal of Neurology and Neuromedicine,4
jour.1116696,Clinical Journal of Oncology Nursing,4
jour.1035395,Chinese Journal of Otolaryngology Head and Neck Surgery,4
jour.1016769,The Korean Journal of Parasitology,4
jour.1047110,Breast Cancer Management,4
jour.1045150,Laboratory Animal Research,4
jour.1030769,Journal of Bioethical Inquiry,4
jour.1043611,World Journal of Gastrointestinal Surgery,4
jour.1045866,Balkan Medical Journal,4
jour.1035907,DNP - Der Neurologe & Psychiater,4
jour.1053133,NanoImpact,4
jour.1089763,Medical Engineering & Physics,4
jour.1038911,Respiratory Medicine Case Reports,4
jour.1035135,Sexual Health,4
jour.1050258,Knowledge-Based Systems,4
jour.1136201,Journal of Fetal Medicine,4
jour.1033845,Georgian medical news,4
jour.1150756,Biomedicines,4
jour.1135897,Science China Materials,4
jour.1136825,Journal of Materials Science: Materials in Electronics,4
jour.1021162,Current Gastroenterology Reports,4
jour.1041853,Data Mining and Knowledge Discovery,4
jour.1327659,ACS Applied Bio Materials,4
jour.1023127,Russian Journal of Plant Physiology,4
jour.1047793,Liver Cancer,4
jour.1135938,Russian Journal of Genetics: Applied Research,4
jour.1017133,Indian Journal of Dermatology,4
jour.1115084,The Journal of Hand Surgery (Asian-Pacific Volume),4
jour.1298296,Proceedings of the ACM on Programming Languages,4
jour.1136594,Mathematics in Computer Science,4
jour.1019628,Theory in Biosciences,4
jour.1150558,Nanoscale Horizons,4
jour.1301902,2015 IEEE Magnetics Conference (INTERMAG),4
jour.1052458,Journal of Neurology and Neuroscience,4
jour.1095489,Biotechnology Progress,4
jour.1007987,Indian Journal of Cancer,4
jour.1047419,Case Reports in Emergency Medicine,4
jour.1107437,Minerva Biotecnologica,4
jour.1017232,Annual Review of Microbiology,4
jour.1049247,Gastroenterology Report,4
jour.1023201,The Astronomical Journal,4
jour.1312330,Philosophical Transactions of The Royal Society A Mathematical Physical and Engineering Sciences,4
jour.1099819,Annals of Dermatology,4
jour.1036122,Breastfeeding Medicine,4
jour.1133986,Mycoscience,4
jour.1050354,Clinical Microbiology Open Access,4
jour.1101721,Nutrition Research Reviews,4
jour.1124760,Science Trends,4
jour.1092061,The Malaysian Journal of Pathology,4
jour.1052918,Journal of Environmental Chemical Engineering,4
jour.1031904,Médecine Palliative,4
jour.1047592,ChemistryOpen,4
jour.1141791,Transfusionsmedizin - Immunhämatologie Hämotherapie Immungenetik Zelltherapie,4
jour.1104643,Challenges,4
jour.1297666,Journal of Agricultural Science,4
jour.1038725,Respiration,4
jour.1017360,American Journal on Intellectual and Developmental Disabilities,4
jour.1038958,Computational Statistics,4
jour.1312193,Journal of Comparative Physiology B,4
jour.1106113,Magnetic Resonance Imaging Clinics of North America,4
jour.1033085,Chemistry & Biodiversity,4
jour.1031867,Critical Pathways in Cardiology,4
jour.1137905,Proceedings of the Institution of Mechanical Engineers Part J Journal of Engineering Tribology,4
jour.1297152,Journal of Environmental Science and Health Part C,4
jour.1093473,Contemporary Neurosurgery,4
jour.1077127,The Journal of General Physiology,4
jour.1044404,Arabian Journal of Chemistry,4
jour.1043951,Advanced Engineering Materials,4
jour.1006629,Annals of Applied Biology,4
jour.1103188,International Biodeterioration & Biodegradation,4
jour.1049015,Annals of Medicine and Surgery,4
jour.1023506,Applied Soil Ecology,4
jour.1156910,Journal of Medical Robotics Research,4
jour.1292452,Network Neuroscience,4
jour.1095632,Dental Materials,4
jour.1085221,Medical Education,4
jour.1029894,Doklady Biochemistry and Biophysics,4
jour.1043015,Molecular Oral Microbiology,4
jour.1102859,Chirurgia,4
jour.1000571,Schweizer Archiv für Tierheilkunde,4
jour.1122486,Journal of Computational Chemistry,4
jour.1014805,Der Urologe,4
jour.1155381,Synthetic and Systems Biotechnology,4
jour.1048312,Current Radiology Reports,4
jour.1338403,African Journal of Thoracic and Critical Care Medicine,4
jour.1298169,The Proceedings of the Bioengineering Conference Annual Meeting of BED/JSME,4
jour.1030205,RECOMB ...,4
jour.1020737,Physiological and Biochemical Zoology,4
jour.1130866,Journal of the Saudi Heart Association,4
jour.1336255,Nature Machine Intelligence,4
jour.1091476,Contact Lens and Anterior Eye,4
jour.1090680,Archives of Pharmacal Research,4
jour.1034936,Middle East Journal of Age and Ageing,4
jour.1036679,Comparative Biochemistry and Physiology Part D Genomics and Proteomics,4
jour.1096821,Federal practitioner,4
jour.1022715,The Journal of Vascular Access,4
jour.1085480,Cell Structure and Function,4
jour.1044488,Therapeutic Advances in Hematology,4
jour.1040650,認知神経科学,4
jour.1139837,Levant,4
jour.1047818,Case Reports in Nephrology,4
jour.1054705,Ceylon Medical Journal,4
jour.1358107,Trends in Psychiatry and Psychotherapy,4
jour.1017116,Folia Primatologica,4
jour.1050327,Movement Ecology,4
jour.1150549,Korean Journal of Health Promotion,4
jour.1044347,Hepatic Medicine Evidence and Research,4
jour.1117508,Quality Improvement in Health Care,4
jour.1047835,JRSM Cardiovascular Disease,4
jour.1312099,Asian Biomedicine,4
jour.1136656,Photonic Network Communications,4
jour.1015240,Biological Research,4
jour.1358089,Journal of Pest Science,4
jour.1119515,Current Treatment Options in Gastroenterology,4
jour.1045806,Journal of Advances in Medicine and Medical Research,4
jour.1018945,Archives of Microbiology,4
jour.1294852,Infectious Disorders - Drug Targets,4
jour.1029510,Agriculture Ecosystems & Environment,4
jour.1042393,Mindfulness,4
jour.1020889,Revista Española de Patología,4
jour.1091091,Enzyme and Microbial Technology,4
jour.1008349,Juntendo Medical Journal,4
jour.1018189,The Science of Nature,4
jour.1017690,American Journal of Veterinary Research,4
jour.1150664,South African Respiratory Journal,4
jour.1128816,Biological Control,4
jour.1106114,NeuroImmunoModulation,4
jour.1123255,Polyhedron,4
jour.1011647,Journal of Microscopy,4
jour.1033570,IEEE Journal of Selected Topics in Quantum Electronics,4
jour.1120837,Journal of Applied Crystallography,4
jour.1051986,Food Security,4
jour.1039752,Hematology/Oncology and Stem Cell Therapy,4
jour.1116844,Aesthetic Surgery Journal,4
jour.1118186,Journal of Pharmacy & Pharmaceutical Sciences,4
jour.1299798,Cell Stress,4
jour.1319920,SUCHT - Zeitschrift für Wissenschaft und Praxis / Journal of Addiction Research and Practice,4
jour.1018040,Turkish Journal of Hematology,4
jour.1019855,Acta Urol Jap,4
jour.1046316,Bragantia,4
jour.1034717,Nature Physics,4
jour.1040691,World Mycotoxin Journal,4
jour.1290578,Kansas Agricultural Experiment Station Research Reports,4
jour.1290451,Nature Astronomy,4
jour.1098470,Journal of Investigative Surgery,4
jour.1036061,American Journal of Enology and Viticulture,4
jour.1017677,ISR J PSYCHIATRY RELAT SCI,4
jour.1090552,Journal of Veterinary Pharmacology and Therapeutics,4
jour.1047469,Journal of Pediatric Intensive Care,4
jour.1017456,Indian Journal of Tuberculosis,4
jour.1117582,The Journal of Medical Investigation,4
jour.1142883,EMC - Ginecología-Obstetricia,4
jour.1016844,Cognition,4
jour.1023151,European Journal of Wildlife Research,4
jour.1118135,Protoplasma,4
jour.1128073,Waste Management,4
jour.1160269,Current Protocols in Molecular Biology,4
jour.1040173,Tissue Engineering and Regenerative Medicine,4
jour.1137866,Journal of Management in Engineering,4
jour.1102695,Neuroimaging Clinics of North America,4
jour.1042192,HIV/AIDS - Research and Palliative Care,4
jour.1047802,Bulletin of the Korean Chemical Society,4
jour.1092611,Health Education & Behavior,4
jour.1118250,The Aging Male,4
jour.1031503,Current HIV Research,4
jour.1112214,Acta Microbiologica et Immunologica Hungarica,4
jour.1142991,International Journal of Construction Management,4
jour.1087493,The International Journal of Artificial Organs,4
jour.1088502,International Journal of Law and Psychiatry,4
jour.1086134,Aesthetic Plastic Surgery,4
jour.1053666,PAIN Reports,4
jour.1093476,Gerodontology,4
jour.1047919,Frontiers of Physics,4
jour.1035533,Beilstein Journal of Organic Chemistry,4
jour.1018009,Korean Journal of Gastroenterology,4
jour.1327376,Applied Optics,4
jour.1042186,Interdisciplinary Sciences: Computational Life Sciences,4
jour.1137658,International Journal of Communication Systems,4
jour.1036752,Current Stem Cell Research & Therapy,4
jour.1284565,Clinical Skin Cancer,4
jour.1086307,Cytotechnology,4
jour.1112438,Journal of Clinical Psychology in Medical Settings,4
jour.1115842,Physiotherapy Research International,4
jour.1100668,Journal of Materials Science: Materials in Medicine,4
jour.1291090,ChemPhotoChem,4
jour.1097477,Reviews in the Neurosciences,4
jour.1017270,Archivos Argentinos de Pediatria,4
jour.1010588,Revista da Associação Médica Brasileira,4
jour.1045217,AMB Express,4
jour.1031155,Journal of Innovation in Health Informatics,4
jour.1356894,Computing,4
jour.1158327,Genomics and Computational Biology,4
jour.1049666,Annual Review of Virology,4
jour.1285052,Dermatologica Sinica,4
jour.1096319,Nutrition in Clinical Practice,4
jour.1294961,Current Problems in Pediatric and Adolescent Health Care,4
jour.1019891,Aktuelle Urologie,4
jour.1022410,Journal of Zhejiang University. Medical sciences,4
jour.1136234,Journal of Forestry Research,4
jour.1051273,Journal of Clinical and Translational Hepatology,4
jour.1033553,Clinical and Molecular Hepatology,4
jour.1101720,Neurorehabilitation,4
jour.1048491,Renewable Energy,4
jour.1008343,Canadian Family Physician,4
jour.1045646,Advanced Studies in Biology,4
jour.1092322,Behavioural Processes,4
jour.1044420,World Journal of Gastrointestinal Pharmacology and Therapeutics,4
jour.1033318,IEEE/ASME Transactions on Mechatronics,4
jour.1049882,Medical Sciences,4
jour.1357663,Cukurova Medical Journal (Çukurova Üniversitesi Tıp Fakültesi Dergisi),4
jour.1041424,International Journal of Oral Science,4
jour.1159540,Biology Methods and Protocols,4
jour.1017878,Polish Journal of Surgery,4
jour.1095243,Microscopy Research and Technique,4
jour.1149742,NMC Case Report Journal,4
jour.1037207,Polish Journal of Cardio-Thoracic Surgery,4
jour.1095861,Der Notarzt,4
jour.1290958,Enfermedades infecciosas y microbiologia clinica (English ed ),4
jour.1039277,Channels,4
jour.1040596,Current Cardiovascular Imaging Reports,4
jour.1150520,Frontiers for Young Minds,4
jour.1156804,Cancer Breaking News,4
jour.1046649,Cluster Computing,4
jour.1048787,Journal de gestion et d économie médicales,4
jour.1015270,Journal of Gynecology Obstetrics and Human Reproduction,4
jour.1044536,Revue du Rhumatisme Monographies,4
jour.1019647,Nippon Eiseigaku Zasshi (Japanese Journal of Hygiene),4
jour.1043593,Therapeutic Advances in Chronic Disease,4
jour.1041024,Journal of Radiology Case Reports,4
jour.1357481,Acta Agronomica Sinica,4
jour.1099491,Journal of Neurosurgical Anesthesiology,4
jour.1052482,Journal of High Energy Physics,4
jour.1006548,ILAR Journal,4
jour.1045506,Medical Devices Evidence and Research,4
jour.1145477,International Journal of Project Organisation and Management,4
jour.1290418,European Radiology Experimental,4
jour.1048093,Journal of Mobile Technology in Medicine,4
jour.1039867,Fly,4
jour.1345496,Cardiology Journal,4
jour.1006675,Desalination,4
jour.1293890,Progress in Preventive Medicine,4
jour.1031525,Indian Pacing and Electrophysiology Journal,4
jour.1048550,Journal of Bone Oncology,4
jour.1052052,Journal of Translational Science,4
jour.1312276,Research in Microbiology,4
jour.1098752,Current Opinion in Anaesthesiology,4
jour.1136482,Nederlands Tijdschrift voor Diabetologie,4
jour.1019828,Hiroshima Journal of Medical Sciences,4
jour.1098685,Journal of Clinical Anesthesia,4
jour.1096880,Zoological Science,4
jour.1032270,CME,4
jour.1050912,Neuroepigenetics,4
jour.1112629,Journal of Reproduction and Development,4
jour.1050869,Pulse,4
jour.1102216,Journal of Vascular Research,4
jour.1024938,BMC Emergency Medicine,4
jour.1100654,International Journal of Occupational Medicine and Environmental Health,4
jour.1098766,Journal of Biomaterials Applications,4
jour.1152568,Practical Laboratory Medicine,4
jour.1292637,Neurology International Open,4
jour.1020235,Irish Medical Journal,4
jour.1042227,Cardiology Research and Practice,4
jour.1103853,Memory,4
jour.1030492,Learning and Individual Differences,4
jour.1114345,Injury Prevention,4
jour.1082983,Proceedings of the Royal Society A,4
jour.1018515,Archives of Endocrinology and Metabolism,4
jour.1101640,"Zeitschrift für Herz-,Thorax- und Gefäßchirurgie",4
jour.1006665,Bratislava Medical Journal,4
jour.1036515,Journal of Southern Medical University,4
jour.1001727,Gaceta Médica de México,4
jour.1123338,AIChE Journal,4
jour.1013348,アレルギー,4
jour.1102713,Current Directions in Psychological Science,4
jour.1058706,Botany,4
jour.1096253,The International Journal of Health Planning and Management,4
jour.1016624,Biomedical Papers,4
jour.1045402,Wiley Interdisciplinary Reviews Computational Molecular Science,4
jour.1101203,Clinical Oral Implants Research,4
jour.1097816,Journal of Family Psychology,4
jour.1079972,Communications of the ACM,4
jour.1099076,Eastern Mediterranean Health Journal,4
jour.1007476,Journal of Health and Social Behavior,4
jour.1053687,BJR|case reports,4
jour.1038258,Current Opinion in Supportive and Palliative Care,4
jour.1038050,Family Medicine & Primary Care Review,4
jour.1123271,Journal of Economic Psychology,4
jour.1018581,Polish Journal of Pathology,4
jour.1042279,International Journal of Pediatrics,4
jour.1033049,Current Heart Failure Reports,4
jour.1009417,Chemotherapy,4
jour.1128045,Expert Systems with Applications,4
jour.1040180,Journal of Cardiovascular Imaging,4
jour.1044399,Investigative Genetics,4
jour.1019284,Problems in oncology,4
jour.1084463,Biology of the Cell,4
jour.1006762,South African Journal of Science,4
jour.1052241,ASU International,4
jour.1046314,Animal Genetic Resources/Ressources génétiques animales/Recursos genéticos animales,4
jour.1042155,International Journal of General Medicine,4
jour.1034362,Psychogeriatrics,4
jour.1039939,Tropical Plant Pathology,4
jour.1294964,Forensic Toxicology,4
jour.1048209,Advances in Microbiology,4
jour.1018318,Praxis,4
jour.1027390,Journal of Public Economics,4
jour.1021395,Heart Surgery Forum,4
jour.1023416,Advances in Life Course Research,4
jour.1100262,Biologicals,4
jour.1087372,Plasmid,4
jour.1102996,Medicina de Familia SEMERGEN,4
jour.1128642,Postharvest Biology and Technology,4
jour.1042079,Substance Abuse Research and Treatment,4
jour.1050953,Journal of Pediatric and Neonatal Individualized Medicine (JPNIM),4
jour.1290444,Journal of Patient-Reported Outcomes,4
jour.1052401,Biomolecular Detection and Quantification,4
jour.1051487,Processes,4
jour.1284515,PharmacoEconomics - Open,4
jour.1096628,Radiation Physics and Chemistry,4
jour.1043126,Journal of Nutrition and Metabolism,4
jour.1046975,Annals of Palliative Medicine,4
jour.1320845,Cardiology Plus,4
jour.1045077,Current Protocols in Chemical Biology,4
jour.1045138,ClinicoEconomics and Outcomes Research,4
jour.1077142,Journal of Dairy Research,4
jour.1036560,Cutaneous and Ocular Toxicology,4
jour.1006657,The American Biology Teacher,4
jour.1018954,The Hastings Center Report,4
jour.1035522,Journal of Statistical Planning and Inference,4
jour.1123393,Canadian Journal of Fisheries and Aquatic Sciences,4
jour.1077145,Journal of Experimental Child Psychology,4
jour.1133288,Critical Reviews in Plant Sciences,4
jour.1312112,Applied Neuropsychology Child,4
jour.1018882,Annals of Microbiology,4
jour.1018803,Journal of Morphology,4
jour.1321730,Cephalalgia Reports,4
jour.1327380,Acta Veterinaria Scandinavica,4
jour.1012733,Demography,4
jour.1045788,Journal of Functional Biomaterials,4
jour.1113950,Journal of Public Health Management and Practice,4
jour.1016179,The Journal of Behavioral Health Services & Research,4
jour.1045020,Journal of Biometrics & Biostatistics,4
jour.1313410,Geriatrics,4
jour.1045228,Asia Pacific Allergy,4
jour.1022292,Nutrition Research and Practice,4
jour.1364306,Journal of Biochemical and Clinical Genetics,4
jour.1050492,Biotechnology Reports,4
jour.1367373,The Lancet Digital Health,4
jour.1043433,GeroPsych,4
jour.1017518,Ergonomics,4
jour.1083163,Transactions of the American Fisheries Society,4
jour.1367098,Bioscientifica Proceedings,4
jour.1355527,ISEE Conference Abstracts,4
jour.1106797,Psychiatria Danubina,4
jour.1036718,Sleep Medicine Clinics,4
jour.1312372,Journal of General Plant Pathology,4
jour.1358146,Brazilian Journal of Microbiology,4
jour.1044304,Journal of Aging Research,4
jour.1009158,Brazilian Journal of Medical and Biological Research,4
jour.1298729,Rheumatology Advances in Practice,4
jour.1126974,Catalysis Letters,4
jour.1104061,Criminal Behaviour and Mental Health,4
jour.1044468,Forensic Science International Genetics Supplement Series,4
jour.1086922,Auris Nasus Larynx,4
jour.1155046,Les Cahiers de Myologie,4
jour.1024936,BMC Dermatology,4
jour.1036807,Vascular Health and Risk Management,4
jour.1040389,The Open Cardiovascular Medicine Journal,4
jour.1005861,Respiratory Physiology & Neurobiology,4
jour.1096771,World Journal of Microbiology and Biotechnology,4
jour.1327787,LWT,4
jour.1047674,Pathogens,4
jour.1030736,Journal of Geriatric Physical Therapy,4
jour.1125021,Journal of Fish Diseases,4
jour.1021366,Journal of Ginseng Research,4
jour.1319529,Journal for the Measurement of Physical Behaviour,4
jour.1371242,Neurological Sciences and Neurophysiology,4
jour.1021323,Journal of the Royal Statistical Society Series B (Statistical Methodology),4
jour.1038666,Disability and Health Journal,4
jour.1055487,Archivos de la Sociedad Española de Oftalmología,4
jour.1139686,Archivos de la Sociedad Española de Oftalmología (English Edition),4
jour.1046098,European Cardiology Review,4
jour.1105391,Academic Emergency Medicine,4
jour.1088572,Animal Reproduction Science,4
jour.1055582,Xenobiotica,4
jour.1152524,IEEE Transactions on Network Science and Engineering,4
jour.1002127,Israel Journal of Chemistry,4
jour.1048231,Annals of Cardiothoracic Surgery,4
jour.1052950,Convergent Science Physical Oncology,4
jour.1018248,Nursing Outlook,4
jour.1050059,Journal of Pharmaceutical Research International,4
jour.1051302,European Journal of Radiology Open,4
jour.1141582,Reactome - a curated knowledgebase of biological pathways,4
jour.1046475,Electronic Journal of Research in Educational Psychology,4
jour.1111963,European Journal of Psychological Assessment,4
jour.1371228,Neuropsychopharmacology Reports,4
jour.1043332,Stroke Research and Treatment,4
jour.1139913,La Revue Sage-Femme,4
jour.1096637,Clinical Biomechanics,4
jour.1321248,JAMIA Open,4
jour.1085447,Women & Health,4
jour.1046404,Current Obesity Reports,4
jour.1032049,Health Research Policy and Systems,4
jour.1081932,Journal of the National Medical Association,4
jour.1053088,Gynecologic Oncology Research and Practice,4
jour.1029122,The Anatolian Journal of Cardiology,4
jour.1035757,Applied Cancer Research,4
jour.1099852,International Journal of Health Care Quality Assurance,4
jour.1319746,Behavior Research Methods,4
jour.1294914,Dental Traumatology,4
jour.1098983,Environmental Geochemistry and Health,4
jour.1045746,European Journal of Microbiology and Immunology,4
jour.1103776,Health & Social Care in the Community,4
jour.1052800,Clinical Trials and Regulatory Science in Cardiology,4
jour.1047385,Worm,4
jour.1312214,Acta dermatovenerologica Croatica : ADC,4
jour.1099404,Health Communication,4
jour.1051715,Addictive Behaviors Reports,4
jour.1021025,The Primary Care Companion For CNS Disorders,4
jour.1104278,Yearbook of Medical Informatics,4
jour.1327589,BMJ Evidence-Based Medicine,4
jour.1015182,Journal of Medical Primatology,4
jour.1046596,Journal of Molecular Biomarkers & Diagnosis,4
jour.1093610,Mass Spectrometry Reviews,4
jour.1113730,Scandinavian Journal of Occupational Therapy,4
jour.1076816,Annales de Chirurgie Plastique Esthétique,4
jour.1030105,The Scientific World JOURNAL,4
jour.1115425,Audiology and Neurotology,4
jour.1038341,Journal of Medical Devices,4
jour.1022847,International Journal of Injury Control and Safety Promotion,4
jour.1046554,Colorectal Cancer,4
jour.1029455,Endocrine Metabolic & Immune Disorders - Drug Targets,4
jour.1120673,Energy Policy,4
jour.1043319,Journal of Endometriosis and Pelvic Pain Disorders,4
jour.1034743,Current HIV/AIDS Reports,4
jour.1021475,Pediatric Endocrinology Diabetes and Metabolism,4
jour.1042488,International Journal of Rheumatology,4
jour.1136230,Experimental Economics,4
jour.1293056,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,4
jour.1290412,Diagnostic and Prognostic Research,4
jour.1123873,Polar Biology,4
jour.1050576,Frontiers in Environmental Science,4
jour.1037844,Biomarker Insights,4
jour.1044831,Journal of Cancer Therapy,4
jour.1083384,Revista Clínica Española,4
jour.1047366,Journal of Oral and Maxillofacial Surgery Medicine and Pathology,4
jour.1016893,Public Health Reviews,4
jour.1028241,Journal of Risk and Uncertainty,4
jour.1129081,Political Psychology,4
jour.1094160,Journal of Psychosomatic Obstetrics & Gynecology,4
jour.1093863,Behavioral Neuroscience,4
jour.1297431,Brazilian Journal of Physical Therapy,4
jour.1016921,Acta Histochemica,4
jour.1043572,Interface Focus,4
jour.1126653,Canadian Journal of Forest Research,4
jour.1048694,Journal of Genetic Disorders & Genetic Reports,4
jour.1019543,Российский вестник перинатологии и педиатрии,4
jour.1036907,Addiction Science & Clinical Practice,4
jour.1087597,Journal of Parasitology,4
jour.1083576,International Endodontic Journal,4
jour.1113569,Malawi Medical Journal,4
jour.1096765,Journal of Clinical Biochemistry and Nutrition,4
jour.1048394,Computer Methods in Biomechanics and Biomedical Engineering Imaging & Visualization,4
jour.1046275,Autism Research and Treatment,4
jour.1051055,Healthy Aging Research,3
jour.1327440,The Journal of Tehran University Heart Center,3
jour.1031071,Addictive Disorders & Their Treatment,3
jour.1134913,Skin Therapy Letter,3
jour.1036611,PPAR Research,3
jour.1086899,Annals of the ICRP,3
jour.1131466,Powder Technology,3
jour.1050166,Neurophotonics,3
jour.1023103,Rhodora,3
jour.1011576,Journal of the Experimental Analysis of Behavior,3
jour.1143911,Archives of Medicine and Health Sciences,3
jour.1017307,International Journal of Experimental Pathology,3
jour.1371222,Psychiatry and Clinical Psychopharmacology,3
jour.1152293,Clinical and Laboratorial Research in Dentistry,3
jour.1053725,Cannabis and Cannabinoid Research,3
jour.1043483,Urological Science,3
jour.1042947,Journal of Tropical Medicine,3
jour.1077111,Helvetica Chimica Acta,3
jour.1051138,International Journal of Endocrine Oncology,3
jour.1050862,Case Reports in Internal Medicine,3
jour.1371269,Central European Journal of Medicine,3
jour.1098466,Journal of Aerosol Medicine and Pulmonary Drug Delivery,3
jour.1041578,ASN Neuro,3
jour.1023737,Demographic Research,3
jour.1010519,Journal of Small Animal Practice,3
jour.1037698,Conflict and Health,3
jour.1049086,Hypoxia,3
jour.1047644,Algorithmica,3
jour.1019105,Tijdschrift voor gezondheidswetenschappen,3
jour.1043668,Journal of Neurosciences in Rural Practice,3
jour.1045486,Journal of Caffeine and Adenosine Research,3
jour.1091364,Journal of Public Health Policy,3
jour.1044678,European Oncology & Haematology,3
jour.1159010,Innovative Surgical Sciences,3
jour.1040897,Composites Science and Technology,3
jour.1050026,MicroRNA,3
jour.1038091,International Journal of Mental Health Systems,3
jour.1005778,Bulletin of Environmental Contamination and Toxicology,3
jour.1028078,Journal of the Royal Society of New Zealand,3
jour.1089848,Ethics & Human Research,3
jour.1294847,Journal of Psychiatric Practice,3
jour.1029117,Journal of Plant Pathology,3
jour.1136876,Applied Mechanics and Materials,3
jour.1312264,Endocrinología Diabetes y Nutrición,3
jour.1126651,Ecological Modelling,3
jour.1086080,The Diabetes Educator,3
jour.1052909,Journal of Translational Internal Medicine,3
jour.1103488,Consciousness and Cognition,3
jour.1040147,Advances in Urology,3
jour.1021884,Primary Health Care Research & Development,3
jour.1082087,Bulletin de la Société de pathologie exotique,3
jour.1046253,World Journal of Orthopedics,3
jour.1035234,Environmental Biology of Fishes,3
jour.1097152,Science & Sports,3
jour.1126658,Marine Environmental Research,3
jour.1099513,International Journal of Immunopathology and Pharmacology,3
jour.1049931,Translational Developmental Psychiatry,3
jour.1098176,Immunohematology,3
jour.1018201,Nowotwory Journal of Oncology,3
jour.1085744,"Zentralblatt für Arbeitsmedizin, Arbeitsschutz und Ergonomie",3
jour.1047197,Lung Cancer Management,3
jour.1077144,Journal of Economic Entomology,3
jour.1321315,Current Protocols in Cell Biology,3
jour.1038344,EXCLI Journal,3
jour.1090503,Chinese Journal of Cardiology,3
jour.1021203,Electrochemistry Communications,3
jour.1327784,Studies in History and Philosophy of Science Part C Studies in History and Philosophy of Biological and Biomedical Sciences,3
jour.1085360,Ecological Entomology,3
jour.1019204,Journal of Basic Microbiology,3
jour.1035804,Medical Science Educator,3
jour.1047002,Journal of Freshwater Ecology,3
jour.1152349,Neuromuscular Diseases,3
jour.1053123,Oncology and Therapy,3
jour.1046694,World Journal of Cardiovascular Diseases,3
