Grant ID,Grant Number,Title,Funding Amount in USD,Start Date,Start Year,End Date,End Year,Research Organization - standardized,GRID ID,Country of Research organization,Funder,Funder Country,pubs,patents,clinical_trials
grant.6581394,OPP1117653,"To generate evidence and a prediction model to inform vaccine scheduling and the design of alternative Pneumococcal conjugate vaccine regimens focused on reducing carriage, person-to-person transmission and optimizing herd protection from disease",2047398,2014-10-01,2014.0,2019-09-01,2019,Liverpool School of Tropical Medicine,grid.48004.38,United Kingdom,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6581259,OPP1113642,To sustain and increase political support and financing for HIV vaccine research and development from European Union institutions and key Member States to help accelerate product development by ensuring a robust pipeline of vaccine candidates,1199081,2014-11-01,2014.0,2018-04-01,2018,International AIDS Vaccine Initiative,grid.420368.b,United States,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6581039,OPP51694,To design a mosquito that can produce and secrete a malaria vaccine protein into a host’s skin. The hope is that such mosquitoes could deliver protective vaccines against other infectious diseases as well.,100000,2008-10-01,2008.0,2009-10-01,2009,Jichi Medical University,grid.410804.9,Japan,Bill & Melinda Gates Foundation,United States,2,0,0
grant.6580990,OPP52797,To reduce the burden of cholera in endemic and epidemic settings with the use of a single dose regimen of the cholera vaccine developed by International Vaccine Institute (IVI) and recently licensed in India by Shantha Biotechnics,13430939,2009-10-01,2009.0,2018-01-01,2018,International Vaccine Institute,grid.30311.30,South Korea,Bill & Melinda Gates Foundation,United States,3,0,0
grant.6580975,OPP1061359,To develop a new vaccine technology that accumulates a high number of antigen-specific cells in the lymph nodes at the time of immunization to improve vaccine effectiveness,100000,2012-04-01,2012.0,2014-05-01,2014,National Institute of Health,grid.416651.1,Italy,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6580961,OPP1142017,"To explore the value proposition and technical feasibility of blow-fill-seal for oral and injectable vaccines (IPV, Penta, HPV, PCV, Rota and Cholera), including other pipeline vaccines in development",715789,2016-03-01,2016.0,2019-01-01,2019,Rommelag (Switzerland),grid.479494.3,Switzerland,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6580430,OPP631,"To develop a vaccine for leishmaniasis by focusing on the scientific and practical issues leading to the development of effective vaccines and therapies, initially in Brazil and India",15000000,2000-04-01,2000.0,2005-06-01,2005,Infectious Disease Research Institute,grid.53959.33,United States,Bill & Melinda Gates Foundation,United States,0,0,0
grant.6580190,OPP1032144,"To facilitate the discovery of a safe, effective and practical HIV-1 vaccine by using valid laboratory criteria and Good Clinical Laboratory Practices to monitor antibody responses in the systemic and mucosal compartment in vaccine testing",31925352,2011-06-01,2011.0,2017-04-01,2017,Duke University,grid.26009.3d,United States,Bill & Melinda Gates Foundation,United States,28,0,0
grant.6500971,275201500006I-0-27500002-1,IGF::OT::IGF:THE SCRIPPS RESEARCH INSTITUTE. TASK ORDER 2 (HHSN275201500006I/HHSN27500002).PRODUCTION AND DISTRIBUTION OF INVESTIGATIONAL GHRELIN VACCINES--GHRELIN VACCINE AGAINST RAT HORMONE. 09/21/,93963,2016-09-21,2016.0,2017-09-20,2017,Scripps Research Institute,grid.214007.0,United States,National Institute of Child Health and Human Development,United States,0,0,0
grant.6500600,272201200003I-1-27200014-1,Task X14:  Evaluation of Ebola Vaccines,157455,2015-09-10,2015.0,2018-07-31,2018,Battelle,grid.27873.39,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.6500029,272201600032C-0-0-1,DEVELOPMENT OF A WEST NILE VIRUS VACCINE,440933,2016-08-30,2016.0,2018-08-29,2018,Molecular GPS Technologies (United States),grid.281192.1,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.6499437,272201300010C-5-0-1,Nonhuman Primate Core Functional Genomics Laboratory for AIDS Vaccines Research a,2737556,2013-07-01,2013.0,2017-06-30,2017,University of Washington,grid.34477.33,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.6015965,21380187,Basic study on novel vaccine strategy for avian influenza,218199,2009-04-01,2009.0,2014-03-31,2014,University of Tokyo,grid.26999.3d,Japan,Japan Society for the Promotion of Science,Japan,12,0,0
grant.5900519,16H03822,B細胞表層での分子認識制御によるユニバーサルナノワクチンの創製,176607,2016-04-01,2016.0,2019-03-31,2019,Nippon Institute of Technology,grid.444271.0,Japan,Japan Society for the Promotion of Science,Japan,2,0,0
grant.5869803,15K15390,Development of novel pertussis vaccine,32060,2015-04-01,2015.0,2017-03-31,2017,Osaka University,grid.136593.b,Japan,Japan Society for the Promotion of Science,Japan,1,0,0
grant.5246526,N01AI40071-12-0-1,PRODUCTION AND TESTING OF A MODIFIED VACCINIA ANKARA (MVA) VACCINE,1421912,2004-09-30,2004.0,2015-02-06,2015,Sanofi (United States),grid.417555.7,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.5245891,272201300010C-3-0-1,Nonhuman Primate Core Functional Genomics Laboratory for AIDS Vaccines Research a,2969205,2013-07-01,2013.0,2016-06-30,2016,University of Washington,grid.34477.33,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.5245785,272201200003I-0-27200014-1,Task X14:  Evaluation of Ebola Vaccines,8942639,2015-09-10,2015.0,2018-07-31,2018,Battelle,grid.27873.39,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.5144861,NIHRDH-IS-HPU-1112-10096,NIHR Health Protection Research Unit in Immunisation,5837308,2014-04-01,2014.0,2019-03-31,2019,London School of Hygiene & Tropical Medicine,grid.8991.9,United Kingdom,National Institute for Health Research,United Kingdom,0,0,0
grant.4893018,W81XWH-15-C-0175,NanoVector Vaccine Potentiation,100000,2014-10-01,2014.0,2015-09-30,2015,Oceanit (United States),grid.423002.7,United States,United States Department of the Army,United States,0,0,0
grant.4702691,2014/13/B/NZ6/00245,Konstrukcja szczepionek odpornościowych opartych na żywych szczepach Salmonella enterica Typhimurium zawierających rekombinowane fagi nitkowate,129485,2015-02-09,2015.0,2018-02-08,2018,University of Warsaw,grid.12847.38,Poland,National Science Center,Poland,1,0,0
grant.4694137,BB/N012682/1,Improving the duration of immunity for FMD vaccines,270289,2016-05-13,2016.0,2017-09-11,2017,Pirbright Institute; Pirbright Institute; Pirbright Institute; Pirbright Institute; Jenner Institute; Department of Biotechnology; Indian Immunologicals (India); Department of Biotechnology,grid.63622.33; grid.63622.33; grid.63622.33; grid.63622.33; grid.418731.8; grid.454774.1; grid.496635.b; grid.454774.1,United Kingdom; United Kingdom; United Kingdom; United Kingdom; United Kingdom; India; India; India,Biotechnology and Biological Sciences Research Council,United Kingdom,3,0,0
grant.4551429,00/11994-7,Novas estratégias vacinas para patógenos entéricos: vacinas contra diarréia baseadas no fator de colonização I (CFA/I) de Escherichia coli enterotoxigênica (ETEC),0,2001-05-01,2001.0,2004-03-31,2004,University of Sao Paulo,grid.11899.38,Brazil,São Paulo Research Foundation,Brazil,0,0,0
grant.4540717,03/07447-9,Desenvolvimento de vacina celular anti-pneumocócica: utilização de cepa não capsulada de Streptococcus pneumoniae,0,2005-04-01,2005.0,2007-09-30,2007,Secretaria da Saúde,grid.419716.c,Brazil,São Paulo Research Foundation,Brazil,1,0,0
grant.4161796,553994,Transmission dynamics of live coccidiosis vaccines: Does management have an impact?,31693,2014-04-01,2014.0,2015-03-31,2015,University of Guelph,grid.34429.38,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.4045940,NA03NMF4270150,Ultrasound mediated delivery of vaccines for aquaculture,150079,2003-05-01,2003.0,2005-10-31,2005,University System of Maryland,grid.410443.6,United States,National Oceanic and Atmospheric Administration,United States,0,0,0
grant.4040616,NA03NMF4270132,"Development of a Reverse Genetics System to Produce Live, Attenuated Infectious Salmon Anemia Virus (ISAV) Vaccine Candidates",252834,2003-07-01,2003.0,2005-12-31,2005,,,,National Oceanic and Atmospheric Administration,United States,0,0,0
grant.3984324,08/IN.1/B1845,Surface proteins of Staphylococcus aureus involved in nasal colonization biofilm formation and immune evasion. Potential for vaccine development,1884051,2008-10-01,2008.0,2013-03-31,2013,Trinity College Dublin,grid.8217.c,Ireland,Science Foundation Ireland,Ireland,8,0,0
grant.3983030,03/IN3/B364,Construction & Development of a New Prototype Measles-Mumps-Rubella Vaccine Based on Recombinant RNA,964737,2004-01-01,2004.0,2008-06-08,2008,Trinity College Dublin,grid.8217.c,Ireland,Science Foundation Ireland,Ireland,0,0,0
grant.3857103,272201400031C-0-0-1,A NUTRITIVE VACCINE ADJUVANT AGAINST INFLUENZA,224981,2014-09-15,2014.0,2015-09-14,2015,EpitoGenesis (United States),grid.428901.6,United States,National Institute of Allergy and Infectious Diseases,United States,3,0,0
grant.3857090,272201400016C-0-0-1,CHLAMYDIA TRACHOMATIS VACCINE SAFETY AND EFFICACY EVALUATION IN NONHUMAN PRIMATES,1113776,2014-05-31,2014.0,2015-02-28,2015,University of Washington,grid.34477.33,United States,National Institute of Allergy and Infectious Diseases,United States,1,0,0
grant.3857030,272201300010C-1-0-1,Nonhuman Primate Core Functional Genomics Laboratory for AIDS Vaccines Research a,3183629,2013-07-01,2013.0,2015-06-30,2015,University of Washington,grid.34477.33,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.3856249,261201200013I-0-26100009-1,Multi-Antigen Vaccine for Lung Cancer PreventionPOP: 09/18/2014-09/17/2016,884531,2014-09-18,2014.0,2016-09-17,2016,,,,National Cancer Institute,United States,1,0,0
grant.3771580,37435,New preventative and therapeutic Hepatits C vaccines: from pre-clinical to phase I,12112367,2007-02-01,2007.0,2012-07-31,2012,University of Naples Federico II; Novartis (Italy); Ghent University; University of Oxford; Vacsera (Egypt); Goethe University Frankfurt; University of Gdańsk; Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico; Erasmus University Medical Center; IRBM Science Park; University of Birmingham; Saarland University; ALTA (Italy); University of Pisa,grid.4691.a; grid.15585.3c; grid.5342.0; grid.4991.5; grid.463319.a; grid.7839.5; grid.8585.0; grid.414818.0; grid.5645.2; grid.425285.c; grid.6572.6; grid.11749.3a; grid.424010.3; grid.5395.a,Italy; Italy; Belgium; United Kingdom; Egypt; Germany; Poland; Italy; Netherlands; Italy; United Kingdom; Germany; Italy; Italy,European Commission,Belgium,2,0,0
grant.3759147,QLK2-CT-2002-01197,The second phase of a european malaria vaccine development consortium,4392553,2002-09-01,2002.0,2006-05-31,2006,University of Edinburgh; London School of Hygiene & Tropical Medicine; Radboud University Nijmegen; Biomedical Primate Research Centre; Pasteur Institute; University of Copenhagen; Public Health Agency of Sweden; Covance (United Kingdom); Albemarle (Belgium); Bernhard Nocht Institute for Tropical Medicine; The Francis Crick Institute,grid.4305.2; grid.8991.9; grid.5590.9; grid.11184.3d; grid.428999.7; grid.5254.6; grid.419734.c; grid.417605.1; grid.434767.5; grid.424065.1; grid.451388.3,United Kingdom; United Kingdom; Netherlands; Netherlands; France; Denmark; Sweden; United Kingdom; Belgium; Germany; United Kingdom,European Commission,Belgium,28,0,0
grant.3726131,TS3*930168,An international Primate Vaccine Evaluation Network (PVEN) for the optimal use of a variety of primate species for the evaluation of vaccines and other tools against the major infectious diseases in developing countries,0,1994-05-01,1994.0,1995-04-30,1995,Netherlands Organisation for Applied Scientific Research; Centre International de Recherches Médicales de Franceville; National Museums of Kenya; University of Valle,grid.4858.1; grid.418115.8; grid.425505.3; grid.8271.c,Netherlands; Gabon; Kenya; Colombia,European Commission,Belgium,0,0,0
grant.3627196,081122/Z/06/Z,"Evaluation of the safety and immunogenicity of a new tuberculosis vaccine, MVA85A, as a booster vaccine for BCG, in a series of Phase II clinical trials in South Africa.",2951225,2006-10-01,2006.0,2008-09-30,2008,University of Oxford; University of Oxford,grid.4991.5; grid.4991.5,United Kingdom; United Kingdom,Wellcome Trust,United Kingdom,5,0,0
grant.3624371,N01AI40071-10-0-1,PRODUCTION AND TESTING OF A MODIFIED VACCINIA ANKARA (MVA) VACCINE,6072797,2004-09-30,2004.0,2015-02-06,2015,Sanofi (United States),grid.417555.7,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.3568375,LP120200244,A single vaccine for influenza and pneumonia,252019,2012-01-01,2012.0,2015-12-31,2015,University of Adelaide,grid.1010.0,Australia,Australian Research Council,Australia,0,0,0
grant.2757767,BBS/E/I/00001489,Improving the quality of FMD vaccines by understanding the correlation of vaccine-induced protection with immune responses in cattle,687443,2011-05-16,2011.0,2014-05-15,2014,Pirbright Institute; Pirbright Institute; Pirbright Institute; Pirbright Institute,grid.63622.33; grid.63622.33; grid.63622.33; grid.63622.33,United Kingdom; United Kingdom; United Kingdom; United Kingdom,Biotechnology and Biological Sciences Research Council,United Kingdom,0,0,0
grant.2726424,ZIBAI005116,ARRA: H1N1 and Other ARRA Equipment,3314695,2010-01-01,2010.0,2010-12-31,2010,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2712019,Z01BR004009,The Determination of Phosphorus in Vaccines,0,1999-01-01,1999.0,2001-01-01,2001,,,,United States Food and Drug Administration,United States,0,0,0
grant.2706262,Y1AI9459-2-0-5,Development of oral vaccine tech for multivalent protection against Shigella,115000,2010-01-01,2010.0,2010-12-31,2010,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706261,Y1AI9459-2-0-4,Development of technology for a combination anthrax-plague live oral vaccine,85000,2010-01-01,2010.0,2010-12-31,2010,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706257,Y1AI9459-1-0-5,Development of oral vaccine tech for multivalent protection against Shigella,115000,2009-01-01,2009.0,2009-12-31,2009,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706256,Y1AI9459-1-0-4,Development of technology for a combination anthrax-plague live oral vaccine,85000,2009-01-01,2009.0,2009-12-31,2009,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706135,Y1AI0665-2-0-1,Development of Anti-Ebola MHC Tetramers to Evaluate Vaccines,200000,2011-01-01,2011.0,2011-12-31,2011,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706134,Y1AI0665-1-0-1,Development of Anti-Ebola MHC Tetramers to Evaluate Vaccines,250000,2010-01-01,2010.0,2010-12-31,2010,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706123,Y1AI0647-2-0-1,Guinea Pig Model for Shigellosis Vaccine Development,106000,2011-01-01,2011.0,2011-12-31,2011,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706119,Y1AI0631-2-0-1,Characterization of the Mechanism of Action of Vaccine Adjuvants,162000,2011-01-01,2011.0,2011-12-31,2011,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706118,Y1AI0631-1-0-1,Characterization of the Mechanism of Action of Vaccine Adjuvants,114000,2010-01-01,2010.0,2010-12-31,2010,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706115,Y1AI0608-1-0-1,Development of New Tools for Influenza Vaccines,165000,2010-01-01,2010.0,2010-12-31,2010,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706114,Y1AI0607-1-0-1,Development of Assays and Pre-clinical Evaluation of Francisella Vaccines,76000,2010-01-01,2010.0,2010-12-31,2010,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2706113,Y1AI0606-1-0-1,Assays for Characterization and Efficacy Evaluation of Anthrax Vaccines,85000,2010-01-01,2010.0,2010-12-31,2010,National Institute of Allergy and Infectious Diseases,grid.419681.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2658141,R44AI092916,"Robust, defined, animal-free cell culture medium for the production of vaccines",1516871,2012-06-01,2012.0,2015-05-31,2015,Ventria Bioscience (United States),grid.422159.9,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2449044,R01AG043419,Effectiveness of the Influenza Vaccine in the Aging Population,953844,2013-07-01,2013.0,2017-06-30,2017,Vanderbilt University Medical Center,grid.412807.8,United States,National Institute on Aging,United States,6,0,0
grant.2425380,N01AI40071-8-0-1,Production/Testing of a MVA Vaccine,243579,2004-09-30,2004.0,2009-01-30,2009,Sanofi (United States),grid.417555.7,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2425071,N01AI15425-6-0-1,"HIV Vaccine Production, PreClinical Testing, FDA Submissions",89573,2001-02-15,2001.0,2008-07-31,2008,,,,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2347720,272201300010C-0-0-1,Nonhuman Primate Core Functional Genomics Laboratory for AIDS Vaccines Research a,2564723,2013-07-01,2013.0,2014-06-30,2014,University of Washington,grid.34477.33,United States,National Institute of Allergy and Infectious Diseases,United States,5,0,0
grant.2344566,261201200013I-0-26100006-1,Use of TERT Vaccine in Prevention of Lung Cancer in Animal Models,443988,2013-09-19,2013.0,2015-09-18,2015,,,,National Cancer Institute,United States,0,0,0
grant.2438487,P20RR020735,Exploratory Center for Vaccinology Research (RMI),1799453,2004-09-28,2004.0,2007-07-31,2007,Emory University,grid.189967.8,United States,National Center for Advancing Translational Sciences,United States,7,0,0
grant.8592540,7017d233-cc88-4177-aa1b-8ca7c077da17,RNA synthetic biology for genetic engineering of a programmable one-shot smart RNA vaccine,0,2016-10-01,2016.0,2018-09-30,2018,Ghent University; Ghent University,grid.5342.0; grid.5342.0,Belgium; Belgium,Belgian Federal Science Policy Office,Belgium,0,0,0
grant.8591411,194e3253-0b4a-4d60-a756-05b467aa8c1d,An integrated strategy for preclinical development of improved vaccines against dendritrische cell lung cancer,0,2009-10-01,2009.0,2019-09-30,2019,Ghent University; Ghent University,grid.5342.0; grid.5342.0,Belgium; Belgium,Belgian Federal Science Policy Office,Belgium,0,0,0
grant.8574771,18251_1,Developing a novel cancer vaccine using IDO2-silenced DCs for breast cancer,0,2010-01-01,2010.0,2010-12-31,2010,London Health Sciences Centre,grid.412745.1,Canada,Breast Cancer Society of Canada,Canada,0,0,0
grant.8565074,BT/PR20795/MED/29/1103/2016,VACCINATION AND PROTECTION STUDIES FOR A TARGETED NANOPARTICULATE ORAL VACCINE AGAINST SHIGELLOSIS,46163,2018-01-10,2018.0,2019-07-10,2019,National Institute of Cholera and Enteric Diseases; Indian Institute of Technology Kanpur,grid.419566.9; grid.417965.8,India; India,Department of Biotechnology,India,0,0,0
grant.8564502,BT/PR14351/PFN/20/1118/2015,Development of Molecular Diagnostics and Immunotherapeutic Vaccines for Prawn and Brinjal Allergy,70075,2016-08-05,2016.0,2019-08-05,2019,Bose Institute,grid.418423.8,India,Department of Biotechnology,India,0,0,0
grant.8564392,BT/PR15722/NER/95/24/2015,Development of Nanoparticle or Microparticle Adjuvanted Subunit Oral Vaccine against Poultry Salmonellosis,118059,2016-08-22,2016.0,2019-08-22,2019,Assam Agricultural University; Institute of Advanced Study in Science and Technology; National Institute of Cholera and Enteric Diseases,grid.411459.c; grid.467306.0; grid.419566.9,India; India; India,Department of Biotechnology,India,0,0,0
grant.8564076,BT/PR9711/ADV/90/158/2013,"Development of a novel ""broad-spectrum"" subunit vaccine for Bluetongue disease in animals",65794,2016-08-26,2016.0,2019-08-26,2019,P.V. Narsimha Rao Telangana Veterinary University,grid.506065.0,India,Department of Biotechnology,India,0,0,0
grant.8563355,BT/PR8624/MED/29/798/2013,Programming protective humoral responses with novel vaccine formulations against Dengue Virus.,106699,2014-03-31,2014.0,2017-03-31,2017,University of Hyderabad,grid.18048.35,India,Department of Biotechnology,India,0,0,0
grant.8562762,BT/MB/Indo-US/HIPC/04/2013,Innate Predictors of Adaptive BCG and HBV Vaccine-induce Responses in Bangalore Adolescents,255862,2013-10-18,2013.0,2015-10-18,2015,Indian Institute of Science Bangalore; Rajiv Gandhi University of Health Sciences,grid.34980.36; grid.418280.7,India; India,Department of Biotechnology,India,0,0,0
grant.8561092,BT/PR13900/ADV/57/44/2010,Development of prophylactic as well as therapeutic DNA vaccine for canine mammary cancer,85433,2012-01-24,2012.0,2015-01-24,2015,Indian Veterinary Research Institute,grid.417990.2,India,Department of Biotechnology,India,0,0,0
grant.8560406,BT/PR12849/MED/15/35/2009,Evaulation of novel adjuvants for mucosal priming following cutaneous delivery of vaccine,132827,2010-03-25,2010.0,2013-03-25,2013,Tata Institute of Fundamental Research; Translational Health Science and Technology Institute,grid.22401.35; grid.464764.3,India; India,Department of Biotechnology,India,0,0,0
grant.8560404,BT/PR13738/MED/15/37/2010,Development of envelope domain III-based Dengue Virus-like particle (VLP) Vaccine candidates,779042,2010-03-29,2010.0,2015-03-29,2015,International Centre for Genetic Engineering and Biotechnology,grid.425195.e,India,Department of Biotechnology,India,0,0,0
grant.8560168,BT/PR15284/MED/29/291/2011,Targeted nanoparticulate oral vaccine against shigellosis: mimicking shigell's strqategy of infection,80696,2011-03-09,2011.0,2014-03-09,2014,Indian Institute of Technology Kanpur,grid.417965.8,India,Department of Biotechnology,India,0,0,0
grant.8559075,BT/PR9415/AAQ/03/344/2007,Development of DNA vaccine to combat Edwardsiella tarda infection in commercially important food fishes.,133985,2009-08-12,2009.0,2012-08-12,2012,Centre for Cellular and Molecular Biology; Tata Institute of Fundamental Research,grid.417634.3; grid.22401.35,India; India,Department of Biotechnology,India,0,0,0
grant.8559057,BT/PR9094/AAQ/01/327/2007,Immuno-prophylactic evaluation of potential vaccine candidates against Fasciola gigantica in domestic animals.,81001,2007-09-06,2007.0,2010-09-06,2010,Indian Veterinary Research Institute,grid.417990.2,India,Department of Biotechnology,India,0,0,0
grant.8559047,BT/PR8373/AAQ/01/322/2006,Development of Calcium Phosphate Nanoparticle based DNA vaccine against FMD(Foot and Mouth Disease),56670,2008-03-24,2008.0,2011-03-24,2011,Indian Veterinary Research Institute,grid.417990.2,India,Department of Biotechnology,India,0,0,0
grant.8514300,G022902N,Karakterisatie en evaluatie van kandidaat vaccin antigenen tegenover de lebmaag-nematode Ostertagia ostertagi bij het rund.,0,2002-01-01,2002.0,2005-12-31,2005,Ghent University,grid.5342.0,Belgium,Research Foundation - Flanders,Belgium,0,0,0
grant.8513722,G007211N,Onderzoek naar het gebruik van mRNA moleculen als alternatief voor een Chlamydophila psittaci DNA vaccin,0,2011-01-01,2011.0,2014-12-31,2014,Ghent University,grid.5342.0,Belgium,Research Foundation - Flanders,Belgium,0,0,0
grant.8512105,1S07716N,"Development of an mRNA-based vaccine to treat HPV-positive oropharyngeal squamous cell carcinoma: immunogenicity, therapeutic efficacy and safety.",0,2016-01-01,2016.0,2017-12-31,2017,Vrije Universiteit Brussel,grid.8767.e,Belgium,Research Foundation - Flanders,Belgium,0,0,0
grant.8509618,1147204N,Ontwikkeling van een cellular HIV vaccin gebaseerd op dendritische cellen ge- transfecteerd met mRNA coderend voor HIV antigenen.,0,2003-10-01,2003.0,2005-09-30,2005,,,,Research Foundation - Flanders,Belgium,0,0,0
grant.8509617,1147202N,Ontwikkeling van een cellulair HIV vaccin gebaseerd op dendritische cellen getransfecteerd met mRNA coderend voor HIV antigenen.,0,2001-10-01,2001.0,2003-09-30,2003,,,,Research Foundation - Flanders,Belgium,0,0,0
grant.8507925,G010797N,Inductie van een cellulaire immuunrespons tegen idiotype determinanten. Lymfoma vaccinatie : vaccin productie en evaluatie van de immuunrespons.,0,1996-12-01,1996.0,2000-12-31,2000,Vrije Universiteit Brussel,grid.8767.e,Belgium,Research Foundation - Flanders,Belgium,0,0,0
grant.8505547,1521909N,De ontwikkeling van RSV vaccins op basis van virus like partikels die korte fragmenten van RSV oppervlakte-eiwitten presenteren.,0,2009-01-01,2009.0,2009-12-31,2009,Ghent University,grid.5342.0,Belgium,Research Foundation - Flanders,Belgium,0,0,0
grant.8505546,1217313N,Onderzoek naar de structurele en mechanistische eigenschappen van een nieuwe RSV therapie en een nieuw RSV vaccin.,0,2012-10-01,2012.0,2015-09-30,2015,Ghent University,grid.5342.0,Belgium,Research Foundation - Flanders,Belgium,0,0,0
grant.8494481,12B0211N,Ophelderen van het mechanisme van verbeterde protectie door een M. bovis BCG mutant als een vaccin tegen Mycobacterium tuberculosis infectie,0,2010-10-01,2010.0,2014-09-30,2014,Ghent University,grid.5342.0,Belgium,Research Foundation - Flanders,Belgium,0,0,0
grant.8488885,G032595N,"Immunobiologie van gastheer-trypanosoom interacties : identificatie van immunopathologische trypanosoom componenten en ontwikkeling van anti-""ziekte"" vaccins.",0,1995-01-01,1995.0,1998-12-31,1998,Vrije Universiteit Brussel,grid.8767.e,Belgium,Research Foundation - Flanders,Belgium,0,0,0
grant.8486017,1542487N,Zuivering en studie van adenylaat cyclase van Bordetella pertussis : met het oogop een eventuele toepassing ervan in een verbeterd acellulair kinkhoest vaccin.,0,1986-10-01,1986.0,1987-09-30,1987,,,,Research Foundation - Flanders,Belgium,0,0,0
grant.8485222,G021812N,T cel immunogeniciteit van RHAMM en BMI-1: ontwikkeling van een multi-antigenisch dendritisch celvaccin voor hematologische maligniteiten,0,2012-01-01,2012.0,2015-12-31,2015,,,,Research Foundation - Flanders,Belgium,0,0,0
grant.8215714,39580004,新一代HPV16E7核酸疫苗构建及抗癌的细胞与分子生物学,12048,1996-01-01,1996.0,1998-12-31,1998,Tsinghua University,grid.12527.33,China,National Natural Science Foundation of China,China,0,0,0
grant.8107229,25691,DNA Immunization Against Rhodococcus equi pneumonia of Foals using an Attenuated Salmonella Vaccine Vector,0,2003-05-01,2003.0,2004-04-30,2004,University of Guelph,grid.34429.38,Canada,"Ministry of Agriculture, Food and Rural Affairs",Canada,0,0,0
grant.8070874,2817600912,Verbundprojekt: Entwicklung innovativer bestandsspezifischer Impfstoffe für Geflügel zur vereinfachten Applikation (innoVAK4DART) - Teilprojekt: 5,513128,2014-05-01,2014.0,2017-10-31,2017,,,,Federal Ministry of Food and Agriculture,Germany,0,0,0
grant.8070873,2817600812,Verbundprojekt: Entwicklung innovativer bestandsspezifischer Impfstoffe für Geflügel zur vereinfachten Applikation (innoVAK4DART) - Teilprojekt: 4,268146,2014-05-01,2014.0,2017-10-31,2017,,,,Federal Ministry of Food and Agriculture,Germany,0,0,0
grant.8070872,2817600712,Verbundprojekt: Entwicklung innovativer bestandsspezifischer Impfstoffe für Geflügel zur vereinfachten Applikation (innoVAK4DART) - Teilprojekt 3,203123,2014-05-01,2014.0,2017-10-31,2017,University of Potsdam,grid.11348.3f,Germany,Federal Ministry of Food and Agriculture,Germany,0,0,0
grant.8070871,2817600612,Verbundprojekt: Entwicklung innovativer bestandsspezifischer Impfstoffe für Geflügel zur vereinfachten Applikation (innoVAK4DART) - Teilprojekt 2,261659,2014-05-01,2014.0,2017-10-31,2017,University of Veterinary Medicine Hanover,grid.412970.9,Germany,Federal Ministry of Food and Agriculture,Germany,1,0,0
grant.8070870,2817600512,Verbundprojekt: Entwicklung innovativer bestandsspezifischer Impfstoffe für Geflügel zur vereinfachten Applikation (innoVAK4DART) - Teilprojekt 1,552013,2014-05-01,2014.0,2017-10-31,2017,,,,Federal Ministry of Food and Agriculture,Germany,0,0,0
grant.8068997,2813200706,Verbundprojekt: Neuartiger Ansatz zur Entwicklung eines heterosubtypischen Marker-Impfstoffs gegen die aviäre Influenza in Geflügel - Teilprojekt 2,836661,2007-03-01,2007.0,2010-11-30,2010,,,,Federal Ministry of Food and Agriculture,Germany,0,0,0
