inventor_names,times_cited,granted_year,year,filing_status,associated_grant_ids,assignees,assignee_names,publication_date,id,title
"['Dan T. Stinchcomb', 'Jill A. Livengood', ""O'Neil Wiggan"", 'Richard Kinney', 'Jorge Osorio']",,,2017,Application,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'TAKEDA VACCINES INC']",2018-09-06,US-20180251737-A1,"COMPOSITIONS, METHODS AND USES FOR INDUCING VIRAL GROWTH"
"['Stephen C. Harrison', 'Bing Chen', 'Dan H. Barouch', 'Joseph P. Nkolola', 'Michael Scott Seaman']",,,2019,Application,"['grant.2456583', 'grant.2695783', 'grant.2457315', 'grant.2695832', 'grant.2458792']","[{'id': 'grid.239395.7', 'acronym': 'BIDMC', 'name': 'Beth Israel Deaconess Medical Center', 'country_name': 'United States'}, {'id': 'grid.414197.e', 'name': ""Dayton Children's Hospital"", 'country_name': 'United States'}, {'id': 'grid.414196.f', 'name': ""Children's Medical Center"", 'country_name': 'United States'}, {'id': 'grid.2515.3', 'name': ""Boston Children's Hospital"", 'country_name': 'United States'}]","['Children s Medical Center Corp', 'Beth Israel Deaconess Medical Center Inc', 'BETH ISRAEL DEACONESS MEDICAL CT INC', 'CHILDRENS MEDICAL CENTER']",2019-08-08,US-20190240319-A1,BIOCHEMICALLY STABILIZED HIV-1 ENV TRIMER VACCINE
"['Marcus A. Horwitz', 'Qingmei Jia']",,,2017,Application,['grant.2459697'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'UNIV CALIFORNIA']",2019-08-08,US-20190240310-A1,SAFE POTENT SINGLE PLATFORM VACCINE AGAINST TIER 1 SELECT AGENTS AND OTHER PATHOGENS
"['Yong-Jun Liu', 'Sandra Zurawski', 'Sangkon Oh', 'Shino Hanabuchi', 'Haruyuki FUJITA', 'Hideki Ueno', 'Patrick Blanco', 'HyeMee Joo']",,,2015,Application,"['grant.2695872', 'grant.2695845', 'grant.2695760']","[{'id': 'grid.476940.8', 'name': 'Heart Hospital Baylor Plano', 'country_name': 'United States'}, {'id': 'grid.486749.0', 'name': 'Baylor Scott & White Health', 'country_name': 'United States'}]","['Baylor Research Institute', 'BAYLOR RES INSTITUTE']",2017-12-07,US-20170349661-A1,ANTAGONISTIC ANTI-OX40L ANTIBODIES AND METHODS OF THEIR USE
['Richard Young'],5.0,,2004,Application,"['grant.2452302', 'grant.2687150']","[{'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]","['Whitehead Institute for Biomedical Research', 'WHITEHEAD BIOMEDICAL INST']",2004-10-14,US-20040204363-A1,Use of heat shock proteins to deliver moieties into cells
"['Stephen C. Harrison', 'Bing Chen', 'Dan H. Barouch', 'Joseph P. NKOLOA', 'Michael Scott Seaman']",,,2017,Application,"['grant.2457315', 'grant.2695783', 'grant.2458792', 'grant.2695832', 'grant.2456583']","[{'id': 'grid.2515.3', 'name': ""Boston Children's Hospital"", 'country_name': 'United States'}, {'id': 'grid.239395.7', 'acronym': 'BIDMC', 'name': 'Beth Israel Deaconess Medical Center', 'country_name': 'United States'}]","['Children s Medical Center Corp', 'Beth Israel Deaconess Medical Center Inc', 'BETH ISRAEL DEACONESS MEDICAL CT INC', ""CHILDREN'S MEDICAL CENTER CORP""]",2017-10-12,US-20170290907-A1,BIOCHEMICALLY STABILIZED HIV-1 ENV TRIMER VACCINE
['Suzanne Ostrand-Rosenberg'],2.0,2015.0,2012,Grant,"['grant.2474639', 'grant.2478268']","[{'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}, {'id': 'grid.266673.0', 'acronym': 'UMBC', 'name': 'University of Maryland, Baltimore County', 'country_name': 'United States'}]","['University of Maryland, Baltimore County (UMBC)', 'OSTRAND-ROSENBERG SUZANNE', 'UNIV MARYLAND']",2015-02-17,US-8956619-B2,Soluble CD80 as a therapeutic to reverse immune supression in cancer patients
['Richard Young'],8.0,,2001,Application,"['grant.2687150', 'grant.2452302']","[{'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]","['Whitehead Institute for Biomedical Research', 'WHITEHEAD BIOMEDICAL INST']",2001-06-28,US-20010005713-A1,Use of heat shock proteins to deliver moieties into cells
"['Anna Aldovini', 'Richard A. Young']",3.0,2002.0,1999,Grant,['grant.2687150'],"[{'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]","['Whitehead Institute for Biomedical Research', 'WHITEHEAD BIOMEDICAL INST']",2002-03-12,US-6355486-B1,Homologously recombinant slow growing mycobacteria and uses therefor
"['Ronald G. Crystal', 'Bishnu De', 'Martin Hicks', 'Jonathan Rosenberg', 'Stephen M. Kaminsky']",3.0,,2011,Application,"['grant.2486616', 'grant.2669275']","[{'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}]","['Cornell University - Cornell Center for Technology Enterprise and Commercialzation (CCTEC)', 'CORNELL UNIVERSITY CCTEC', 'CRYSTAL RONALD G', 'DE BISHNU', 'HICKS MARTIN', 'ROSENBERG JONATHAN', 'KAMINSKY STEPHEN M']",2013-01-10,US-20130011432-A1,DISRUPTED ADENOVIRUS-BASED VACCINE AGAINST DRUGS OF ABUSE
"['Suzanne Ostrand-Rosenberg', 'Jacobus J. Bosch', 'Bruce R. Ksander']",,,2010,Application,"['grant.2478268', 'grant.2470546', 'grant.2474639', 'grant.2507384']",,"['OSTRAND-ROSENBERG SUZANNE', 'BOSCH JACOBUS J', 'KSANDER BRUCE R']",2011-07-07,US-20110165187-A1,TUMOR CELLS FROM IMMUNE PRIVILEGED SITES AS BASE CELLS FOR CELL-BASED CANCER VACCINES
"['Ronald G. Crystal', 'Bishnu De', 'Martin Hicks', 'Jonathan Rosenberg', 'Stephen M. Kaminsky']",1.0,2017.0,2011,Grant,"['grant.2486616', 'grant.2669275']","[{'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}]","['Cornell University', 'CRYSTAL RONALD G', 'DE BISHNU', 'HICKS MARTIN', 'ROSENBERG JONATHAN', 'KAMINSKY STEPHEN M', 'UNIV CORNELL']",2017-06-20,US-9682133-B2,Disrupted adenovirus-based vaccine against drugs of abuse
"['Christopher L. Karp', 'Giorgio Trinchieri', 'Maria Wysocka', 'Diane E. Griffin']",35.0,2000.0,1998,Grant,"['grant.2450787', 'grant.2466197', 'grant.2409628', 'grant.2452884', 'grant.2467100', 'grant.2438794', 'grant.2452771']","[{'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}, {'id': 'grid.251075.4', 'name': 'The Wistar Institute', 'country_name': 'United States'}]","['Johns Hopkins University', 'Wistar Institute, The', 'WISTAR INSITUTE', 'UNIV JOHNS HOPKINS']",2000-07-11,US-6086876-A,Methods and compositions for the inhibition of interleukin-12 production
['Suzanne Ostrand-Rosenberg'],3.0,,2015,Application,"['grant.2474639', 'grant.2478268']","[{'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}, {'id': 'grid.266673.0', 'acronym': 'UMBC', 'name': 'University of Maryland, Baltimore County', 'country_name': 'United States'}]","['University of Maryland, Baltimore County (UMBC)', 'UNIV MARYLAND']",2015-08-20,US-20150232532-A1,SOLUBLE CD80 AS A THERAPEUTIC TO REVERSE IMMUNE SUPPRESSION IN CANCER PATIENTS
"['Dan T. Stinchcomb', 'Jorge E. Osorio', 'Charalambos D. PARTIDOS', 'Joseph N. BREWOO']",,2018.0,2015,Grant,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'TAKEDA VACCINES INC']",2018-07-03,US-10010600-B2,Compositions and methods for administration of vaccines against dengue virus
"['Ronald G. Crystal', 'Martin J. Hicks', 'Jonathan B. Rosenberg', 'Bishnu P. De', 'Stephen M. Kaminsky', 'Robin L. Davisson']",,,2013,Application,['grant.2486616'],"[{'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}]","['Cornell University', 'UNIV CORNELL']",2015-02-26,US-20150056251-A1,AAV-DIRECTED PERSISTENT EXPRESSION OF AN ANTI-NICOTINE ANTIBODY GENE FOR SMOKING CESSATION
"['Julia Lea Hurwitz', 'Toru Takimoto', 'Charles John Russell', 'Allen Portner', 'Karen Slobod']",3.0,,2012,Application,"['grant.2458701', 'grant.2458954', 'grant.2435103', 'grant.2453371', 'grant.2438833', 'grant.2449326', 'grant.2666395']","[{'id': 'grid.240871.8', 'name': ""St. Jude Children's Research Hospital"", 'country_name': 'United States'}]","['St Jude Childrens Research Hospital', 'HURWITZ JULIA LEA', 'TAKIMOTO TORU', 'RUSSELL CHARLES JOHN', 'PORTNER ALLEN', 'SLOBOD KAREN']",2014-07-03,US-20140186397-A1,MODIFIED SENDAI VIRUS VACCINE AND IMAGING VECTOR
"['Suzanne Ostrand-Rosenberg', 'Jacobus J. Bosch', 'Bruce R. Ksander']",,2013.0,2010,Grant,"['grant.2507384', 'grant.2474639', 'grant.2478268', 'grant.2470546']","[{'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}, {'id': 'grid.266673.0', 'acronym': 'UMBC', 'name': 'University of Maryland, Baltimore County', 'country_name': 'United States'}]","['University of Maryland, Baltimore County (UMBC)', 'OSTRAND-ROSENBERG SUZANNE', 'BOSCH JACOBUS J', 'KSANDER BRUCE R', 'UNIV MARYLAND']",2013-05-21,US-8444965-B2,Tumor cells from immune privileged sites as base cells for cell-based cancer vaccines
"['Yong-Jun Liu', 'Sandra Zurawski', 'Sangkon Oh', 'Shino Hanabuchi', 'Haruyuki FUJITA', 'Hideki Ueno', 'Patrick Blanco', 'HyeMee Joo']",,,2018,Application,"['grant.2695845', 'grant.2695760', 'grant.2695872']","[{'id': 'grid.486749.0', 'name': 'Baylor Scott & White Health', 'country_name': 'United States'}, {'id': 'grid.476940.8', 'name': 'Heart Hospital Baylor Plano', 'country_name': 'United States'}]","['Baylor Research Institute', 'BAYLOR RES INSTITUTE']",2019-03-28,US-20190092869-A1,ANTAGONISTIC ANTI-OX40L ANTIBODIES AND METHODS OF THEIR USE
['Suzanne Ostrand-Rosenberg'],,2019.0,2017,Grant,"['grant.2474639', 'grant.2478268']","[{'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}, {'id': 'grid.266673.0', 'acronym': 'UMBC', 'name': 'University of Maryland, Baltimore County', 'country_name': 'United States'}]","['University of Maryland, Baltimore County (UMBC)', 'UNIV MARYLAND']",2019-08-13,US-10377810-B2,Soluble CD80 as a therapeutic to reverse immune suppression in cancer patients
"['Dan T. Stinchcomb', 'Jorge E. Osorio', ""O'Neil Wiggan""]",4.0,2011.0,2008,Grant,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'STINCHCOMB DAN T', 'OSORIO JORGE E', ""WIGGAN O'NEIL"", 'INVIRAGEN INC']",2011-12-27,US-8084039-B2,Methods and compositions for live attenuated viruses
"['Sang-Moo Kang', 'Min-Chul Kim']",,,2017,Application,"['grant.2666472', 'grant.2459251']","[{'id': 'grid.256304.6', 'acronym': 'GSU', 'name': 'Georgia State University', 'country_name': 'United States'}]","['Georgia State University Research Foundation Inc', 'GEORGIA STATE UNIV RESEARCH FOUNDATION INC']",2019-05-09,US-20190134185-A1,UNIVERSAL INFLUENZA VACCINE BASED ON HETEROLOGOUS MULTIPLE M2E PROTEINS
"['Mark Allen', 'Seong-O Choi', 'Jung-Hwan Park', 'Xiaosong Wu', 'Yanzhu Zhao', 'Yong-kyu Yoon', 'Swaminathan Rajaraman']",39.0,,2007,Application,['grant.2657943'],"[{'id': 'grid.213917.f', 'acronym': 'GT', 'name': 'Georgia Institute of Technology', 'country_name': 'United States'}]","['Georgia Tech Research Corp', 'GEORGIA TECH RES INST']",2008-03-13,US-20080063866-A1,Method for Making Electrically Conductive Three-Dimensional Structures
"['Dan Barouch', 'Shawn Sumida', 'Norman Letvin']",20.0,,2004,Application,"['grant.2456583', 'grant.2409959']","[{'id': 'grid.239395.7', 'acronym': 'BIDMC', 'name': 'Beth Israel Deaconess Medical Center', 'country_name': 'United States'}]","['Beth Israel Deaconess Medical Center Inc', 'BETH ISRAEL HOSPITAL']",2007-12-27,US-20070298051-A1,Adjuvants Of Immune Response
['Kim D. Janda'],,,2017,Application,['grant.4316876'],"[{'id': 'grid.214007.0', 'acronym': 'TSRI', 'name': 'Scripps Research Institute', 'country_name': 'United States'}]","['Scripps Research Institute', 'SCRIPPS RESEARCH INST']",2019-08-08,US-20190240306-A1,ANTI-OPIOID VACCINES
"['Dan Stinchomb', 'Jorge E. Osorio', ""O'Neil Wiggan""]",,,2016,Application,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'TAKEDA VACCINES INC']",2017-04-13,US-20170100474-A1,METHODS AND COMPOSITIONS FOR LIVE ATTENUATED VIRUSES
"['Dan T. Stinchcomb', 'Jill A. Livengood', ""O'Neil Wiggan"", 'Richard Kinney', 'Jorge Osorio']",3.0,2014.0,2009,Grant,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'STINCHCOMB DAN T', 'LIVENGOOD JILL A', ""WIGGAN O'NEIL"", 'KINNEY RICHARD', 'OSORIO JORGE', 'TAKEDA VACCINES INC']",2014-10-28,US-8871487-B2,"Compositions, methods and uses for inducing viral growth"
"['Dan T. Stinchcomb', 'Jorge E. Osorio', ""O'Neil Wiggan""]",,,2011,Application,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'STINCHCOMB DAN T', 'OSORIO JORGE E', ""WIGGAN O'NEIL""]",2014-10-09,US-20140302091-A1,METHODS AND COMPOSITIONS FOR LIVE ATTENUATED VIRUSES
"['Mei X. Wu', 'R. Rex Anderson']",1.0,,2014,Application,"['grant.2405924', 'grant.2600833', 'grant.2458998', 'grant.2668487']","[{'id': 'grid.32224.35', 'acronym': 'MGH', 'name': 'Massachusetts General Hospital', 'country_name': 'United States'}]","['Anderson Rex R', 'General Hospital Corp', 'WU MEI X', 'ANDERSON REX R']",2016-02-11,US-20160038591-A1,METHOD AND APPARATUS FOR BOOSTING VACCINE EFFICACY
['Suzanne Ostrand-Rosenberg'],1.0,,2017,Application,"['grant.2474639', 'grant.2478268']","[{'id': 'grid.266673.0', 'acronym': 'UMBC', 'name': 'University of Maryland, Baltimore County', 'country_name': 'United States'}, {'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}]","['University of Maryland, Baltimore County (UMBC)', 'UNIV MARYLAND']",2017-08-10,US-20170226181-A1,SOLUBLE CD80 AS A THERAPEUTIC TO REVERSE IMMUNE SUPPRESSION IN CANCER PATIENTS
"['Dan T. Stinchcomb', 'Jorge E. Osorio', 'Charalambos D. PARTIDOS', 'Joseph N. BREWOO']",2.0,2017.0,2013,Grant,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'TAKEDA VACCINES INC']",2017-07-25,US-9713638-B2,Compositions and methods for rapid immunization against dengue virus
"['Dan T. Stinchcomb', 'Jorge E. Osorio', 'Charalambos D. PARTIDOS', 'Joseph N. BREWOO']",,,2017,Application,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'TAKEDA VACCINES INC']",2018-01-11,US-20180008691-A1,COMPOSITIONS AND METHODS FOR RAPID IMMUNIZATION AGAINST DENGUE VIRUS
"['Dan T. Stinchcomb', 'Jorge E. Osorio', 'Charalambos D. PARTIDOS', 'Joseph N. BREWOO']",3.0,2015.0,2010,Grant,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'STINCHCOMB DAN T', 'OSORIO JORGE E', 'PARTIDOS CHARALAMBOS D', 'BREWOO JOSEPH N', 'TAKEDA VACCINES INC']",2015-12-15,US-9211323-B2,Compositions and methods for administration of vaccines against dengue virus
"['Julia Lea Hurwitz', 'Toru Takimoto', 'Charles John Russell', 'Allen Portner', 'Karen Slobod']",,,2017,Application,"['grant.2453371', 'grant.2458954', 'grant.2458701', 'grant.2666395', 'grant.2435103', 'grant.2598334', 'grant.2438833', 'grant.2449326']","[{'id': 'grid.240871.8', 'name': ""St. Jude Children's Research Hospital"", 'country_name': 'United States'}]","['St Jude Childrens Research Hospital', ""ST JUDE CHILDREN'S RES HOSPITAL""]",2017-11-09,US-20170321224-A1,Modified Sendai Virus Vaccine and Imaging Vector
"['Yong-Jun Liu', 'Sandra Zurawski', 'Sangkon Oh', 'Shino Hanabuchi', 'Haruyuki FUJITA', 'Hideki Ueno', 'Patrick Blanco', 'HyeMee Joo']",,2019.0,2015,Grant,"['grant.2695872', 'grant.2695760', 'grant.2695845']","[{'id': 'grid.486749.0', 'name': 'Baylor Scott & White Health', 'country_name': 'United States'}, {'id': 'grid.476940.8', 'name': 'Heart Hospital Baylor Plano', 'country_name': 'United States'}]","['Baylor Research Institute', 'BAYLOR RES INSTITUTE']",2019-01-01,US-10167339-B2,Antagonistic anti-OX40L antibodies and methods of their use
['Suzanne Ostrand-Rosenberg'],2.0,,2012,Application,"['grant.2474639', 'grant.2478268']","[{'id': 'grid.266673.0', 'acronym': 'UMBC', 'name': 'University of Maryland, Baltimore County', 'country_name': 'United States'}]","['University of Maryland, Baltimore County (UMBC)', 'OSTRAND-ROSENBERG SUZANNE']",2013-06-13,US-20130149305-A1,SOLUBLE CD80 AS A THERAPEUTIC TO REVERSE IMMUNE SUPRESSION IN CANCER PATIENTS
"['Ronald G. Crystal', 'Jonathan B. Rosenberg', 'Bishnu P. De', 'Martin J. Hicks', 'Stephen M. Kaminsky']",,,2013,Application,"['grant.2669275', 'grant.2486616']","[{'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}]","['Cornell University', 'UNIV CORNELL']",2015-10-22,US-20150297739-A1,DEVELOPMENT OF A HIGHLY EFFICIENT SECOND GENERATION NICOTINE-CONJUGATE VACCINE TO TREAT NICOTINE ADDICTION
"['Julia Lea Hurwitz', 'Toru Takimoto', 'Charles John Russell', 'Allen Portner', 'Karen Slobod']",,2019.0,2017,Grant,"['grant.2453371', 'grant.2449326', 'grant.2438833', 'grant.2458954', 'grant.2435103', 'grant.2598334', 'grant.2458701']","[{'id': 'grid.240871.8', 'name': ""St. Jude Children's Research Hospital"", 'country_name': 'United States'}]","['St Jude Childrens Research Hospital', 'ST JUDE CHILDRENS RES HOSPITAL']",2019-06-25,US-10329584-B2,Modified Sendai virus vaccine and imaging vector
"['Julia Lea Hurwitz', 'Toru Takimoto', 'Charles John Russell', 'Allen Portner', 'Karen Slobod']",2.0,2017.0,2012,Grant,"['grant.2449326', 'grant.2458954', 'grant.2458701', 'grant.2453371', 'grant.2438833', 'grant.2435103', 'grant.2666395']","[{'id': 'grid.240871.8', 'name': ""St. Jude Children's Research Hospital"", 'country_name': 'United States'}]","['St Jude Childrens Research Hospital', 'HURWITZ JULIA LEA', 'TAKIMOTO TORU', 'RUSSELL CHARLES JOHN', 'PORTNER ALLEN', 'SLOBOD KAREN', ""ST JUDE CHILDREN'S RES HOSPITAL""]",2017-05-02,US-9637758-B2,Modified Sendai virus vaccine and imaging vector
['Suzanne Ostrand-Rosenberg'],2.0,2017.0,2015,Grant,"['grant.2478268', 'grant.2474639']","[{'id': 'grid.266673.0', 'acronym': 'UMBC', 'name': 'University of Maryland, Baltimore County', 'country_name': 'United States'}, {'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}]","['University of Maryland, Baltimore County (UMBC)', 'UNIV MARYLAND']",2017-05-16,US-9650429-B2,Soluble CD80 as a therapeutic to reverse immune suppression in cancer patients
"['Suzanne Ostrand-Rosenberg', 'Jacobus J. Bosch', 'Bruce R. Ksander']",,2010.0,2008,Grant,"['grant.2507384', 'grant.2470546', 'grant.2478268', 'grant.2474639']","[{'id': 'grid.266673.0', 'acronym': 'UMBC', 'name': 'University of Maryland, Baltimore County', 'country_name': 'United States'}, {'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}]","['University of Maryland, Baltimore County (UMBC)', 'UNIV MARYLAND']",2010-10-05,US-7807186-B2,Tumor cells from immune privileged sites as base cells for cell-based cancer vaccines
"['Suzanne Ostrand-Rosenberg', 'Jacobus J. Bosch', 'Bruce R. Ksander']",3.0,,2008,Application,"['grant.2507384', 'grant.2470546', 'grant.2478268', 'grant.2474639']","[{'id': 'grid.266673.0', 'acronym': 'UMBC', 'name': 'University of Maryland, Baltimore County', 'country_name': 'United States'}]","['University of Maryland, Baltimore County (UMBC)', 'OSTRAND-ROSENBERG SUZANNE', 'BOSCH JACOBUS J', 'KSANDER BRUCE R']",2008-08-28,US-20080206288-A1,TUMOR CELLS FROM IMMUNE PRIVILEGED SITES AS BASE CELLS FOR CELL-BASED CANCER VACCINES
"['Ronald G. Crystal', 'Martin J. Hicks', 'Jonathan B. Rosenberg', 'Bishnu P. De', 'Stephen M. Kaminsky', 'Robin L. Davisson']",,2018.0,2013,Grant,['grant.2486616'],"[{'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}]","['Cornell University', 'UNIV CORNELL']",2018-10-09,US-10093947-B2,AAV-directed persistent expression of an anti-nicotine antibody gene for smoking cessation
"['Stephen C. Harrison', 'Bing Chen', 'Dan H. Barouch', 'Joseph P. NKOLOA', 'Michael Scott Seaman']",,2018.0,2017,Grant,"['grant.2456583', 'grant.2695783', 'grant.2458792', 'grant.2695832', 'grant.2457315']","[{'id': 'grid.239395.7', 'acronym': 'BIDMC', 'name': 'Beth Israel Deaconess Medical Center', 'country_name': 'United States'}, {'id': 'grid.2515.3', 'name': ""Boston Children's Hospital"", 'country_name': 'United States'}, {'id': 'grid.414197.e', 'name': ""Dayton Children's Hospital"", 'country_name': 'United States'}, {'id': 'grid.414196.f', 'name': ""Children's Medical Center"", 'country_name': 'United States'}]","['Children s Medical Center Corp', 'Beth Israel Deaconess Medical Center Inc', 'BETH ISRAEL DEACONESS MEDICAL CT INC', 'CHILDRENS MEDICAL CENTER']",2018-04-24,US-9950060-B2,Biochemically stabilized HIV-1 Env trimer vaccine
"['Dan T. Stinchcomb', 'Jorge E. Osorio', ""O'Neil Wiggan""]",31.0,,2008,Application,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'STINCHCOMB DAN T', 'OSORIO JORGE E', ""WIGGAN O'NEIL""]",2008-10-09,US-20080248551-A1,METHODS AND COMPOSITIONS FOR LIVE ATTENUATED VIRUSES
"['Dan T. Stinchcomb', 'Jorge E. Osorio', 'Charalambos D. PARTIDOS', 'Joseph N. BREWOO']",,,2015,Application,['grant.2687918'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Takeda Vaccines Inc', 'TAKEDA VACCINES INC']",2016-05-12,US-20160129102-A1,COMPOSITIONS AND METHODS FOR ADMINISTRATION OF VACCINES AGAINST DENGUE VIRUS
"['Raul Andino-Pavlovsky', 'Andres McAllister-Moreno']",,2011.0,2004,Grant,"['grant.2597523', 'grant.2435046']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'UNIV CALIFORNIA']",2011-01-18,US-7871814-B2,Recombinant bicistronic flaviviruses and methods of use thereof
"['Richard Syd Kornbluth', 'Geoffrey William Stone']",,,2018,Application,"['grant.2598780', 'grant.2599713', 'grant.2417267']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'UNIV CALIFORNIA']",2018-12-27,US-20180369371-A1,COMPOSITIONS AND METHODS FOR SELF-ADJUVANTING VACCINES AGAINST MICROBES AND TUMORS
"['Raul Andino-Pavlovsky', 'Andres McAllister-Moreno']",,,2010,Application,"['grant.2435046', 'grant.2597523']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'UNIV CALIFORNIA']",2011-06-09,US-20110135682-A1,Recombinant Bicistronic Flaviviruses and Methods of Use Thereof
"['Richard Syd Kornbluth', 'Geoffrey William Stone']",,2019.0,2017,Grant,['grant.2598780'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'UNIV CALIFORNIA']",2019-04-23,US-10265394-B2,Compositions and methods for self-adjuvanting vaccines against microbes and tumors
"['Raul Andino-Pavlovsky', 'Andres McCallister-Moreno']",12.0,,2004,Application,"['grant.2597523', 'grant.2435046']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'ANDINO-PAVLOVSKY RAUL', 'MCCALLISTER-MORENO ANDRES']",2004-12-02,US-20040241821-A1,Recombinant bicistronic flaviviruses and methods of use thereof
"['Raul Andino-Pavlovsky', 'Andres McAllister-Moreno']",,2012.0,2010,Grant,"['grant.2435046', 'grant.2597523']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'ANDINO-PAVLOVSKY RAUL', 'MCALLISTER-MORENO ANDRES', 'UNIV CALIFORNIA']",2012-04-24,US-8163548-B2,Recombinant bicistronic flaviviruses and methods of use thereof
"['Richard Syd Kornbluth', 'Geoffrey William Stone']",57.0,,2007,Application,['grant.2598780'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'KORNBLUTH RICHARD SYD', 'STONE GEOFFREY WILLIAM']",2009-03-26,US-20090081157-A1,Immunostimulatory Combinations for Vaccine Adjuvants
"['Richard Syd Kornbluth', 'Geoffrey William Stone']",,,2017,Application,['grant.2598780'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'UNIV CALIFORNIA']",2017-11-09,US-20170319685-A1,COMPOSITIONS AND METHODS FOR SELF-ADJUVANTING VACCINES AGAINST MICROBES AND TUMORS
"['Geoffrey W. Stone', 'Richard S. Kornbluth']",,2018.0,2014,Grant,['grant.2417267'],"[{'id': 'grid.26790.3a', 'acronym': 'UM', 'name': 'University of Miami', 'country_name': 'United States'}]","['University of Miami', 'STONE GEOFFREY W', 'KORNBLUTH RICHARD S']",2018-09-11,US-10072064-B2,Composition comprised of antigen linked to a TNF superfamily ligand
