journal.title,count
International Journal of Behavioral Medicine,3
Journal of Diabetes & Metabolic Disorders,3
L'Endocrinologo,3
Clinics in Dermatology,3
Journal of Veterinary Medical Science,3
Current Dermatology Reports,3
Cardiology Research,3
Medical Microbiology and Immunology,3
Saudi Journal of Anaesthesia,3
Global Heart,3
Tetrahedron,3
AAP Grand Rounds,3
Biological Chemistry,3
Informatics in Medicine Unlocked,3
Journal of Cardiovascular Diseases & Diagnosis,3
Health Policy,3
Journal of Public Health,3
Nigerian Journal of Clinical Practice,3
Current Opinion in Neurobiology,3
Frontiers in Systems Neuroscience,3
Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,3
Trends in Neurosciences,3
Journal of the American Academy of Orthopaedic Surgeons,3
World Journal for Pediatric and Congenital Heart Surgery,3
Small,3
Journal of the American Pharmacists Association,3
Radiologia Brasileira,3
Medical Care,3
Sexual Medicine,3
Seminars in Vascular Surgery,3
"Medicine, Health Care and Philosophy",3
Journal of Pediatric Orthopaedics,3
Nutrition and Cancer,3
Biopreservation and Biobanking,3
Progresos de Obstetricia y Ginecología,3
Seminars in Neurology,3
Animals,3
"The journal of nutrition, health & aging",3
Bulletin of the Korean Chemical Society,3
Journal of Histochemistry & Cytochemistry,3
Physiotherapy Theory and Practice,3
best practice onkologie,3
Journal for Healthcare Quality,3
Journal of Audiology & Otology,2
Im Fokus Onkologie,2
Israel Journal of Chemistry,2
International Journal of Biological Sciences,2
Yeungnam University Journal of Medicine,2
Genes & Nutrition,2
Tetrahedron Letters,2
Journal of Nepal Medical Association,2
Pharmacology,2
Journal of Dairy Science,2
Journal of NeuroInterventional Surgery,2
Nursing and Health Sciences,2
Journal of Genetics and Genomics,2
Quantitative Imaging in Medicine and Surgery,2
Brazilian Journal of Psychiatry,2
Annals of Rehabilitation Medicine,2
Zeitschrift für Neuropsychologie,2
European Archives of Paediatric Dentistry,2
Health Communication,2
Therapeutic Advances in Respiratory Disease,2
The Journal of the Korean Orthopaedic Association,2
Journal of Neuroscience Nursing,2
Journal of Geriatric Psychiatry and Neurology,2
Arterial’naya Gipertenziya (Arterial Hypertension),2
Escola Anna Nery,2
Annals of Gastroenterological Surgery,2
Clinical Neuroradiology,2
International Reviews of Immunology,2
Annals of Cardiothoracic Surgery,2
Journal of Reconstructive Microsurgery,2
Aging Clinical and Experimental Research,2
Diabetes Spectrum,2
Radiation Effects and Defects in Solids,2
The Korean Journal of Helicobacter and Upper Gastrointestinal Research,2
口腔・咽頭科,2
Current Obesity Reports,2
Brazilian Journal of Anesthesiology (Edicion en Espanol),2
Osteoarthritis and Cartilage,2
JPC – Journal of Planar Chromatography – Modern TLC,2
BMC Neuroscience,2
Cell Biology International,2
Electrolytes & Blood Pressure,2
Indian Journal of Medical Microbiology,2
Epidemiology and Psychiatric Sciences,2
Risk Analysis,2
American Journal of Forensic Medicine & Pathology,2
Journal of Assisted Reproduction and Genetics,2
Cellular & Molecular Immunology,2
Statistical Modelling,2
ILAR Journal,2
International Journal of Anesthetics and Anesthesiology,2
JMM Case Reports,2
Growth Factors,2
Journal of The Royal Society Interface,2
Journal of the American Society of Hypertension,2
Medicina Oral Patología Oral y Cirugia Bucal,2
Journal of Carcinogenesis,2
Australasian Journal of Ultrasound in Medicine,2
Gynécologie Obstétrique Fertilité & Sénologie,2
Journal of Chiropractic Medicine,2
Frontiers in Molecular Biosciences,2
Open Journal of Anesthesiology,2
Revista de la Sociedad Española del Dolor,2
Siberian Journal of Oncology,2
Postharvest Biology and Technology,2
Molecular and Cellular Probes,2
Medicinal Chemistry,2
AIDS Patient Care and STDs,2
Annals of Nuclear Medicine,2
Neurochemical Journal,2
Industrial Crops and Products,2
Ciência & Saúde Coletiva,2
Journal of Personalized Medicine,2
Frontiers in Chemistry,2
Journal of Psychosocial Oncology,2
British Journal of Midwifery,2
Surgical Practice,2
Research in Nursing & Health,2
Progress in Palliative Care,2
Critical Reviews in Toxicology,2
Advanced Materials Technologies,2
Legal Medicine,2
Journal of Environmental Sciences,2
Current Drug Safety,2
Environmental Health,2
EMC - Ginecología-Obstetricia,2
Journal of Ovarian Research,2
Heart and Mind,2
Alcohol,2
World Journal of Methodology,2
Food Quality and Safety,2
Tijdschrift voor Urologie,2
Journal of Forensic Radiology and Imaging,2
Journal of Back and Musculoskeletal Rehabilitation,2
Annals of Botany,2
International Journal of Experimental Pathology,2
Molecular and Cellular Pediatrics,2
Orbit,2
Functional & Integrative Genomics,2
International Journal of Diabetes in Developing Countries,2
Journal of Zoo and Wildlife Medicine,2
Measurement Science and Technology,2
Operative Techniques in General Surgery,2
International Journal of Reproductive Medicine,2
Rehabilitación,2
Blood Transfusion,2
Revista Brasileira de Enfermagem,2
Clinical and Experimental Dermatology,2
Evidence-Based Child Health A Cochrane Review Journal,2
Medical Gas Research,2
Current Problems in Cancer,2
Clinical Pharmacology Advances and Applications,2
Journal of the International AIDS Society,2
Obstetrics Gynaecology & Reproductive Medicine,2
Critical Reviews in Computed Tomography,2
AIMS Microbiology,2
Antonie van Leeuwenhoek,2
Journal of Graduate Medical Education,2
Journal of the American Psychiatric Nurses Association,2
Clinical Cornerstone,2
EMC - Ophtalmologie,2
Continuing Cardiology Education,2
Yearbook of Oncology,2
Criminal Behaviour and Mental Health,2
Molecular Oral Microbiology,2
American Journal of Translational Research,2
Journal of Chemical Ecology,2
Trauma Monthly,2
Sensing and Bio-Sensing Research,2
A & A Practice,2
Biomedical Reports,2
Revista Portuguesa de Pneumologia,2
Bone Reports,2
Cholesterol,2
Nursing Outlook,2
The Women's Oncology Review,2
Frontiers in Bioscience,2
Knee Surgery & Related Research,2
Journal of Clinical & Cellular Immunology,2
Comprehensive Reviews in Food Science and Food Safety,2
Current Pharmacology Reports,2
Croatian Medical Journal,2
Perception,2
International Archives of Otorhinolaryngology,2
High Blood Pressure & Cardiovascular Prevention,2
European Journal of Dermatology,2
World Psychiatry,2
Journal of Lipids,2
Wiley Interdisciplinary Reviews Developmental Biology,2
Physiotherapy Canada,2
Der Pathologe,2
Medical Journal of Dr D Y Patil University,2
Journal of Obstetric Gynecologic & Neonatal Nursing,2
Australasian Journal on Ageing,2
Journal of Obesity & Metabolic Syndrome,2
Neurospine,2
Holistic Nursing Practice,2
Journal of Attention Disorders,2
Simulation in Healthcare The Journal of the Society for Simulation in Healthcare,2
Journal of Dermatological Science,2
Prostate International,2
Journal of Dermatological Treatment,2
Journal of the Japanese Association of Rural Medicine,2
Journal of Oral Microbiology,2
Biological Rhythm Research,2
Ethiopian Journal of Health Sciences,2
Archives of Women's Mental Health,2
BMJ Open Respiratory Research,2
Clinical Medicine & Research,2
Journal of the Korean Society of Food Science and Nutrition,2
Journal of Womenʼs Health Physical Therapy,2
Diamond and Related Materials,2
Experimental Lung Research,2
IFAC Journal of Systems and Control,2
Okayama Igakkai Zasshi (Journal of Okayama Medical Association),2
Biotechnology and Bioengineering,2
The Journal of Continuing Education in Nursing,2
Missouri Medicine,2
International Journal of Radiation Biology,2
Veterinary Research,2
Journal of Neurodevelopmental Disorders,2
Current Genetic Medicine Reports,2
American Journal of Ophthalmology Case Reports,2
Theoretical Biology and Medical Modelling,2
Psychology Health & Medicine,2
Journal of Psychiatry and Neuroscience,2
International Journal of Endocrinology and Metabolism,2
Food Additives & Contaminants Part A,2
Audiology - Communication Research,2
Australian Occupational Therapy Journal,2
Yakugaku Zasshi,2
Applied Physics Letters,2
Conference Papers in Medicine,2
Human Factors The Journal of the Human Factors and Ergonomics Society,2
Journal of Electroanalytical Chemistry,2
Journal of Chemical Neuroanatomy,2
Frontiers in Neuroendocrinology,2
Avances en Diabetología,2
Consciousness and Cognition,2
Acta Clinica Croatica,2
HIV Medicine,2
Forensic Toxicology,2
Cardiologia Croatica,2
Clinical Diabetes and Endocrinology,2
Journal of Managed Care & Specialty Pharmacy,2
Gerodontology,2
Sleep and Biological Rhythms,2
Translational Gastroenterology and Hepatology,2
Journal of Applied Physics,2
BMC Medical Informatics and Decision Making,2
Biocomputing,2
World Journal of Cardiovascular Diseases,2
BMC Palliative Care,2
Open Journal of Respiratory Diseases,2
Korean Journal of Otorhinolaryngology - Head and Neck Surgery,2
Physical Therapy,2
Microvascular Research,2
BMC Ophthalmology,2
European Journal of Pharmaceutics and Biopharmaceutics,2
保健医療科学,2
European Journal of Cancer Prevention,2
Open Journal of Immunology,2
Indian Journal of Dental Research,2
Asian Biomedicine,2
American Journal of Physical Anthropology,2
REC CardioClinics,2
Journal of UOEH,2
Aktuelle Rheumatologie,2
Therapeutic Advances in Infectious Disease,2
Research in Sports Medicine,2
Chaos An Interdisciplinary Journal of Nonlinear Science,2
AMIA Annual Symposium Proceedings,2
BMC Systems Biology,2
Journal of Geophysical Research Atmospheres,2
Journal of Inherited Metabolic Disease,2
Philosophical Transactions of the Royal Society B Biological Sciences,2
Nippon Eiseigaku Zasshi (Japanese Journal of Hygiene),2
The Egyptian Orthopaedic Journal,2
La Lettre de médecine physique et de réadaptation,2
Veterinary Medicine International,2
Revista Mexicana de Urología,2
Revista da Sociedade Brasileira de Medicina Tropical,2
EMC - Traité de médecine AKOS,2
Japanese Journal of Oral & Maxillofacial Surgery,2
EMC - Obstétrique,2
Journal of the Association for Research in Otolaryngology,2
Gynecology and Minimally Invasive Therapy,2
Artificial Cells Nanomedicine and Biotechnology,2
Case Reports in Nephrology,2
Research on Language and Social Interaction,2
Surgical Case Reports,2
The Brazilian Journal of Infectious Diseases,2
Neuro-Oncology Practice,2
Perspectives on Medical Education,2
The Journal of Headache and Pain,2
International Journal of Hematology-Oncology and Stem Cell Research,2
Nowotwory Journal of Oncology,2
Operative Neurosurgery,2
Journal of Tropical Pediatrics,2
Heart Disease,2
Neurologia Medico-Chirurgica,2
Chinese Neurosurgical Journal,2
Journal of Trauma Nursing,2
Advances in Dermatology and Allergology,2
Treatments in Respiratory Medicine,2
Atmospheric Environment,2
International Medical Case Reports Journal,2
Saudi Journal of Biological Sciences,2
International Journal for Equity in Health,2
Apoptosis,2
Clinical and Translational Imaging,2
Genesis,2
International Journal of Adaptive Control and Signal Processing,2
Journal of Addictions Nursing,2
Journal of Applied Polymer Science,2
The Open Ophthalmology Journal,2
Coordination Chemistry Reviews,2
Independent Nurse,2
EMC - Psychiatrie,2
Case Reports in Emergency Medicine,2
Mediterranean Journal of Hematology and Infectious Diseases,2
EMC - Dermatología,2
Southern African Journal of Infectious Diseases,2
动物学研究,2
Thoracic Surgery Clinics,2
International Journal of Basic & Clinical Pharmacology,2
Andrologia,2
Applied Physiology Nutrition and Metabolism,2
Cardiovascular Innovations and Applications,2
Research Journal of Infectious Diseases,2
Biosystems Engineering,2
Journal of Immigrant and Minority Health,2
Journal of the International Society of Sports Nutrition,2
Human Gene Therapy Methods,2
Canadian Journal of Infectious Diseases and Medical Microbiology,2
Academic Forensic Pathology,2
Microchimica Acta,2
Nanobiomedicine,2
Journal of Photochemistry and Photobiology A Chemistry,2
Journal of Indian College of Cardiology,2
Trends in Medical Research,2
European Journal of Lipid Science and Technology,2
Der Hautarzt,2
Advances in Anatomic Pathology,2
Korean Journal of Clinical Oncology,2
Journal of Molecular Biomarkers & Diagnosis,2
CNS Spectrums,2
Asian-Australasian Journal of Animal Sciences,2
Aorta,2
Central European Journal of Urology,2
Arrhythmia & Electrophysiology Review,2
Psychophysiology,2
Differentiation,2
British Journal of Pain,2
Metallomics,2
P & T,2
International Journal of Healthcare Management,2
Archives of Medicine,2
Annals of Pediatric Endocrinology & Metabolism,2
Programme Grants for Applied Research,2
Translational Pediatrics,2
Journal of Medical and Biological Engineering,2
International Congress Series,2
Journal of Nursing Education,2
Reproduction Fertility and Development,2
Drug and Therapeutics Bulletin,2
Molecular and Biochemical Parasitology,2
Trends in Biochemical Sciences,2
Journal of Experimental Pharmacology,2
Seminars in Breast Disease,2
Innovations Technology and Techniques in Cardiothoracic and Vascular Surgery,2
Medicines,2
Journal of Child and Family Studies,2
Journal of Men's Health,2
Journal of Korean Academy of Nursing,2
Journal of Neurology & Stroke,2
The Open Diabetes Journal,2
Pakistan Journal of Biological Sciences,2
ASHA Leader,2
Endoskopi Gastrointestinal,2
Current Health Sciences Journal,2
Archives of Oral Biology,2
Clinical Obstetrics & Gynecology,2
Breast Cancer Targets and Therapy,2
Journal of Oral and Maxillofacial Research,2
Journal of Neonatal Surgery,2
International Journal of MS Care,2
Adverse Drug Reaction Bulletin,2
Current Molecular Biology Reports,2
Kardiologia Polska,2
Case Reports in Genetics,2
The World Journal of Biological Psychiatry,2
Immunopharmacology and Immunotoxicology,2
IDCases,2
Journal of Lung Pulmonary & Respiratory Research,2
Revista de Administração Pública,2
Neuropsychology Review,2
Communication in Statistics- Theory and Methods,2
Protein & Cell,2
The Journal of Cardiovascular Surgery,2
Materials Chemistry and Physics,2
Journal of Ocular Pharmacology and Therapeutics,2
Journal of Bodywork and Movement Therapies,2
Journal of Sleep Disorders Treatment & Care,2
Earthquake Spectra,2
Dental Clinics of North America,2
Baylor University Medical Center Proceedings,2
Obesity Research & Clinical Practice,2
Gynäkologische Rundschau,2
Journal of Medical Engineering & Technology,2
Annals of Anatomy - Anatomischer Anzeiger,2
Asian Journal of Urology,2
EMC - Hépatologie,2
Journal of Telemedicine and Telecare,2
Hormone and Metabolic Research,2
Journal of Drug Delivery Science and Technology,2
Reviews on Recent Clinical Trials,2
Psychogeriatrics,2
Rehabilitation Psychology,2
ScienceRise,2
Geburtshilfe und Frauenheilkunde,2
Measurement,2
Oxford Medical Case Reports,2
Prague Medical Report,2
MDM Policy & Practice,2
General and Comparative Endocrinology,2
"Facts, views & vision in ObGyn",2
Philosophical Transactions of The Royal Society A Mathematical Physical and Engineering Sciences,2
The Egyptian Rheumatologist,2
Journal of Medical and Dental Sciences,2
International Journal of Pharmacokinetics,2
JMV-Journal de Médecine Vasculaire,2
"2018 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2
Operative Techniques in Orthopaedics,2
Drug Discovery Today Disease Models,2
American Journal of Men's Health,2
Pragmatic and Observational Research,2
Clinical Medicine Insights Case Reports,2
Cytometry Part B Clinical Cytometry,2
Journal of Biomaterials Applications,2
Indian Journal of Rheumatology,2
PET Clinics,2
Journal of Inflammation,2
Japanese Journal of Rheumatism and Joint Surgery,2
EMC - Pneumologie,2
Hypertension in Pregnancy,2
Archives of Cardiovascular Diseases Supplements,2
Glycoconjugate Journal,2
Lasers in Medical Science,2
Journal of Endocrinology Metabolism and Diabetes of South Africa,2
Reproductive Sciences,2
Medical Journal of Indonesia,2
Sensors and Actuators A Physical,2
Medicine and Pharmacy Reports,2
"G3: Genes, Genomes, Genetics",2
Dermatology,2
Current Molecular Medicine,2
Yearbook of Critical Care Medicine,2
Toxin Reviews,2
Pediatric Neurology Briefs,2
Journal of Experimental and Clinical Medicine,2
Iryo Yakugaku (Japanese Journal of Pharmaceutical Health Care and Sciences),2
Clinical Diabetes,2
Computer Assisted Surgery,2
Nippon Jibiinkoka Gakkai Kaiho,2
日本外傷学会雑誌,2
The Lancet Haematology,2
Liver Research,2
In Vivo,2
Environmental Research,2
Journal of Artificial Organs,2
Nordic Journal of Psychiatry,2
Research,2
International Journal of Otolaryngology,2
CMAJ Open,2
Annual Review of Biochemistry,2
American Journal of Perinatology Reports,2
The Journal of Foot & Ankle Surgery,2
Core Evidence,2
Bioscience Biotechnology and Biochemistry,2
Wiley Interdisciplinary Reviews Nanomedicine and Nanobiotechnology,2
Journal of Porphyrins and Phthalocyanines,2
Journal of Global Antimicrobial Resistance,2
Journal of Neuropsychology,2
Journal of Applied Clinical Medical Physics,2
Seminars in Roentgenology,2
Animal,2
Gerontology,2
Topics in Spinal Cord Injury Rehabilitation,2
Oncology and Therapy,2
Journal of Bioequivalence & Bioavailability,2
Journal of Huntington's Disease,2
Japanese journal of pediatric nephrology,2
Indian Pacing and Electrophysiology Journal,2
"Forensic Science, Medicine and Pathology",2
The Journal of the Royal College of Physicians of Edinburgh,2
Adipocyte,2
The Aging Male,2
Frontiers in Cell and Developmental Biology,2
Lab on a Chip,2
Allergologia et Immunopathologia,2
The Patient - Patient-Centered Outcomes Research,2
Food & Nutrition Research,2
Revista española de quimioterapia : publicación oficial de la Sociedad Española de Quimioterapia,2
Current Opinion in Biotechnology,2
Transfusion Medicine,2
Behavioral Neuroscience,2
The Neurologist,2
South African Journal of Clinical Nutrition,2
Special Care in Dentistry,2
Discovery Medicine,2
Neurodegenerative Diseases,2
ACS Applied Materials & Interfaces,2
Psychiatry Investigation,2
Letters in Applied Microbiology,2
Journal of Vaccines & Vaccination,2
Health Education Journal,2
Public Health Reports,2
Journal of Materials Chemistry,2
CJC Open,2
Canadian Journal of Occupational Therapy,2
Journal of Atrial Fibrillation,2
Journal of Medical Imaging and Radiation Sciences,2
Anesteziologiia I Reanimatologiia,2
Cyberpsychology Behavior and Social Networking,2
Journal of Biomedical Research,2
EMC - Urología,2
Clinics in Plastic Surgery,2
EMC - Appareil locomoteur,2
Journal of the American Medical Informatics Association,2
Foot & Ankle Specialist,2
Biochimica et Biophysica Acta (BBA) - Reviews on Cancer,2
Nanomedicine Nanotechnology Biology and Medicine,2
Folia Histochemica et Cytobiologica,2
Brain Research Bulletin,2
Journal of New Medical Technologies eJournal,2
BMC Nursing,2
Kidney,2
Psychiatry and Clinical Psychopharmacology,2
Journal of Clinical & Experimental Cardiology,2
Journal of Medical Society,2
International Journal of Angiology,2
Autopsy and Case Reports,2
BioFactors,2
Central European Journal of Biology,2
Applied Mechanics and Materials,2
Journal of Nutritional Science and Vitaminology,2
Revista do Instituto de Medicina Tropical de São Paulo,2
Critical Reviews in Analytical Chemistry,2
Expert Review of Quality of Life in Cancer Care,2
European Endocrinology,2
Hypoxia,2
Journal of the Science of Food and Agriculture,2
Quarterly Journal of Nuclear Medicine and Molecular Imaging,2
World Journal of Otorhinolaryngology - Head and Neck Surgery,2
GeroScience,2
OTJR Occupation Participation and Health,2
Clinical and Experimental Rheumatology,2
Food Science of Animal Resources,2
Aktuelle Kardiologie,2
Journal of Neuroradiology,2
Journal of Cardiovascular Imaging,2
Journal of the Association of Nurses in AIDS Care,2
Hematology/Oncology and Stem Cell Therapy,2
Cardiovascular Endocrinology & Metabolism,2
Eplasty,2
Environment International,2
Turkish Journal of Colorectal Disease,2
Journal of Bioenergetics and Biomembranes,2
Journal of Biological Engineering,2
CME,2
Polymers,2
IJC Metabolic & Endocrine,2
Ghana Medical Journal,2
"International Journal of Physiology, Pathophysiology and Pharmacology",2
Journal of Perinatal Medicine,2
Neuroreport,2
Clinical Microbiology Newsletter,2
Indian Journal of Medical Sciences,2
Health Services Research,2
Genomics Proteomics & Bioinformatics,2
European Journal of Chemistry,2
Microbial Drug Resistance,2
The Journal of Critical Care Medicine,2
Biomedical Engineering Applications Basis and Communications,2
Nature Biomedical Engineering,2
New Biotechnology,2
Hong Kong Journal of Nephrology,2
Journal of Vascular Research,2
Journal of Orthopaedic Research®,2
Nigerian Journal of Surgery,2
Koloproktologia,2
Archives of Dermatological Research,2
Macromolecular Bioscience,2
Wound Medicine,2
Surface and Coatings Technology,2
Journal of Nutritional Disorders & Therapy,2
Der Schmerz,2
Revista Hispanoamericana de Hernia,2
Open Biology,2
Journal of Lower Genital Tract Disease,2
Acta Odontologica Scandinavica,2
Alexandria Journal of Medicine,2
Materia Socio Medica,2
Journal of Medical Ethics,2
Diagnostic Pathology,2
American Journal of Rhinology and Allergy,2
Scandinavian Journal of Psychology,2
KIDNEY INT SUPPL,2
Geriatric Nursing,2
Minerva Endocrinologica,2
Advances in Neonatal Care,2
Hämostaseologie,2
Journal of Complementary and Integrative Medicine,2
Economics & Human Biology,2
Journal Européen des Urgences et de Réanimation,2
BMJ Evidence-Based Medicine,2
Surgery Research and Practice,2
Scandinavian Journal of Pain,2
International Journal of Occupational Safety and Ergonomics,2
Clinical and Translational Medicine,2
Endocrinology Diabetes and Metabolism Case Reports,2
Nephrology (Saint-Petersburg),2
Amyloid,2
Heart lung vessels,2
Toxicologie Analytique et Clinique,2
Journal of Gerontological Social Work,2
Monaldi Archives for Chest Disease,2
Australasian Medical Journal,2
Healthy Aging Research,2
Ophthalmic Surgery Lasers and Imaging Retina,2
Acta Cytologica,2
Frontiers in bioscience (Scholar edition),2
Hippokratia,2
Chonnam Medical Journal,2
Brain and Language,2
IEEE Electron Device Letters,2
Developmental Science,2
Nursing,2
Transactions of the Royal Society of Tropical Medicine and Hygiene,2
Nursing Ethics,2
Journal of PeriAnesthesia Nursing,2
Case Reports in Plastic Surgery and Hand Surgery,2
Journal of Fungi,2
Neurophysiologie Clinique,2
Journal of Enzyme Inhibition and Medicinal Chemistry,2
Current Microbiology,2
JBIC Journal of Biological Inorganic Chemistry,2
The Egyptian Journal of Bronchology,2
Neuroimaging Clinics of North America,2
The Journal of Strength and Conditioning Research,2
International Journal of Ophthalmic Practice,2
Developmental Neurorehabilitation,2
Biomarker Insights,2
Gender Medicine,2
腸内細菌学雑誌,2
The British Journal of Psychiatry,2
Advanced Science,2
Neurochemistry International,2
Saudi Surgical Journal,2
mAbs,2
Advances in Bioinformatics,2
The American Journal of Bioethics,2
The Journal of Hand Surgery (Asian-Pacific Volume),2
Journal of Psychiatric Practice,2
Perioperative Nursing Clinics,2
EMC - Anesthésie-Réanimation,2
Pratique Neurologique - FMC,2
African Research Review,2
The Journal of Medicine and Philosophy,2
Genes & Diseases,2
Farmacia Hospitalaria,2
Journal of Animal Physiology and Animal Nutrition,2
Seminars in Diagnostic Pathology,2
Future Medicinal Chemistry,2
Current Pulmonology Reports,2
Applied Microbiology and Biotechnology,2
Journal of Anesthesia & Clinical Research,2
Research in Vestibular Science,2
AIMS Genetics,2
Journal of Holistic Nursing,2
Database,2
International Journal of Legal Medicine,2
Explore: The Journal of Science & Healing,2
Procedia Computer Science,2
Anadolu Kliniği Tıp Bilimleri Dergisi,2
Egyptian Journal of Radiology and Nuclear Medicine,2
EMC - Anestesia-Rianimazione,2
Journal of Family Medicine and Primary Care,2
Biomolecules & Therapeutics,2
Reviews in urology,2
Imaging in Medicine,2
Cell Proliferation,2
Electrochimica Acta,2
International Nursing Review,2
Journal of Applied Oral Science,2
Journal of Thyroid Research,2
Stem Cells,2
International Journal of Vascular Medicine,2
Annals of Vascular Diseases,2
Journal of Cardiology Cases,2
Journal of Biomedical Science and Engineering,2
Trends in Parasitology,2
International Journal of Applied and Basic Medical Research,2
Advances in Parkinson's Disease,2
Clinical Implant Dentistry and Related Research,2
Aesthetic Surgery Journal,2
Current Medicine Research and Practice,2
Academic Medicine,2
Traffic,2
Theoretical and Applied Genetics,2
Blood Research,2
Journal of Refractive Surgery,2
2013 6th International IEEE/EMBS Conference on Neural Engineering (NER),2
Psychology and Health,2
Acta Neurologica Belgica,2
Developmental & Comparative Immunology,2
Anesthesia and Pain Medicine,2
Acta BioMedica,2
PLoS Currents,2
BMC Biotechnology,2
Journal of Contemporary Brachytherapy,2
Neuroendocrinology,2
Journal of Exploratory Research in Pharmacology,2
Journal of Clinical Pediatric Dentistry,2
Revista Iberoamericana de Micología,2
Biomeditsinskaya Khimiya,2
Physiotherapy Research International,2
Annual Review of Microbiology,2
Arthroskopie,2
EMC - Otorrinolaringología,2
Psychotherapy and Psychosomatics,2
Saudi Journal of Ophthalmology,2
Archives of Trauma Research,2
Journal of Clinical & Experimental Ophthalmology,2
The Scientific Journal of Al-Azhar Medical Faculty Girls,2
Infectious Diseases and Therapy,2
Diagnostic and Prognostic Research,2
Oral Diseases,2
Journal of Applied Statistics,2
Pediatric Annals,2
International Journal of Analytical Chemistry,2
Journal of Evidence-Based Medicine,2
Nosotchu,2
Journal of AIDS & Clinical Research,2
Dimensions of Critical Care Nursing,2
Radiología,2
Journal of Pharmacological and Toxicological Methods,2
International Archives of Medicine,2
Nutrition & Food Science,2
Open Access Surgery,2
Endocrinology & Metabolic Syndrome,2
GASTROENTEROLOGICAL ENDOSCOPY,2
Journal of Integrated Care,2
Revue Neurologique,2
Bulletin of The Royal College of Surgeons of England,2
Surgery Current Research,2
International Journal of Pediatric Otorhinolaryngology Case Reports,2
Brazilian Journal of Microbiology,2
Current Therapeutic Research,2
Bioconjugate Chemistry,2
Journal of Animal Science and Technology,2
Microbiology Resource Announcements,2
Vojnosanitetski Pregled,2
BMC Women's Health,2
Journal Africain d'Hépato-Gastroentérologie,2
Annual Review of Genetics,2
Heart India,2
Arquivo Brasileiro de Medicina Veterinária e Zootecnia,2
Frontiers in Integrative Neuroscience,2
Journal of Applied Sciences,2
Toxicology,2
Applied Radiation and Isotopes,2
Personality and Individual Differences,2
Public Health Reviews,2
Bulletin of Siberian Medicine,2
Menopause The Journal of The North American Menopause Society,2
Open Journal of Pediatrics,2
Journal of Endometriosis and Pelvic Pain Disorders,2
Journal of Biological Sciences,2
Acta chirurgica iugoslavica,2
Molecular Biotechnology,2
Open Journal of Endocrine and Metabolic Diseases,2
Drug Healthcare and Patient Safety,2
Protein Science,2
Veterinary Record,2
Pediatric Allergy and Immunology,2
The Open Cardiovascular Medicine Journal,2
Respiratory Medicine and Research,2
Australian Psychologist,2
Clinical Child Psychology and Psychiatry,2
Acta Astronautica,2
Korean Journal of Physiology and Pharmacology,2
American Journal of Pharmaceutical Education,2
Journal of Healthcare Quality Research,2
International Journal of Peptide Research and Therapeutics,2
Reumatología Clínica,2
Revista de otorrinolaringología y cirugía de cabeza y cuello,2
Journal of Health Organization and Management,2
Eye and Vision,2
Yearbook of Otolaryngology-Head and Neck Surgery,2
EMC - Techniques chirurgicales - Appareil digestif,2
International Journal of Imaging Systems and Technology,2
Dementia and Geriatric Cognitive Disorders,2
Journal of Vision,2
Photochemistry and Photobiology,2
Current Problems in Pediatric and Adolescent Health Care,2
Reviews in Medical Microbiology,2
AORN Journal,2
Acta Medica Okayama,2
Implementation Science,2
Revista Española de Cirugía Oral y Maxilofacial (English Edition),2
physica status solidi (a) – applications and materials science,2
Pediatrics in Review,2
EMC - Radiologie et imagerie médicale - Génito-urinaire - Gynéco-obstétricale - Mammaire,2
Russian Journal of Developmental Biology,2
North American Journal of Medical Sciences,2
EPMA Journal,2
Applied Ergonomics,2
Minerva Cardioangiologica,2
Clinical Nuclear Medicine,2
Traffic Injury Prevention,2
South African Journal of Botany,2
Brain Stimulation,2
International Seminars in Surgical Oncology,2
Integrative and Comparative Biology,2
Brain Structure and Function,2
Chinese Journal of Lung Cancer,2
Brain & Neurorehabilitation,2
Cognitive and Behavioral Practice,2
European Journal of Radiology Open,2
Trends in Food Science & Technology,2
European Journal of Hospital Pharmacy,2
Indian Journal of Medical and Paediatric Oncology,2
Muscle & Nerve,2
DMW - Deutsche Medizinische Wochenschrift,2
Biotechnology Journal,2
Journal of Comprehensive Pediatrics,2
Acta Psychiatrica Scandinavica,2
Journal of Midwifery & Women's Health,2
Current Opinion in Endocrine and Metabolic Research,2
Translational Vision Science & Technology,2
Therapeutic Advances in Cardiovascular Disease,2
Neuromodulation Technology at the Neural Interface,2
Journal of The Electrochemical Society,2
Proceedings of The Royal Society B Biological Sciences,2
International Journal of Particle Therapy,2
Biomacromolecules,2
Progress in Cardiovascular Nursing,2
Journal of Abnormal Psychology,2
Chirurgie de la Main,2
Neurorehabilitation and Neural Repair,2
Journal of Cancer Research and Therapeutics,2
Biointerphases,2
Yearbook of Endocrinology,2
HemaSphere,2
Langmuir,2
Medical Journal of the Islamic Republic of Iran,2
Journal of Cardiopulmonary Rehabilitation and Prevention,2
Journal of Interventional Gastroenterology,2
Procedia - Social and Behavioral Sciences,2
LWT,2
Mutation Research/Reviews in Mutation Research,2
Indian Journal of Psychiatry,2
CoDAS,2
Ophthalmic Epidemiology,2
Journal of Pharmaceutical Investigation,2
Reproductive System & Sexual Disorders,2
Stress,2
