issn,year,publisher,id,journal.id,journal.title
"['1362-4393', '1476-5624']",2015,Springer Nature,pub.1045558606,jour.1077060,Spinal Cord
"['0004-2803', '1678-4219']",2015,FapUNIFESP (SciELO),pub.1035559790,jour.1057400,Arquivos de Gastroenterologia
"['0025-7125', '1557-9859']",2015,Elsevier,pub.1008201046,jour.1063442,Medical Clinics of North America
"['0972-8279', '0974-942X']",2015,Springer Nature,pub.1044347922,jour.1044004,Journal of Maxillofacial and Oral Surgery
"['1932-2275', '1558-4259']",2015,Elsevier,pub.1006006915,jour.1295010,Anesthesiology Clinics
"['1062-6050', '1938-162X']",2015,Journal of Athletic Training/NATA,pub.1025782719,jour.1093658,Journal of Athletic Training
"['1934-578X', '1555-9475']",2015,SAGE Publications,pub.1079079569,jour.1040219,Natural Product Communications
"['1070-8022', '1536-5166']",2015,Wolters Kluwer,pub.1013825976,jour.1092624,Journal of Neuro-Ophthalmology
"['0001-6314', '1600-0404']",2015,Wiley,pub.1003514667,jour.1312040,Acta Neurologica Scandinavica
['2373-9878'],2015,American Chemical Society (ACS),pub.1043013860,jour.1051609,ACS Biomaterials Science & Engineering
"['2044-5504', '2052-2851']",2015,Mark Allen Group,pub.1064815790,jour.1045960,International Journal of Ophthalmic Practice
"['2048-8505', '2048-8513']",2015,Oxford University Press (OUP),pub.1035343666,jour.1039963,Clinical Kidney Journal
"['2048-8505', '2048-8513']",2015,Oxford University Press (OUP),pub.1040724067,jour.1039963,Clinical Kidney Journal
"['0174-2442', '1615-6730']",2015,Springer Nature,pub.1032603903,jour.1345329,coloproctology
['1883-2873'],2015,,pub.1114602392,jour.1319861,Japanese Journal of Rheumatism and Joint Surgery
"['1540-4196', '1557-8518']",2015,Mary Ann Liebert,pub.1059298921,jour.1031176,Metabolic Syndrome and Related Disorders
"['0002-9394', '1879-1891']",2015,Elsevier,pub.1013271357,jour.1017014,American Journal of Ophthalmology
"['2049-4394', '2049-4408']",2015,British Editorial Society of Bone & Joint Surgery,pub.1064887817,jour.1312309,The Bone & Joint Journal
"['1075-9964', '1095-8274']",2015,Elsevier,pub.1044372012,jour.1113952,Anaerobe
"['0007-0963', '1365-2133']",2015,Wiley,pub.1019268091,jour.1000902,British Journal of Dermatology
"['0967-5868', '1532-2653']",2015,Elsevier,pub.1025996018,jour.1112095,Journal of Clinical Neuroscience
"['1473-7140', '1744-8328']",2015,Taylor & Francis,pub.1013514781,jour.1029638,Expert Review of Anticancer Therapy
"['0976-3147', '0976-3155']",2015,Thieme,pub.1050351361,jour.1043668,Journal of Neurosciences in Rural Practice
"['2163-0402', '2163-0933']",2015,Wolters Kluwer,pub.1064351543,jour.1046329,Neurology Clinical Practice
"['1941-7640', '1941-7632']",2015,Wolters Kluwer,pub.1052572646,jour.1041209,Circulation Cardiovascular Interventions
"['0019-5456', '0973-7693']",2015,Springer Nature,pub.1021662778,jour.1019636,The Indian Journal of Pediatrics
['1052-1372'],2015,,pub.1079042999,jour.1086939,P & T
"['1758-4299', '2641-5321']",2015,Future Science Group,pub.1009208212,jour.1037354,Clinical Lipidology and Metabolic Disorders
"['0340-9937', '1615-6692']",2015,Springer Nature,pub.1000339359,jour.1087175,Herz
"['1757-4676', '1757-4684']",2015,EMBO,pub.1039680309,jour.1040716,EMBO Molecular Medicine
['1177-8881'],2015,Taylor & Francis,pub.1025533481,jour.1040119,Drug Design Development and Therapy
"['0306-9877', '1532-2777']",2015,Elsevier,pub.1046087600,jour.1082814,Medical Hypotheses
"['1464-780X', '1465-1858']",2015,Wiley,pub.1014730119,jour.1021883,Cochrane Database of Systematic Reviews
['2168-8184'],2015,Cureus,pub.1028370101,jour.1047717,Cureus
"['0731-5724', '1541-1087']",2015,Taylor & Francis,pub.1045329856,jour.1093482,Journal of the American College of Nutrition
"['1392-0995', '1648-9942']",2015,Vilnius University Press,pub.1111611980,jour.1116556,Lietuvos chirurgija
"['0933-4807', '2195-4720']",2015,De Gruyter,pub.1067554394,jour.1099498,Pteridines
"['1868-1883', '1868-1891']",2015,De Gruyter,pub.1031618841,jour.1044042,Hormone Molecular Biology and Clinical Investigation
"['0009-739X', '1578-147X']",2015,Elsevier,pub.1049628457,jour.1054137,Cirugía Española
"['1049-2275', '1536-3732']",2015,Wolters Kluwer,pub.1006756329,jour.1100506,Journal of Craniofacial Surgery
"['1876-2883', '1876-2891']",2015,Wageningen Academic Publishers,pub.1071703831,jour.1041600,Beneficial Microbes
"['1109-3099', '2520-8721']",2015,Springer Nature,pub.1067262434,jour.1030758,Hormones
"['0305-1870', '1440-1681']",2015,Wiley,pub.1050710986,jour.1020088,Clinical and Experimental Pharmacology and Physiology
['2173-5077'],2015,Elsevier,pub.1036272161,jour.1139000,Cirugía Española (English Edition)
"['0366-6999', '2542-5641']",2015,Wolters Kluwer,pub.1009133943,jour.1084729,Chinese Medical Journal
"['0949-2658', '1436-2023']",2015,Elsevier,pub.1013734583,jour.1115232,Journal of Orthopaedic Science
"['0749-5161', '1535-1815']",2015,Wolters Kluwer,pub.1046825285,jour.1095603,Pediatric Emergency Care
"['1305-7456', '1305-7464']",2015,Thieme,pub.1034922778,jour.1038533,European Journal of Dentistry
"['1010-5182', '1878-4119']",2015,Elsevier,pub.1038024560,jour.1016873,Journal of Cranio-Maxillofacial Surgery
['2214-1235'],2015,Elsevier,pub.1011087787,jour.1144177,Revista Brasileira de Cardiologia Invasiva (English Edition)
"['0021-499X', '1346-8146']",2015,,pub.1114781677,jour.1061243,日本皮膚科学会雑誌
"['0394-9362', '1724-5974']",2015,SAGE Publications,pub.1100689738,jour.1108288,Giornale di Techniche Nefrologiche e Dialitiche
"['0104-1843', '2179-8397']",2015,Elsevier,pub.1032586783,jour.1036983,Revista Brasileira de Cardiologia Invasiva
"['1734-1922', '1896-9151']",2015,Termedia Sp. z.o.o.,pub.1016052779,jour.1035990,Archives of Medical Science
"['2314-8861', '2314-7156']",2015,Hindawi,pub.1051771133,jour.1313389,Journal of Immunology Research
"['1698-4447', '1698-6946']",2015,"Medicina Oral, S.L.",pub.1046738870,jour.1294814,Medicina Oral Patología Oral y Cirugia Bucal
"['0971-9261', '1998-3891']",2015,Wolters Kluwer,pub.1041349593,jour.1032404,Journal of Indian Association of Pediatric Surgeons
"['1077-2847', '1533-4120', '2151-8378', '2154-4212']",2015,Wolters Kluwer,pub.1060344720,jour.1031781,Female Pelvic Medicine & Reconstructive Surgery
"['1687-9260', '1687-9279']",2015,Hindawi,pub.1009136664,jour.1042488,International Journal of Rheumatology
"['2249-4847', '1658-6093']",2015,Wolters Kluwer,pub.1023217436,jour.1048194,Journal of Clinical Neonatology
"['2047-4830', '2047-4849']",2015,Royal Society of Chemistry (RSC),pub.1000471447,jour.1047515,Biomaterials Science
"['0189-6725', '0974-5998']",2015,Wolters Kluwer,pub.1021623122,jour.1035792,African Journal of Paediatric Surgery
"['2164-5531', '2164-5558']",2015,Scientific Research Publishing,pub.1032804545,jour.1050814,Open Journal of Anesthesiology
"['1673-5374', '1876-7958']",2015,Wolters Kluwer,pub.1036446707,jour.1039019,Neural Regeneration Research
"['0885-9701', '1550-509X']",2015,Wolters Kluwer,pub.1019545162,jour.1096907,Journal of Head Trauma Rehabilitation
"['2381-8727', '23818727']",2015,OMICS International,pub.1051767411,jour.1153625,Interdisciplinary Journal of Microinflammation
"['1687-4757', '1687-4765']",2015,Hindawi,pub.1022665192,jour.1036611,PPAR Research
['2213-1582'],2015,Elsevier,pub.1001468780,jour.1047740,NeuroImage Clinical
"['2090-6501', '2090-651X']",2015,Hindawi,pub.1026310028,jour.1046274,Case Reports in Endocrinology
"['2169-0499', '2169-0502']",2015,Scientific Research Publishing,pub.1072382661,jour.1049084,Advances in Aging Research
"['1319-3767', '1998-4049']",2015,Wolters Kluwer,pub.1017261459,jour.1114825,Saudi Journal of Gastroenterology
"['2090-6625', '2090-6633']",2015,Hindawi,pub.1020957142,jour.1045987,Case Reports in Infectious Diseases
"['2090-6625', '2090-6633']",2015,Hindawi,pub.1037202159,jour.1045987,Case Reports in Infectious Diseases
"['1234-1010', '1643-3750']",2015,International Scientific Information,pub.1015132720,jour.1115624,Medical Science Monitor
"['2090-6684', '2090-6692']",2015,Hindawi,pub.1052801991,jour.1046272,Case Reports in Obstetrics and Gynecology
['2046-2069'],2015,Royal Society of Chemistry (RSC),pub.1025905017,jour.1046724,RSC Advances
['2046-1402'],2015,Faculty of 1000,pub.1039995162,jour.1047556,F1000Research
"['0189-6725', '0974-5998']",2015,Wolters Kluwer,pub.1020149220,jour.1035792,African Journal of Paediatric Surgery
"['1598-2467', '2093-0429']",2015,The Korean Society for Microbiology and The Korean Society of Virology (KAMJE),pub.1023331000,jour.1029911,Journal of Bacteriology and Virology
"['1226-3303', '2005-6648']",2015,Korean Association of Internal Medicine,pub.1023622839,jour.1097630,The Korean Journal of Internal Medicine
"['2287-9412', '2287-9803']",2015,The Korean Society of Neonatology,pub.1025002310,jour.1048552,Neonatal Medicine
"['2090-6501', '2090-651X']",2015,Hindawi,pub.1033616908,jour.1046274,Case Reports in Endocrinology
['2150-5330'],2015,Baishideng Publishing Group,pub.1072443478,jour.1044422,World Journal of Gastrointestinal Pathophysiology
"['1755-7682', '17557682']",2015,International Medical Publisher (Fundacion de Neurociencias),pub.1030025585,jour.1039111,International Archives of Medicine
['1937-8688'],2015,Pan African Medical Journal,pub.1000786759,jour.1042327,Pan African Medical Journal
"['1319-3767', '1998-4049']",2015,Wolters Kluwer,pub.1050317882,jour.1114825,Saudi Journal of Gastroenterology
['1948-5948'],2015,OMICS International,pub.1029318730,jour.1052981,Journal of Microbial & Biochemical Technology
"['1661-7649', '1661-7657']",2015,Karger Publishers,pub.1039322866,jour.1039891,Current Urology
"['0363-8855', '1550-3275']",2015,Wolters Kluwer,pub.1045218194,jour.1086410,Journal of Clinical Engineering
['1948-5190'],2015,Baishideng Publishing Group,pub.1072402891,jour.1043612,World Journal of Gastrointestinal Endoscopy
"['1110-1121', '1687-7624']",2015,Wolters Kluwer,pub.1043500571,jour.1107814,The Egyptian Journal of Surgery
['1110-2098'],2015,Wolters Kluwer,pub.1041410826,jour.1142324,Menoufia Medical Journal
['2405-8963'],2015,Elsevier,pub.1024340060,jour.1137398,IFAC-PapersOnLine
"['1735-1995', '1735-7136']",2015,Wolters Kluwer,pub.1007039970,jour.1034739,Journal of Research in Medical Sciences
"['2287-9714', '2287-9722']",2015,Korean Society of Coloproctology,pub.1052639147,jour.1044375,Annals of Coloproctology
"['1226-0134', '2288-7164', '12260134', '22887164']",2014,Korean Society of Occupational Therapy,pub.1067334443,jour.1115295,The Journal of Korean Society of Occupational Therapy
"['2161-2129', '2150-7511']",2014,American Society for Microbiology,pub.1007156988,jour.1042492,mBio
['1534-7362'],2014,Association for Research in Vision and Ophthalmology (ARVO),pub.1003919650,jour.1030998,Journal of Vision
"['1424-6783', '1422-0067']",2014,MDPI,pub.1018826010,jour.1028874,International Journal of Molecular Sciences
"['0883-5403', '1532-8406']",2014,Elsevier,pub.1027861200,jour.1096940,The Journal of Arthroplasty
['1475-2840'],2014,Springer Nature,pub.1040282768,jour.1031021,Cardiovascular Diabetology
['1532-0820'],2014,,pub.1079019130,jour.1345387,Comparative Medicine
"['1841-9038', '2069-6116']",2014,,pub.1079047372,jour.1043174,MAEDICA – a Journal of Clinical Medicine
"['0957-9672', '1473-6535']",2014,Wolters Kluwer,pub.1023733562,jour.1100487,Current Opinion in Lipidology
['1471-2369'],2014,Springer Nature,pub.1031181380,jour.1024626,BMC Nephrology
"['2221-1691', '2588-9222']",2014,Wolters Kluwer,pub.1037816827,jour.1044976,Asian Pacific Journal of Tropical Biomedicine
['1471-2261'],2014,Springer Nature,pub.1009131565,jour.1024935,BMC Cardiovascular Disorders
['1471-2407'],2014,Springer Nature,pub.1039760243,jour.1024632,BMC Cancer
['2051-5960'],2014,Springer Nature,pub.1048635168,jour.1048594,Acta Neuropathologica Communications
"['1398-2273', '1399-3062']",2014,Wiley,pub.1037408776,jour.1020818,Transplant Infectious Disease
"['0717-9367', '0717-9502']",2014,SciELO Comision Nacional de Investigacion Cientifica Y Tecnologica (CONICYT),pub.1072194021,jour.1033007,International Journal of Morphology
"['0022-3565', '1521-0103', '1521-0103 (online)', '1521-0103 (Online)']",2014,American Society for Pharmacology & Experimental Therapeutics (ASPET),pub.1001152823,jour.1017847,Journal of Pharmacology and Experimental Therapeutics
['1471-230X'],2014,Springer Nature,pub.1016519866,jour.1024942,BMC Gastroenterology
"['0883-5403', '1532-8406']",2014,Elsevier,pub.1027856563,jour.1096940,The Journal of Arthroplasty
"['0104-1843', '2179-8397']",2014,,pub.1028907353,jour.1036983,Revista Brasileira de Cardiologia Invasiva
"['0019-4832', '2213-3763']",2014,Elsevier,pub.1000306594,jour.1017642,Indian Heart Journal
"['0832-610X', '1496-8975']",2014,Springer Nature,pub.1005191629,jour.1017152,Journal canadien d'anesthésie
"['0903-1936', '1399-3003']",2014,European Respiratory Society (ERS),pub.1031082562,jour.1097884,European Respiratory Journal
"['1523-0864', '1557-7716']",2014,Mary Ann Liebert,pub.1059232357,jour.1021165,Antioxidants & Redox Signaling
['1750-1172'],2014,Springer Nature,pub.1009403808,jour.1036535,Orphanet Journal of Rare Diseases
"['1043-3074', '1097-0347']",2014,Wiley,pub.1005189908,jour.1098945,Head & Neck
"['0025-7974', '1536-5964']",2014,Wolters Kluwer,pub.1002932292,jour.1077253,Medicine
"['1531-7129', '1537-4505']",2014,Wolters Kluwer,pub.1045046164,jour.1294902,Otology & Neurotology
"['0889-8529', '1558-4410']",2014,Elsevier,pub.1002119069,jour.1016411,Endocrinology and Metabolism Clinics of North America
"['1464-4096', '1464-410X']",2014,Wiley,pub.1022773996,jour.1103922,BJU International
['1742-4933'],2014,Springer Nature,pub.1025152725,jour.1034722,Immunity & Ageing
"['0167-6830', '1744-5108']",2014,Taylor & Francis,pub.1050317576,jour.1093729,Orbit
['1471-2490'],2014,Springer Nature,pub.1010526953,jour.1024960,BMC Urology
['1664-3224'],2014,Frontiers,pub.1007482545,jour.1045166,Frontiers in Immunology
"['0896-8608', '1718-4304']",2014,MultiMed,pub.1071359664,jour.1091983,Peritoneal Dialysis International
"['1040-9564', '1349-9157', '0449-3060']",2014,Oxford University Press (OUP),pub.1043281898,jour.1100493,Journal of Radiation Research
"['0816-4622', '1444-0938']",2014,Wiley,pub.1007458781,jour.1057691,Clinical and Experimental Optometry
"['0942-2056', '1433-7347']",2014,Springer Nature,pub.1015306865,jour.1104512,"Knee Surgery, Sports Traumatology, Arthroscopy"
"['1058-0360', '1558-9110']",2014,American Speech Language Hearing Association,pub.1026917384,jour.1101825,American Journal of Speech-Language Pathology
"['0278-4297', '1550-9613']",2014,Wiley,pub.1014973870,jour.1093318,Journal of Ultrasound in Medicine
"['0884-0431', '1523-4681']",2014,Wiley,pub.1044334293,jour.1096580,Journal of Bone and Mineral Research
"['0090-4295', '1527-9995']",2014,Elsevier,pub.1041201977,jour.1016775,Urology
"['0309-2402', '1365-2648']",2014,Wiley,pub.1025450924,jour.1085595,Journal of Advanced Nursing
"['0937-4477', '1434-4726']",2014,Springer Nature,pub.1047094815,jour.1004761,European Archives of Oto-Rhino-Laryngology
"['0315-162X', '1499-2752']",2014,The Journal of Rheumatology,pub.1071543389,jour.1081605,The Journal of Rheumatology
"['0214-9168', '1578-1879']",2014,Elsevier,pub.1020192110,jour.1102425,Clínica e Investigación en Arteriosclerosis
"['1471-5953', '1873-5223']",2014,Elsevier,pub.1037047238,jour.1028576,Nurse Education in Practice
"['0270-9295', '1558-4488']",2014,Elsevier,pub.1042982889,jour.1092747,Seminars in Nephrology
"['0019-4832', '2213-3763']",2014,Elsevier,pub.1028583003,jour.1017642,Indian Heart Journal
"['0269-9052', '1362-301X']",2014,Taylor & Francis,pub.1042282415,jour.1097377,Brain Injury
"['0315-162X', '1499-2752']",2014,The Journal of Rheumatology,pub.1021111829,jour.1081605,The Journal of Rheumatology
"['1879-8500', '1879-8519']",2014,Elsevier,pub.1021892606,jour.1045006,Practical Radiation Oncology
"['0168-3659', '1873-4995']",2014,Elsevier,pub.1040440068,jour.1096382,Journal of Controlled Release
"['1552-4825', '1552-4833']",2014,Wiley,pub.1052843243,jour.1034749,American Journal of Medical Genetics Part A
['1932-6203'],2014,Public Library of Science (PLoS),pub.1045779769,jour.1037553,PLoS ONE
"['1361-6137', '1469-493X', '1465-1858']",2014,Wiley,pub.1003167723,jour.1022148,Cochrane Database of Systematic Reviews
"['0363-6135', '1522-1539']",2014,American Physiological Society,pub.1029402563,jour.1022098,AJP Heart and Circulatory Physiology
"['0892-7790', '1557-900X']",2014,Mary Ann Liebert,pub.1059260285,jour.1098340,Journal of Endourology
"['0920-3206', '1573-7241']",2014,Springer Nature,pub.1029054962,jour.1097576,Cardiovascular Drugs and Therapy
"['0340-5761', '1432-0738']",2014,Springer Nature,pub.1004599371,jour.1019669,Archives of Toxicology
"['0006-3592', '1097-0290']",2014,Wiley,pub.1029499132,jour.1081617,Biotechnology and Bioengineering
"['0022-3468', '1531-5037']",2014,Elsevier,pub.1051648703,jour.1006102,Journal of Pediatric Surgery
"['0893-8512', '1098-6618']",2014,American Society for Microbiology,pub.1030008515,jour.1098275,Clinical Microbiology Reviews
"['1010-5182', '1878-4119']",2014,Elsevier,pub.1036628274,jour.1016873,Journal of Cranio-Maxillofacial Surgery
"['0039-6060', '1532-7361']",2014,Elsevier,pub.1047873158,jour.1019591,Surgery
"['0194-911X', '1524-4563']",2014,Wolters Kluwer,pub.1048563705,jour.1005854,Hypertension
"['0168-8227', '1872-8227']",2014,Elsevier,pub.1048549927,jour.1095679,Diabetes Research and Clinical Practice
"['1123-6337', '1128-045X']",2014,Springer Nature,pub.1025340955,jour.1116006,Techniques in Coloproctology
"['1755-5302', '1755-5310']",2014,OMICS International,pub.1044889090,jour.1040604,Interventional Cardiology
"['1474-4422', '1474-4465']",2014,Elsevier,pub.1012776774,jour.1030586,The Lancet Neurology
"['0163-7827', '1873-2194']",2014,Elsevier,pub.1030454089,jour.1088992,Progress in Lipid Research
"['1464-4096', '1464-410X']",2014,Wiley,pub.1048961859,jour.1103922,BJU International
"['0284-186X', '1651-226X']",2014,Taylor & Francis,pub.1012724566,jour.1000063,Acta Oncologica
"['1010-5182', '1878-4119']",2014,Elsevier,pub.1022572178,jour.1016873,Journal of Cranio-Maxillofacial Surgery
"['1751-5521', '1751-553X']",2014,Wiley,pub.1015327724,jour.1089896,International Journal of Laboratory Hematology
"['2168-1805', '2168-1813']",2014,Taylor & Francis,pub.1020217519,jour.1047117,Scandinavian Journal of Urology
"['2234-0726', '2234-2451']",2014,Springer Nature,pub.1020098905,jour.1046224,Knee Surgery & Related Research
['1866-0452'],2014,Deutscher Arzte-Verlag GmbH,pub.1078989312,jour.1040139,Deutsches Aerzteblatt Online
"['0020-7454', '1563-5279', '1543-5245']",2014,Taylor & Francis,pub.1019149275,jour.1014608,International Journal of Neuroscience
"['0363-6135', '1522-1539']",2014,American Physiological Society,pub.1019345260,jour.1022098,AJP Heart and Circulatory Physiology
"['2161-8313', '2156-5376']",2014,Oxford University Press (OUP),pub.1047568685,jour.1044195,Advances in Nutrition
"['1197-4982', '1876-4460', '1873-9946', '1876-4479']",2014,Oxford University Press (OUP),pub.1032091916,jour.1039135,Journal of Crohn's and Colitis
"['2168-6254', '2168-6262']",2014,American Medical Association (AMA),pub.1019794177,jour.1047259,JAMA Surgery
"['1470-2045', '1474-5488']",2014,Elsevier,pub.1008534136,jour.1023279,The Lancet Oncology
"['0185-4542', '2007-4085']",2014,Elsevier,pub.1026485626,jour.1067510,Revista Mexicana de Urología
"['1523-3782', '1534-3170']",2014,Springer Nature,pub.1002964482,jour.1021175,Current Cardiology Reports
"['0275-6382', '1939-165X']",2014,Wiley,pub.1028083131,jour.1124441,Veterinary Clinical Pathology
"['2151-321X', '2151-3228']",2014,Mary Ann Liebert,pub.1059305202,jour.1044490,Pediatric Allergy Immunology and Pulmonology
"['0264-410X', '1873-2518']",2014,Elsevier,pub.1012249386,jour.1094724,Vaccine
"['2451-9456', '2451-9448', '1074-5521', '1879-1301']",2014,Elsevier,pub.1029843949,jour.1053068,Cell Chemical Biology
"['1120-1797', '1724-191X']",2014,Elsevier,pub.1009110756,jour.1103468,Physica Medica
"['0022-5347', '1527-3792']",2014,Wolters Kluwer,pub.1045757666,jour.1017855,The Journal of Urology
"['1010-5182', '1878-4119']",2014,Elsevier,pub.1014702248,jour.1016873,Journal of Cranio-Maxillofacial Surgery
"['1069-6563', '1553-2712']",2014,Wiley,pub.1037394218,jour.1105391,Academic Emergency Medicine
"['1544-1873', '1544-2241']",2014,Springer Nature,pub.1028904859,jour.1032253,Current Osteoporosis Reports
"['1477-9072', '1744-8344']",2014,Taylor & Francis,pub.1024555516,jour.1032493,Expert Review of Cardiovascular Therapy
"['0025-6196', '1942-5546']",2014,Elsevier,pub.1017375092,jour.1018807,Mayo Clinic Proceedings
"['1751-4258', '1751-4266']",2014,Wolters Kluwer,pub.1026045981,jour.1038258,Current Opinion in Supportive and Palliative Care
"['0095-1137', '1098-660X']",2014,American Society for Microbiology,pub.1019623257,jour.1082731,Journal of Clinical Microbiology
"['2059-2302', '2059-2310', '1399-0039']",2014,Wiley,pub.1017442852,jour.1015534,HLA
"['0025-7753', '1578-8989']",2014,Elsevier,pub.1050236713,jour.1017857,Medicina Clínica
"['0022-3468', '1531-5037']",2014,Elsevier,pub.1033348872,jour.1006102,Journal of Pediatric Surgery
"['1523-3782', '1534-3170']",2014,,pub.1078968734,jour.1021175,Current Cardiology Reports
"['0023-852X', '1531-4995']",2014,Wiley,pub.1048411484,jour.1096341,The Laryngoscope
"['1756-8919', '1756-8927']",2014,Future Science Group,pub.1012008800,jour.1041760,Future Medicinal Chemistry
['1758-0463'],2014,Oxford University Press (OUP),pub.1019026026,jour.1042315,Database
"['1876-2018', '1876-2026']",2014,Elsevier,pub.1020220524,jour.1042319,Asian Journal of Psychiatry
"['0942-2056', '1433-7347']",2014,Springer Nature,pub.1004610863,jour.1104512,"Knee Surgery, Sports Traumatology, Arthroscopy"
"['1569-9048', '1878-1519']",2014,Elsevier,pub.1025641709,jour.1005861,Respiratory Physiology & Neurobiology
"['1068-9508', '1531-6998']",2014,Wolters Kluwer,pub.1048586590,jour.1105234,Current Opinion in Otolaryngology & Head & Neck Surgery
"['0025-7753', '1578-8989']",2014,Elsevier,pub.1042676264,jour.1017857,Medicina Clínica
"['1758-4299', '2641-5321']",2014,Future Science Group,pub.1019615968,jour.1037354,Clinical Lipidology and Metabolic Disorders
"['1758-4299', '2641-5321']",2014,Future Science Group,pub.1043151546,jour.1037354,Clinical Lipidology and Metabolic Disorders
"['0360-3997', '1573-2576']",2014,Springer Nature,pub.1016609363,jour.1084792,Inflammation
"['0140-6736', '1474-547X']",2014,Elsevier,pub.1034859204,jour.1077219,The Lancet
"['1364-6745', '1364-6753']",2014,Springer Nature,pub.1045410698,jour.1117081,neurogenetics
"['1744-3121', '1744-313X']",2014,Wiley,pub.1012889392,jour.1020094,International Journal of Immunogenetics
"['1365-182X', '1477-2574']",2014,Elsevier,pub.1052611359,jour.1022076,Hepato Pancreato Biliary
"['1523-3804', '1534-6242']",2014,Springer Nature,pub.1032687153,jour.1021897,Current Atherosclerosis Reports
"['8756-0437', '1098-2388', '1096-9098']",2014,Wiley,pub.1052425861,jour.1088501,Journal of Surgical Oncology
"['0163-4356', '1536-3694']",2014,Wolters Kluwer,pub.1037074660,jour.1090389,Therapeutic Drug Monitoring
"['0171-5216', '1432-1335']",2014,Springer Nature,pub.1041148293,jour.1313647,Journal of Cancer Research and Clinical Oncology
['1557-170X'],2014,Institute of Electrical and Electronics Engineers (IEEE),pub.1079027139,jour.1320601,Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)
"['1792-0981', '1792-1015']",2014,Spandidos Publications,pub.1051595692,jour.1043561,Experimental and Therapeutic Medicine
"['0364-2313', '1432-2323']",2014,Springer Nature,pub.1047676170,jour.1086446,World Journal of Surgery
"['0962-9343', '1573-2649']",2014,Springer Nature,pub.1024333294,jour.1102620,Quality of Life Research
['1092-0684'],2014,Journal of Neurosurgery Publishing Group (JNSPG),pub.1071080372,jour.1021822,Neurosurgical FOCUS
"['0022-510X', '1878-5883']",2014,Elsevier,pub.1004090576,jour.1017752,Journal of the Neurological Sciences
"['0163-4453', '1532-2742']",2014,Elsevier,pub.1049600137,jour.1090128,Journal of Infection
"['1010-4283', '1423-0380']",2014,Springer Nature,pub.1012558815,jour.1091981,Tumor Biology
"['2326-5191', '2326-5205']",2014,Wiley,pub.1022322954,jour.1017064,Arthritis & Rheumatology
"['0959-8138', '1756-1833']",2014,BMJ,pub.1026811350,jour.1017377,The BMJ
['1813-9175'],2014,European Association of Cardiothoracic Surgery Publishing,pub.1041046160,jour.1142623,Multimedia Manual of Cardio-Thoracic Surgery
['1932-6203'],2014,Public Library of Science (PLoS),pub.1007536444,jour.1037553,PLoS ONE
"['2168-6106', '2168-6114']",2014,American Medical Association (AMA),pub.1051145865,jour.1017256,JAMA Internal Medicine
"['1522-1946', '1522-726X']",2014,Wiley,pub.1019083270,jour.1294875,Catheterization and Cardiovascular Interventions
"['2168-6106', '2168-6114']",2014,American Medical Association (AMA),pub.1038860961,jour.1017256,JAMA Internal Medicine
"['0002-9270', '1572-0241']",2014,Wolters Kluwer,pub.1044416073,jour.1019809,The American Journal of Gastroenterology
['1166-7087'],2014,Elsevier,pub.1048587212,jour.1103917,Progrès en Urologie
"['1109-3099', '2520-8721']",2014,Springer Nature,pub.1067262450,jour.1030758,Hormones
"['2044-9038', '2044-9046']",2014,OMICS International,pub.1048764074,jour.1034384,Clinical Practice
"['1049-2275', '1536-3732']",2014,Wolters Kluwer,pub.1013712019,jour.1100506,Journal of Craniofacial Surgery
"['0033-832X', '1432-2102']",2014,Springer Nature,pub.1041071498,jour.1018339,Der Radiologe
"['1933-0219', '1935-3456']",2014,Springer Nature,pub.1014850043,jour.1038363,Mucosal Immunology
"['1467-2561', '1744-4667']",2014,Wiley,pub.1001383091,jour.1030523,The Obstetrician & Gynaecologist
"['1010-5182', '1878-4119']",2014,Elsevier,pub.1024075664,jour.1016873,Journal of Cranio-Maxillofacial Surgery
"['2224-4336', '2224-4344']",2014,,pub.1079220929,jour.1051211,Translational Pediatrics
['1179-8475'],2014,Taylor & Francis,pub.1025695184,jour.1148160,Research Reports in Clinical Cardiology
"['0942-2056', '1433-7347']",2014,Springer Nature,pub.1006953710,jour.1104512,"Knee Surgery, Sports Traumatology, Arthroscopy"
"['0960-894X', '1464-3405']",2014,Elsevier,pub.1045797751,jour.1101293,Bioorganic & Medicinal Chemistry Letters
"['1933-2874', '1876-4789']",2014,Elsevier,pub.1016031773,jour.1038403,Journal of Clinical Lipidology
"['0021-8561', '1520-5118']",2014,American Chemical Society (ACS),pub.1055914036,jour.1017681,Journal of Agricultural and Food Chemistry
"['1361-6137', '1469-493X', '1465-1858']",2014,Wiley,pub.1010941259,jour.1022148,Cochrane Database of Systematic Reviews
['1932-6203'],2014,Public Library of Science (PLoS),pub.1051947842,jour.1037553,PLoS ONE
"['0021-8995', '1097-4628']",2014,Wiley,pub.1035784374,jour.1135048,Journal of Applied Polymer Science
"['1857-9655', '1857-5773', '1857-5749']",2014,,pub.1034779672,jour.1042490,Open Access Macedonian Journal of Medical Sciences
"['1734-1140', '2299-5684']",2014,Elsevier,pub.1021564610,jour.1034671,Pharmacological Reports
"['0003-4967', '1468-2060']",2014,BMJ,pub.1042878889,jour.1017226,Annals of the Rheumatic Diseases
"['1600-6135', '1600-6143']",2014,Wiley,pub.1000158765,jour.1025004,American Journal of Transplantation
