Grant Number,Title,Funding Amount in USD,Start Year,End Year,Funder,Funder Country,Dimensions ID,Resulting Publications,Associated Patents,Associated Clinical Trials
N01AI015130,ADVERSE REACTIONS OF CHILDHOOD VACCINES,0.0,1991,1994,National Institute of Allergy and Infectious Diseases,United States,grant.2424469,0,0,0
N01AI005421,MALARIA VACCINE PRODUCTION &SUPPORT SERVICES,6077974.0,2000,2007,National Institute of Allergy and Infectious Diseases,United States,grant.2424424,4,1,0
N01AI002639,CLINICAL EVALUATION OF LIVE HERPESVIRUS VACCINE,0.0,1979,1985,National Institute of Allergy and Infectious Diseases,United States,grant.2424340,0,0,0
K04AI001087,ACELLULAR VACCINES AGAINST BACTERIAL PATHOGENS,0.0,1992,1997,National Institute of Allergy and Infectious Diseases,United States,grant.2406847,1,0,0
H23IP922549,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,12176449.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393916,0,0,0
H23IP922545,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,28595532.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393915,0,0,0
H23IP922535,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,4359668.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393914,0,0,0
H23IP922533,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,3559620.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393913,0,0,0
H23IP922518,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,12787854.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393912,0,0,0
H23IP922507,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,132483632.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393911,0,0,0
H23IP922505,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,4848248.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393910,0,0,0
H23IP922504,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,2354105.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393909,0,0,0
H23IP922503,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,1027633.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393908,0,0,0
H23IP922502,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,3370321.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393907,0,0,0
H23IP822564,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,22485676.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393906,0,0,0
H23IP822560,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,5545506.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393905,0,0,0
H23IP822552,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,6238876.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393904,0,0,0
H23IP822546,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,4581647.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393903,0,0,0
H23IP822520,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,13332202.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393902,0,0,0
H23IP822510,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,5265499.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393901,0,0,0
H23IP722562,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,9078858.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393900,0,0,0
H23IP722543,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,19171620.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393899,0,0,0
H23IP722542,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,13750234.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393898,0,0,0
H23IP722509,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,12782071.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393897,0,0,0
H23IP622571,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,84654136.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393896,0,0,0
H23IP622566,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,9773650.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393895,0,0,0
H23IP622541,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,18633488.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393893,0,0,0
H23IP622532,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,11954660.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393892,0,0,0
H23IP622523,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,13452676.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393891,0,0,0
H23IP622512,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,9133450.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393890,0,0,0
H23IP522568,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,27272696.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393889,0,0,0
H23IP522565,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,19894560.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393888,0,0,0
H23IP522563,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,20886180.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393887,0,0,0
H23IP522556,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,36897780.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393886,0,0,0
H23IP522551,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,23057106.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393885,1,0,0
H23IP522537,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,30695332.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393884,0,0,0
H23IP522522,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,14725251.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393883,0,0,0
H23IP422554,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,32415946.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393882,0,0,0
H23IP422544,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,20465260.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393881,0,0,0
H23IP422536,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,18486918.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393880,0,0,0
H23IP422528,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,16958976.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393879,0,0,0
H23IP422527,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,14506256.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393878,0,0,0
H23IP422524,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,13074784.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393877,0,0,0
H23IP422521,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,35935876.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393876,0,0,0
H23IP422511,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,58067576.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393875,0,0,0
H23IP322572,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,7377398.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393874,0,0,0
H23IP322570,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,19605318.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393873,0,0,0
H23IP322567,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,6612114.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393872,0,0,0
H23IP322561,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,6472027.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393871,0,0,0
H23IP322559,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,36378536.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393870,0,0,0
H23IP322538,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,11256214.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393869,0,0,0
H23IP322519,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,22522020.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393868,0,0,0
H23IP222576,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,25629016.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393867,0,0,0
H23IP222575,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,51502832.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393866,1,0,0
H23IP222539,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,39530888.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393865,1,0,0
H23IP222534,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,5346605.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393864,0,0,0
H23IP222501,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,13795530.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393863,0,0,0
H23IP122558,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,11807857.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393862,0,0,0
H23IP122555,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,7599557.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393861,0,0,0
H23IP122540,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,24289670.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393860,0,0,0
H23IP122530,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,7587053.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393859,0,0,0
H23IP122529,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,6787449.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393858,0,0,0
H23IP122525,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,16585636.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393857,1,0,0
H23IP022569,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,7824550.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393856,0,0,0
H23IP022550,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,18607916.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393855,1,0,0
H23IP022548,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,31860150.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393854,0,0,0
H23IP022531,IMMUNIZATION AND VACCINES FOR CHILDREN GRANTS,9059135.0,2003,2012,Centers for Disease Control and Prevention,United States,grant.2393853,0,0,0
H23IP000790,MISSISSIPPI IMMUNIZATION AND VACCINE GRANT,10058390.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393852,0,0,0
H23IP000778,Immunization and Vaccines for Children Program,14692051.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393844,0,0,0
H23IP000775,IMMUNIZATION AND VACCINES FOR CHILDREN GRANT,5550667.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393841,0,0,0
H23IP000755,IMMUNIZATION AND VACCINES FOR CHILDREN PROGRAM,4430576.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393821,0,0,0
H23IP000751,IMMUNIZATIONS AND VACCINE FOR CHILDREN,19247618.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393817,0,0,0
H23IP000748,IMMUNIZATIONS AND VACCINES FOR CHILDREN GRANTS,10479382.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393814,0,0,0
H23IP000741,Immunization and Vaccines for Children Program,41633856.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393808,0,0,0
H23IP000737,MINNESOTA STATEWIDE IMMUNIZATION & VACCINES PROGRAM,15583782.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393804,0,0,0
H23IP000733,ARIZONA IMMUNIZATION AND VACCINE FOR CHILDREN,21286744.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393800,0,0,0
H23IP000732,IMMUNIZATION AND VACCINES FOR CHILDREN,14626625.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393799,0,0,0
H23IP000730,IMMUNIZATION AND VACCINES FOR CHILDREN GRANT,8323787.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393797,0,0,0
H23IP000728,NEW JERSEY VACCINE PREVENTABLE DISEASE PROGRAM,22845980.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393795,0,0,0
H23IP000727,NEVADA IMMUNIZATION AND VACCINES FOR CHILDREN,9981773.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393794,0,0,0
H23IP000723,IMMUNIZATIONS AND VACCINES FOR CHILDREN,16824272.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393790,0,0,0
H23IP000719,IMMUNIZATION AND VACCINES FOR CHILDREN PROGRAM,14710428.0,2013,2017,Centers for Disease Control and Prevention,United States,grant.2393786,0,0,0
F32DK008072,EVALUATION OF GENETICALLY ENGINEERED ROTAVIRUS VACCINES,0.0,1987,1988,National Institute of Diabetes and Digestive and Kidney Diseases,United States,grant.2375051,2,0,0
F32AI008222,GROUP B STREPTOCOCCAL OLIGOSACCHARIDE-CONJUGATE VACCINE,0.0,1991,1991,National Institute of Allergy and Infectious Diseases,United States,grant.2369583,2,0,0
F05TW005055,NOVEL APPROACH TOWARD RETROVIRAL VACCINE DESIGN,0.0,1994,1995,Fogarty International Center,United States,grant.2356619,0,0,0
2013-01797,Development of diagnostic tools and vaccines,447887.0,2013,2015,Swedish Research Council for Environment Agricultural Sciences and Spatial Planning,Sweden,grant.8446709,0,0,0
13025B10,Potenzierung von Impfstoffen durch gezieltes Design der Glykosylierung - IPoGly (Impfstoffpotenzierung durch Glykosylierung),377233.0,2010,2014,Federal Ministry of Education and Research,Germany,grant.8033537,0,0,0
01KA1301,"EDCTP: Malaria Vakzine, vorbereitende Arbeiten zur Entwicklung zweier Malaria Impfstoffe",93832.0,2013,2014,Federal Ministry of Education and Research,Germany,grant.7951286,0,0,0
01GU0708,Verbundprojekt: Innovative bakterielle Tumorimpfstoffe - Teilprojekt 1: Bakterielles Prostatakrebsvakzin,766222.0,2008,2011,Federal Ministry of Education and Research,Germany,grant.7942547,0,0,0
SERB_45c964ebaf,Development of Porphyric Intracellular Leishmania Parasite for the Effect vaccine and Vaccine Delivery System,36686.0,2016,2017,Science and Engineering Research Board,India,grant.7608089,0,0,0
AF/138/96,Vaccine Biotechnology: Genetically Engineered Chimeric Protein Vaccine Against Foot-and-Mouth Disease,454005.0,1996,2000,Innovation and Technology Commission,China,grant.7167585,0,0,0
2010-00481,Therapeutic cancer vaccine for test in human,526155.0,2010,2014,VINNOVA,Sweden,grant.7104247,0,0,0
156524,The Vaccine Project,15896.0,2016,2017,Social Sciences and Humanities Research Council,Canada,grant.7062940,0,0,0
605578,Ingénierie d'un plateforme vaccinale et développement d'un vaccin vétérinaire contre la gripp,3391.0,2016,2017,Natural Sciences and Engineering Research Council,Canada,grant.6967906,0,0,0
630754,Hepatitis C vaccine preparedness: feasibility of field-based vaccine trials,56978.0,2010,2012,National Health and Medical Research Council,Australia,grant.6728271,1,0,0
272201600035C-0-0-1,A MUCOSAL PROPHYLACTIC VACCINE AGAINST COCCIDIOIDOMYCOSIS,449984.0,2016,2018,National Institute of Allergy and Infectious Diseases,United States,grant.6500725,0,2,0
97F00421,魚類寄生虫に対する遺伝子組換えワクチンおよびDNAワクチンの開発,18068.0,1998,1999,Japan Society for the Promotion of Science,Japan,grant.6259132,0,0,0
16380123,魚類ウイルスを用いたDNAワクチンに代わる新たなRNAワクチンの開発,36058.0,2004,2004,Japan Society for the Promotion of Science,Japan,grant.5892064,0,0,0
11771116,組み換えBCGワクチンシステムを用いた、う蝕予防ワクチンの開発,9665.0,1999,1999,Japan Society for the Promotion of Science,Japan,grant.5761631,0,0,0
00J01507,新規粘膜ワクチンキャリアーの開発およびエイズワクチンへの応用,17502.0,2000,2001,Japan Society for the Promotion of Science,Japan,grant.5551429,0,0,0
N01AI60018-0-0-1,HIV Vaccine Design and Dev. Teams Part A - Preventative Vaccines,3352012.0,2006,2011,National Institute of Allergy and Infectious Diseases,United States,grant.5246672,0,0,0
N01AI60018-0-0-0,HIV VACCINE DESIGN AND DEVELOPMENT TEAMS PART A - PREVENTATIVE VACCINES,3352012.0,2006,2011,National Institute of Allergy and Infectious Diseases,United States,grant.5246671,0,0,0
N01AI50010-0-0-0,"HIV VACCINE DESIGN AND DEVELOPMENT TEAMS, PART B-THERAPEUTIC VACCINES",5042594.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246586,0,0,0
N01AI50009-4-0-0,HIV VACCINES DESIGN &DEVELOPMENT TEAMS-PART B-THERAPEUTIC VACCINE,3418543.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246584,0,0,0
N01AI50008-6-0-1,HIV Vaccines Design and Dev. Teams Part A - Preventative Vaccine,3200598.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246583,0,0,0
N01AI50008-6-0-0,HIV VACCINES DESIGN AND DEVELOPMENT TEAMS PART A - PREVENTATIVE VACCINE,7976947.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246582,1,3,0
N01AI50007-0-0-1,"HIV Vaccine Design and Development, Part A-Preventative Vaccines",1700000.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246581,0,0,0
J3-6363 (D),Priprava tumorskih vakcin: hibridomi in gensko spremenjene vakcine (basic research project),0.0,2004,2007,Slovenian Research Agency,Slovenia,grant.4632144,0,0,0
H23IP000851,"Economics of Vaccines and Immunization Policies, Programs, and Practices for Adults: Prioritysetting for adult vaccines",149989.0,2014,2016,Centers for Disease Control and Prevention,United States,grant.3802932,0,0,0
213682,Nanoparticle delivery systems for cancer vaccines - applications to a MUC1 lipopeptide cancer vaccine,294474.0,2000,2003,Natural Sciences and Engineering Research Council,Canada,grant.2936797,0,0,0
N01AI025480,Millenium Vaccine Initiative-Novel Vaccines for TB and Malaria-26625480,0.0,2004,2004,National Institute of Allergy and Infectious Diseases,United States,grant.2424522,0,0,0
X00120----187043,"現行ワクチンにかわる副作用のない破傷風ワクチンの作成法と, その二種(ジフテリア・破傷風)混合ワクチンへの応用",12432.0,1976,1976,Japan Society for the Promotion of Science,Japan,grant.6315092,0,0,0
G023511N,Evaluatie van afgiftesystemen voor mRNA kanker vaccins,0.0,2011,2014,Research Foundation - Flanders,Belgium,grant.8505364,11,0,0
G007614N,Naar een universeel op mRNA-gebaseerd therapeutisch vaccin tegen HIV,0.0,2014,2017,Research Foundation - Flanders,Belgium,grant.8495954,0,0,0
1210812N,Ontwikkeling van een generische microparticulaire vaccin formulatie,0.0,2011,2014,Research Foundation - Flanders,Belgium,grant.8489605,0,0,0
G003008N,Ontwikkeling van een vaccin tegen Ascaris suum bij het varken.,0.0,2008,2011,Research Foundation - Flanders,Belgium,grant.8487606,0,0,0
81581240327,感染免疫、疫苗与治疗性抗体双边研讨会,12042.0,2015,2015,National Natural Science Foundation of China,China,grant.8352947,0,0,0
80011764,用转基因植物生产口服疫苗,845.0,2000,2000,National Natural Science Foundation of China,China,grant.8328815,0,0,0
60410106426,扫描探针显微学研制细胞免疫疫苗,2053.0,2004,2004,National Natural Science Foundation of China,China,grant.8290380,0,0,0
39940006,疫苗防治人类乳头瘤病毒感染及宫颈癌的研究,6039.0,1999,1999,National Natural Science Foundation of China,China,grant.8219416,0,0,0
39880043,人免疫缺陷病毒多肽疫苗的研究,21740.0,1999,2001,National Natural Science Foundation of China,China,grant.8219108,10,0,0
39780032,肝片吸虫DNA疫苗研究,14488.0,1998,2000,National Natural Science Foundation of China,China,grant.8217961,0,0,0
39680018,新型肝炎病毒基因克隆与DNA疫苗研究,17863.0,1997,1999,National Natural Science Foundation of China,China,grant.8216804,0,0,0
39480022,BCG多价疫苗免疫保护作用的实验研究,11414.0,1995,1997,National Natural Science Foundation of China,China,grant.8214678,0,0,0
39060057,脑包虫细胞系疫苗的研究,5168.0,1991,1993,National Natural Science Foundation of China,China,grant.8209272,0,0,0
39000001,乙型脑炎活疫苗毒株的基因分析,8618.0,1991,1993,National Natural Science Foundation of China,China,grant.8209093,0,0,0
38671111,猪伪狂犬病病毒重组疫苗的研究,6024.0,1987,1993,National Natural Science Foundation of China,China,grant.8205967,0,0,0
30711220434,艾滋病疫苗新型策略与相关免疫学研究,2103.0,2007,2007,National Natural Science Foundation of China,China,grant.8173982,0,0,0
30610103103,疟疾疫苗及其相关基础免疫学的研究,27526.0,2007,2008,National Natural Science Foundation of China,China,grant.8173409,0,0,0
30531160053,鼻咽癌多肽疫苗研究及临床疗效评价,37887.0,2005,2007,National Natural Science Foundation of China,China,grant.8172930,0,0,0
30210103222,新的疟疾疫苗靶点基因的功能研究,3262.0,2002,2002,National Natural Science Foundation of China,China,grant.8169476,0,0,0
30080020,丙型肝炎病毒样颗粒疫苗的基础研究,16909.0,2001,2003,National Natural Science Foundation of China,China,grant.8167666,0,0,0
1356X09,Entwicklung optimaler Herstellungsprozesse artifizieller Malariavakzine,365392.0,2009,2012,Federal Ministry of Education and Research,Germany,grant.8034776,0,0,0
13025A10,Potenzierung von Impfstoffen durch gezieltes Design der Glykosylierung,357548.0,2010,2013,Federal Ministry of Education and Research,Germany,grant.8033536,0,0,0
03VP00510,Kreuzprotektive und thermostabile Humane Papillomavirus Vakzine - T-panHPVvac,1172455.0,2016,2019,Federal Ministry of Education and Research,Germany,grant.8019012,0,0,0
03V0347,Therapeutischer Impfstoff zur Behandlung von Zervixdysplasien,2215626.0,2012,2016,Federal Ministry of Education and Research,Germany,grant.8018668,3,0,0
03FO2211,ForMaT: Diagnostika- und Impfstoffentwicklung für vernachlässigte Infektionskrankheiten,131436.0,2008,2009,Federal Ministry of Education and Research,Germany,grant.8005184,0,0,0
03EFT2BW12,EXIST-Forschungstranfer: Entwicklung eines Impfstoffes gegen Malaria.,569700.0,2009,2010,Federal Ministry for Economic Affairs and Energy,Germany,grant.8000977,0,0,0
031A521,Individualisierte Tumorimpfstoffe mittels eines viralen Vektors,571409.0,2014,2016,Federal Ministry of Education and Research,Germany,grant.7993576,0,0,0
031A144,GO-Bio 5: VEROVACCINES - Tierimpfstoffe auf Hefebasis,3935142.0,2013,2018,Federal Ministry of Education and Research,Germany,grant.7992850,0,0,0
315241,"BioPharma: Allianz für Antiinfektiva, Chemotherapeutika und Impfstoffe",146344.0,2008,2008,Federal Ministry of Education and Research,Germany,grant.7989648,0,0,0
01KA1501,EDCTP: Malaria-Impfstoff-Entwicklung: zwei EDCTP Projekte,15864.0,2015,2015,Federal Ministry of Education and Research,Germany,grant.7951296,1,0,0
SERB_968aca715e,Identification Of Novel Targets For Effective Drugs/Vaccines Against,43096.0,2017,2018,Science and Engineering Research Board,India,grant.7851731,0,0,0
BCTR9903159,MUC1 as a Potential Breast Cancer Vaccine,248741.0,1999,2002,Susan G. Komen Breast Cancer Foundation,United States,grant.7821052,0,0,0
627315,Oncolytic virus vaccine to cure different kinds of cancer,3463.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7721825,0,0,0
627268,Screening for immunogenic antigens for Zika virus vaccine,3463.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7721778,0,0,0
627088,Oncolytic virus vaccine to cure different kinds of cancer,3463.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7721598,0,0,0
627087,Oncolytic virus vaccine to cure different kinds of cancer,3463.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7721597,0,0,0
621083,Single-walled carbon nanotubes as delivery vehicle of vaccines,16174.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7715670,0,0,0
642507,Bioprocess Sciences and Technology of Viral Vaccines,154056.0,2017,2018,Natural Sciences and Engineering Research Council,Canada,grant.7709652,0,0,0
,Antigen Discovery for Human Helminth Vaccines Using Immunomics,0.0,2012,2012,Council for International Exchange of Scholars,United States,grant.7695510,0,0,0
,Vaccines That Induce Broadly Protective Antibodies Against Influenza,0.0,2017,2017,Council for International Exchange of Scholars,United States,grant.7693092,0,0,0
,Quillaja Saponin Adjuvants in Carbohydrate Cancer Vaccines,0.0,2010,2012,Council for International Exchange of Scholars,United States,grant.7685141,0,0,0
,Quillaja Saponin Adjuvants in Carbohydrate Cancer Vaccines,0.0,2010,2012,Council for International Exchange of Scholars,United States,grant.7685141,0,0,0
,Development of a Recombinant DNA Vaccine Against Blackleg,0.0,2011,2012,Council for International Exchange of Scholars,United States,grant.7684827,0,0,0
,Toward Enhanced Pulmonary Delivery of Vaccines,0.0,2006,2007,Council for International Exchange of Scholars,United States,grant.7683420,0,0,0
O3/IN3/B364STAR05,Developing a prototype MMR vaccine,15347.0,2005,2005,Science Foundation Ireland,Ireland,grant.7668688,0,0,0
,Lactococcus lactis live vaccines against leishmaniasis,14769.0,2005,2006,Canadian Institutes of Health Research,Canada,grant.7666767,0,0,0
,Strategic training program in vaccine development and delivery,3184.0,2002,2002,Canadian Institutes of Health Research,Canada,grant.7665207,0,0,0
,Transferring binding regions as vaccine agents,71400.0,2003,2004,Canadian Institutes of Health Research,Canada,grant.7658269,0,0,0
,Structural studies on antiidiotypic antibody vaccines,27317.0,1998,2001,Canadian Institutes of Health Research,Canada,grant.7653038,0,0,0
,Vaccine antigens for C. pneumoniae atherosclerosis,28049.0,1999,2000,Canadian Institutes of Health Research,Canada,grant.7648001,0,0,0
,Development of a Vaccine Against Canine Leishmaniasis,64572.0,2001,2002,Canadian Institutes of Health Research,Canada,grant.7647714,0,0,0
,Transdermal delivery systems for protein medicines and vaccines,107932.0,2004,2006,Canadian Institutes of Health Research,Canada,grant.4035377,0,0,0
,Cancer Vaccines: Targeting Cancer Genes for Immunotherapy,3017.0,2016,2016,Canadian Cancer Society,Canada,grant.7628997,0,0,0
,The role of Alloimmunization in HIV vaccine design,35506.0,1996,2001,Canadian Institutes of Health Research,Canada,grant.7628517,0,0,0
,Development of a novel intranasal vaccine against measles,68775.0,2003,2005,Canadian Institutes of Health Research,Canada,grant.7624786,0,0,0
,A DNA vaccine for chlamydia trachomatis,103437.0,2001,2004,Canadian Institutes of Health Research,Canada,grant.7623304,0,0,0
,Delivery of genetic vaccines through Microporated Skin,32616.0,2002,2003,Canadian Institutes of Health Research,Canada,grant.7622447,0,0,0
,Transcutaneous vaccines: Delivery and mechanisms of immune induction,56581.0,2000,2002,Canadian Institutes of Health Research,Canada,grant.7618695,0,0,0
SERB_44e315abd3,Aptamer-mRNA Chimera-The Next Generation RNA vaccine,60383.0,2016,2017,Science and Engineering Research Board,India,grant.7608908,0,0,0
211394,nd,1514.0,2016,2017,Fonds de Recherche du Québec – Nature et technologies,Canada,grant.7576541,0,0,0
34259,Déterminants des couvertures vaccinales chez les enfants âgés de 1 an et 2 ans au Québec et impact épidémiologique des retards vaccinaux,29817.0,2016,2017,Fonds de Recherche du Québec - Santé,Canada,grant.7575474,0,0,0
9955,DEVELOPMENT OF DNA VACCINES AGAINST CUTANEOUS T CELL LYMPHOMA,113067.0,2000,2003,Bloodwise,United Kingdom,grant.7550264,0,0,0
9803,DNA VACCINES AS INDUCERS OF IMMUNITY AGAINST  HAEMATOLOGICAL MALIGNANCIES,746244.0,1998,1999,Bloodwise,United Kingdom,grant.7550133,0,0,0
